TIME P_Ch3_mesh1 P_Ch3_mesh2 P_Ch3_mesh3 P_Ch3_mesh4 P_Ch3_mesh5 P_Ch3_mesh6 P_Ch3_mesh7 P_Ch3_mesh8 P_Ch3_mesh9 P_Ch3_mesh10 P_Ch3_mesh11 P_Ch3_mesh12 P_Ch3_mesh13 P_Ch3_mesh14 P_Ch3_mesh15 
0.000000000000000000e+00 1.594247949001022801e+07 1.593442533805396780e+07 1.591668893332055397e+07 1.589743324815772660e+07 1.588959095089949667e+07 1.587061452796534821e+07 1.585153053388138488e+07 1.583182744595946558e+07 1.582394441878006794e+07 1.580449994450080208e+07 1.578493648300473578e+07 1.576472468395829201e+07 1.575677890958294831e+07 1.573633927348280326e+07 1.572389676600678638e+07
5.000040000000043960e+01 8.184255047658087686e+06 8.177415241943770088e+06 8.162146620097088628e+06 8.145632098608673550e+06 8.138671939288831316e+06 8.122627432763478719e+06 8.106589773077853024e+06 8.090132081970105879e+06 8.083176378223464824e+06 8.067121696423358284e+06 8.051073732377012260e+06 8.034608803300351836e+06 8.027648987334596924e+06 8.011187693023838103e+06 8.001201119482655078e+06
1.000003999999985922e+02 7.673401897608037107e+06 7.671064423759036697e+06 7.667883454209593125e+06 7.664682519991165027e+06 7.661791101988587528e+06 7.658627025505416095e+06 7.655486397633624263e+06 7.652364546040658839e+06 7.649594876381322742e+06 7.646589075745272450e+06 7.643630887642403133e+06 7.640702385808295570e+06 7.638159018217633478e+06 7.635289829988515005e+06 7.633192273680528626e+06
1.502405034099261059e+02 7.456159437675893307e+06 7.453912434078064747e+06 7.451065876075658016e+06 7.448281839198621921e+06 7.445564218202702701e+06 7.442869018884195946e+06 7.440264003100149333e+06 7.437765427757801488e+06 7.435415700799206272e+06 7.433121779939730652e+06 7.430912241740967147e+06 7.428779382179634646e+06 7.426781644088535570e+06 7.424734367981971242e+06 7.423139638414379209e+06
2.004200391960640388e+02 7.288736562980726361e+06 7.286484378300374374e+06 7.283675380205039866e+06 7.280995392391056754e+06 7.278470922167202458e+06 7.276129617748975754e+06 7.273958597075585276e+06 7.271931599353156984e+06 7.270026822822837159e+06 7.268212475279130973e+06 7.266492954422958195e+06 7.264855285132280551e+06 7.263327289947363548e+06 7.261740875890268944e+06 7.260454834297768772e+06
2.553043625042201370e+02 7.146655251770261675e+06 7.144419999245202169e+06 7.141734950580268167e+06 7.139406785998569801e+06 7.137347348961830139e+06 7.135480908405598253e+06 7.133781517025699839e+06 7.132220978580599651e+06 7.130756837683447637e+06 7.129372399833091535e+06 7.128065073812002316e+06 7.126819712589798495e+06 7.125619416709216312e+06 7.124288330551616848e+06 7.123224916361657903e+06
3.053043625042201370e+02 6.979380046799154952e+06 6.977159517174882814e+06 6.974485515731533058e+06 6.972174930765181780e+06 6.970146001437916420e+06 6.968315164691756479e+06 6.966659531998935156e+06 6.965150298960150220e+06 6.963743302012981847e+06 6.962422976329728961e+06 6.961188852769674733e+06 6.960026945001915097e+06 6.958917621664190665e+06 6.957669713841020130e+06 6.956674317258290946e+06
3.559293625042201370e+02 6.808995834083789028e+06 6.806810024626982398e+06 6.804128066687909886e+06 6.801723001363921911e+06 6.799528227776350453e+06 6.797494657738436945e+06 6.795607482909117825e+06 6.793853949702222832e+06 6.792214044102991000e+06 6.790669385236179456e+06 6.789234134487523697e+06 6.787900847317504697e+06 6.786680795944382437e+06 6.785346739229141735e+06 6.784275961107512936e+06
4.065543625042201370e+02 6.568105513272893615e+06 6.566035174632955343e+06 6.563422068516965955e+06 6.561128354610832408e+06 6.559096107740269974e+06 6.557255849525095895e+06 6.555575210405363701e+06 6.554038473568793386e+06 6.552608643625676632e+06 6.551255247230128385e+06 6.549990016892767511e+06 6.548801752638365142e+06 6.547693309171037748e+06 6.546559176991881803e+06 6.545403108593080193e+06
4.565543625042201370e+02 6.186988790311015211e+06 6.185019839524444193e+06 6.182428866355078295e+06 6.180160287035623565e+06 6.178146435484318994e+06 6.176318070535764098e+06 6.174646488492372446e+06 6.173102297806761228e+06 6.171645540118123405e+06 6.170246864061169326e+06 6.168934104769644327e+06 6.167674743723217398e+06 6.166524145697859116e+06 6.165343777419234626e+06 6.164698755696310662e+06
