TIME P_Ch3_mesh1 P_Ch3_mesh2 P_Ch3_mesh3 P_Ch3_mesh4 P_Ch3_mesh5 P_Ch3_mesh6 P_Ch3_mesh7 P_Ch3_mesh8 P_Ch3_mesh9 P_Ch3_mesh10 P_Ch3_mesh11 P_Ch3_mesh12 P_Ch3_mesh13 P_Ch3_mesh14 P_Ch3_mesh15 
0.000000000000000000e+00 1.594247949001022801e+07 1.593442533805396780e+07 1.591668893332055397e+07 1.589743324815772660e+07 1.588959095089949667e+07 1.587061452796534821e+07 1.585153053388138488e+07 1.583182744595946558e+07 1.582394441878006794e+07 1.580449994450080208e+07 1.578493648300473578e+07 1.576472468395829201e+07 1.575677890958294831e+07 1.573633927348280326e+07 1.572389676600678638e+07
5.000040000000043960e+01 7.496636636914160103e+06 7.494833817665969953e+06 7.492588567496018484e+06 7.490678442122271284e+06 7.488981843291809782e+06 7.487427388050662354e+06 7.485992308798642829e+06 7.484655239762324840e+06 7.483390038768662140e+06 7.482170970871195197e+06 7.481010149512024596e+06 7.479892368323735893e+06 7.478863809408069588e+06 7.477732259205574170e+06 7.476782717175650410e+06
1.000003999999985922e+02 6.269025168037465774e+06 6.267373957525662147e+06 6.265210961380320601e+06 6.263443532742870040e+06 6.261917235736496747e+06 6.260543396411085501e+06 6.259313746977032162e+06 6.258226982724485919e+06 6.257246098283316940e+06 6.256370074365966953e+06 6.255580579736448824e+06 6.254877834747329354e+06 6.254281292016691528e+06 6.253525649623220786e+06 6.252935964512621984e+06
1.502405034099261059e+02 2.860690001674064901e+06 2.860645246217459906e+06 2.860591419605872128e+06 2.860540991746294778e+06 2.860491023094715085e+06 2.860441301484371535e+06 2.860391984514957294e+06 2.860342728104932699e+06 2.860293505135445390e+06 2.860244596687677316e+06 2.860196001713709440e+06 2.860147759584750049e+06 2.860100020992390811e+06 2.860052395131205674e+06 2.860014314812561963e+06
2.004200391960640388e+02 8.500976133431572234e+05 8.482683675230167573e+05 8.458064880804952700e+05 8.438876982239709469e+05 8.423094790523413103e+05 8.410300997248261701e+05 8.399303422664339887e+05 8.393210925740469247e+05 8.392722204623117577e+05 8.391820480584281031e+05 8.390825183394261403e+05 8.389717726634690771e+05 8.389024318577204831e+05 8.387826684033073252e+05 8.387232693438461283e+05
2.553043625042201370e+02 7.836072174175843829e+05 7.809074421859000577e+05 7.777674577579062898e+05 7.752343124120000284e+05 7.731687098264006199e+05 7.713815806274381466e+05 7.697996103139629122e+05 7.683746029902185546e+05 7.670855059654229553e+05 7.658363257039611926e+05 7.646723305252793944e+05 7.635590275426728185e+05 7.626416542129247682e+05 7.615559571386976168e+05 7.607688562403050018e+05
3.053043625042201370e+02 7.591480508069725474e+05 7.564168541677164612e+05 7.530273089629379101e+05 7.500010682024428388e+05 7.474668382437095279e+05 7.453181012950803852e+05 7.434585414662287803e+05 7.418206423315186985e+05 7.403545030319992220e+05 7.389928600032826653e+05 7.377601062394011533e+05 7.365984015163558070e+05 7.356194968943088315e+05 7.344890876425993629e+05 7.335749674610390794e+05
3.553043625042201370e+02 7.542633493484703358e+05 7.515213542652381584e+05 7.481015807142968988e+05 7.447923678214645479e+05 7.417409391570902662e+05 7.391418611860021483e+05 7.369364533193751704e+05 7.350264275346153881e+05 7.333358667622607900e+05 7.317919587589504663e+05 7.304018166477066698e+05 7.291081209406431299e+05 7.280079905020791339e+05 7.267750345476691145e+05 7.257878706350418506e+05
4.053043625042201370e+02 8.325069677724255016e+05 8.297950276665973943e+05 8.264075468424805440e+05 8.233261612527598627e+05 8.206927941127775703e+05 8.184602224615791347e+05 8.165090366619019769e+05 8.147769374310765415e+05 8.132035285841110162e+05 8.117362575705103809e+05 8.103910572183257900e+05 8.091195519155859947e+05 8.080187849097275175e+05 8.067723062063641846e+05 8.057737237113747979e+05
4.553043625042201370e+02 8.424415805634139106e+05 8.397760507279372541e+05 8.363938108036592603e+05 8.331542774884520331e+05 8.302149876837183256e+05 8.277361297942904057e+05 8.256198878212695708e+05 8.237743582374921534e+05 8.221289994043874322e+05 8.206203612633920275e+05 8.192644657778580440e+05 8.179939062515381956e+05 8.169215340061231982e+05 8.157177432841061382e+05 8.147355885713512544e+05
