TIME P_Ch0_mesh1 P_Ch0_mesh2 P_Ch0_mesh3 P_Ch0_mesh4 P_Ch0_mesh5 P_Ch0_mesh6 P_Ch0_mesh7 P_Ch0_mesh8 P_Ch0_mesh9 P_Ch0_mesh10 P_Ch0_mesh11 P_Ch0_mesh12 P_Ch0_mesh13 P_Ch0_mesh14 P_Ch0_mesh15 
0.000000000000000000e+00 1.594517866609182023e+07 1.594338732350764424e+07 1.612420265094235539e+07 1.612207197464756854e+07 1.611994131679932028e+07 1.611781067881467380e+07 1.611568006189271808e+07 1.611354946721146815e+07 1.611141889592744969e+07 1.610928834914603457e+07 1.610715782794462331e+07 1.610502733346711099e+07 1.610289686695855111e+07 1.610076642924921587e+07 1.609908520237527788e+07
5.000040000000043960e+01 7.607857957976819016e+06 7.606741046523603611e+06 7.606341745246754959e+06 7.604650703220003285e+06 7.603076831413805485e+06 7.601531532020555809e+06 7.600002734568632208e+06 7.598489141151880845e+06 7.596991282967871986e+06 7.595510042298390530e+06 7.594046410807957873e+06 7.592601457633321173e+06 7.591176336709083989e+06 7.589772306718369946e+06 7.588679120216472074e+06
1.000003999999985922e+02 6.809516319700567052e+06 6.807653907681693323e+06 6.805258662872583605e+06 6.803028345020525157e+06 6.800811753188774921e+06 6.798608361663643271e+06 6.796417759439269081e+06 6.794239621600720100e+06 6.792073673428205773e+06 6.789919749615126289e+06 6.787777476616879925e+06 6.785647685467809439e+06 6.783525457627363503e+06 6.781439786741664633e+06 6.779712462403140962e+06
1.502405034099261059e+02 4.759430407448163256e+06 4.757963611996993423e+06 4.756167366997509263e+06 4.754465873879633844e+06 4.752802378585429862e+06 4.751174281250445172e+06 4.749579196749456227e+06 4.748015193241853267e+06 4.746479938195411116e+06 4.744973204130242579e+06 4.743489244914787821e+06 4.742039143485904671e+06 4.740586445505165495e+06 4.739230065267694183e+06 4.737994178829642944e+06
2.004200391960640388e+02 1.091477675657005282e+06 1.089306076764724916e+06 1.087092196833018214e+06 1.084265466576871462e+06 1.081336937557832338e+06 1.078594617184769362e+06 1.076839558494549245e+06 1.076399698679856025e+06 1.076330920612260932e+06 1.076290040551189333e+06 1.076250488786658738e+06 1.076211193436616566e+06 1.076173192522218684e+06 1.076135755441996502e+06 1.076106492959825788e+06
2.553043625042201370e+02 9.256731560106545221e+05 9.232161135604265146e+05 9.202037950414437801e+05 9.172144561164930928e+05 9.142141030750158243e+05 9.111903690856063040e+05 9.081429522489145165e+05 9.050333152164554922e+05 9.018288819460050436e+05 8.985569429233121919e+05 8.961769937520559179e+05 8.953854172942870064e+05 8.953348240506902803e+05 8.953065699809221551e+05 8.952852740349693922e+05
3.053043625042201370e+02 8.615607659486144548e+05 8.589538504231459228e+05 8.556250157492128201e+05 8.523093350586520974e+05 8.489885687880098121e+05 8.456652168484551366e+05 8.423397682952529285e+05 8.390125377712993650e+05 8.356838936115823453e+05 8.323546847186783561e+05 8.290271700125003699e+05 8.257083828382908832e+05 8.237861198305151192e+05 8.235895488708413905e+05 8.235692754764460260e+05
3.553043625042201370e+02 8.397426707396832062e+05 8.370023941061974037e+05 8.336199002540799556e+05 8.302779990443350980e+05 8.269343507079689298e+05 8.235889390286306152e+05 8.202417655794881284e+05 8.168928643945693038e+05 8.135423223226498812e+05 8.101903094124766067e+05 8.068371376281138510e+05 8.034834853876176057e+05 8.001318489837039961e+05 7.968385958759760251e+05 7.950405540190655738e+05
4.053043625042201370e+02 9.504013515423090430e+05 9.476746182134933770e+05 9.442743898304675240e+05 9.409538918568232330e+05 9.376298466696742689e+05 9.343029505999194225e+05 9.309733189325610874e+05 9.276407815131222596e+05 9.243050604819681030e+05 9.209658587017599493e+05 9.176228858989548171e+05 9.142758699718770804e+05 9.109246017965616193e+05 9.075687748073621187e+05 9.049168299636656884e+05
4.553043625042201370e+02 9.564783106860825792e+05 9.537201547970976681e+05 9.502850532038945239e+05 9.469319260262005264e+05 9.435753034128203290e+05 9.402149066383499885e+05 9.368504404226269107e+05 9.334816436980492435e+05 9.301083484969467390e+05 9.267305465213336283e+05 9.233484463342722738e+05 9.199625017739972100e+05 9.165734042124982225e+05 9.131819287737169070e+05 9.105042789152547484e+05
5.053043625042201370e+02 9.539607503409546334e+05 9.511917905243473360e+05 9.477432271363034379e+05 9.443762303277937463e+05 9.410057106992457993e+05 9.376318496356761316e+05 9.342548722504242323e+05 9.308750228964493144e+05 9.274925376717051258e+05 9.241076215480125975e+05 9.207204373725699261e+05 9.173311157612025272e+05 9.139397964135465445e+05 9.105466399104021257e+05 9.078677496013283962e+05
5.553043625042200802e+02 9.468915480998879066e+05 9.441152563364267116e+05 9.406584242957307724e+05 9.372844517469608691e+05 9.339080787170482799e+05 9.305294176633800380e+05 9.271485633572451770e+05 9.237655950250696624e+05 9.203805788502725773e+05 9.169935697009320138e+05 9.136046129190926440e+05 9.102137507210395997e+05 9.068210408689390169e+05 9.034265565406717360e+05 9.007466103266396094e+05
6.053043625042200802e+02 9.347267901552091353e+05 9.319472119323416846e+05 9.284864218445809092e+05 9.251093043478246545e+05 9.217301565900294809e+05 9.183490195891885087e+05 9.149659275506868726e+05 9.115809093042907771e+05 9.081939890865063062e+05 9.048051863564611413e+05 9.014145159292243188e+05 8.980219916200496955e+05 8.946276374114284990e+05 8.912314871000562562e+05 8.885501883964937879e+05
6.553043625042200802e+02 9.185195686823953874e+05 9.157377147383323172e+05 9.122741912209335715e+05 9.088945955965195317e+05 9.055130907372470247e+05 9.021296922290849034e+05 8.987444120416664518e+05 8.953572593379297759e+05 8.919682410003502155e+05 8.885773615075229900e+05 8.851846232228962472e+05 8.817900292240601266e+05 8.783935902835662710e+05 8.749953234545119340e+05 8.723123226664708927e+05
7.096793625042200802e+02 8.986978780924443854e+05 8.959138075977980625e+05 8.924475030931317015e+05 8.890653290843428113e+05 8.856812897464537527e+05 8.822953881755330367e+05 8.789076256109132664e+05 8.755180019389268709e+05 8.721265160242296988e+05 8.687331655060130870e+05 8.653379470179082127e+05 8.619408584369227756e+05 8.585419035464989720e+05 8.551410905838464387e+05 8.524560548720642691e+05
7.596793625042200802e+02 8.721632989669676172e+05 8.693793209114237688e+05 8.659140735200056806e+05 8.625320351812680019e+05 8.591481432661869330e+05 8.557623965331502259e+05 8.523747929601592477e+05 8.489853302451631753e+05 8.455940059127978748e+05 8.422008161415797658e+05 8.388057532551854383e+05 8.354088003754233941e+05 8.320099163268582197e+05 8.286089990356835769e+05 8.259236418468190823e+05
8.096793625042200802e+02 8.339586923281170893e+05 8.311735087045932887e+05 8.277086566000402672e+05 8.243251484445538372e+05 8.209397565534119494e+05 8.175524575669453479e+05 8.141632220924082212e+05 8.107720164759800537e+05 8.073788053594336379e+05 8.039835531084480463e+05 8.005862227500756271e+05 7.971867728998499224e+05 7.937851557939309860e+05 7.903813196944255615e+05 7.876936238849161891e+05
8.596793625042200802e+02 7.900927141177626327e+05 7.873811383692893432e+05 7.839497682992508635e+05 7.805745674270906020e+05 7.771850824675114127e+05 7.737928903208738193e+05 7.703985838879431831e+05 7.670020918500497937e+05 7.636033021812316729e+05 7.602020404793315101e+05 7.567980503030436812e+05 7.533910014795782045e+05 7.499805570061209146e+05 7.465665019226872828e+05 7.438698288785493933e+05
9.096793625042200802e+02 7.578954789667165605e+05 7.551661194020569092e+05 7.517220885487461928e+05 7.483390073017165996e+05 7.449440119060253492e+05 7.415462371032754891e+05 7.381456589090368943e+05 7.347421639085935894e+05 7.313356731689184671e+05 7.279261538376415847e+05 7.245136222729005385e+05 7.210981369941640878e+05 7.176797825671365717e+05 7.142586474159719655e+05 7.115569872985387919e+05
9.596793625042200802e+02 7.337930780852335738e+05 7.310154004869447090e+05 7.275396202426019590e+05 7.241407973400527844e+05 7.207388212295515696e+05 7.173340485666039167e+05 7.139264894505658885e+05 7.105161677926968550e+05 7.071031183373446111e+05 7.036873808938614093e+05 7.002689957872540690e+05 6.968480021052138181e+05 6.934244379980789963e+05 6.899983391179864993e+05 6.872929018729905365e+05
1.009679362504220080e+03 7.140324243365438888e+05 7.112329615737457061e+05 7.077432975640265504e+05 7.043387333184119780e+05 7.009315335245009046e+05 6.975217248269319534e+05 6.941093288896814920e+05 6.906943670765918214e+05 6.872768589915194316e+05 6.838568209479275392e+05 6.804342649289256660e+05 6.770091986368936487e+05 6.735816255666302750e+05 6.701515417937877355e+05 6.674429473304426065e+05
1.059679362504220080e+03 6.967332523013148457e+05 6.939285656342637958e+05 6.904345284905299777e+05 6.870260935732511571e+05 6.836151393169772346e+05 6.802016728850223590e+05 6.767856969693152932e+05 6.733672101452001370e+05 6.699462065003297757e+05 6.665226752942948369e+05 6.630966014323070413e+05 6.596679676539299544e+05 6.562367578527634032e+05 6.528029592068544589e+05 6.500913854393832153e+05
1.109679362504220080e+03 6.796638383181972895e+05 6.768560699912115233e+05 6.733581628801017068e+05 6.699460779082301306e+05 6.665314903426002711e+05 6.631143915822053095e+05 6.596947712517874315e+05 6.562726191725461977e+05 6.528479269853355363e+05 6.494206894066330278e+05 6.459909052861590171e+05 6.425585787096683634e+05 6.391237191299598198e+05 6.356863383239946561e+05 6.329719947192986729e+05
1.159679362504220080e+03 6.614400839468046324e+05 6.586293761017470388e+05 6.551277217785606626e+05 6.517120757239455124e+05 6.482939279815508053e+05 6.448732746311004739e+05 6.414501128596094204e+05 6.380244410251372028e+05 6.345962576946348418e+05 6.311655598274365766e+05 6.277323409860040992e+05 6.242965909395256313e+05 6.208582970562982373e+05 6.174174463835138595e+05 6.147003275769853499e+05
1.209679362504220080e+03 6.433538828049091389e+05 6.405405990669761086e+05 6.370354619354512542e+05 6.336167187026423635e+05 6.301954888475723565e+05 6.267717658001845703e+05 6.233455407906890614e+05 6.199168025305430638e+05 6.164855365138334455e+05 6.130517238541289698e+05 6.096153401179759530e+05 6.061763549718614668e+05 6.027347326822582399e+05 5.992904328146275366e+05 5.965704894387932727e+05
1.259679362504220080e+03 6.269638214336056262e+05 6.241480672147688456e+05 6.206397895975514548e+05 6.172180425059320405e+05 6.137937887642913265e+05 6.103670095518718008e+05 6.069376826215422479e+05 6.035057830140753649e+05 6.000712841232130304e+05 5.966341591952611925e+05 5.931943837409779662e+05 5.897519391151191667e+05 5.863068157784700161e+05 5.828590130562925478e+05 5.801363330333746271e+05
1.309679362504220080e+03 6.117997240016227588e+05 6.089814382433041465e+05 6.054699225757361855e+05 6.020450387868095422e+05 5.986176010709973052e+05 5.951875890375137096e+05 5.917549836051643360e+05 5.883197684555982705e+05 5.848819310635785805e+05 5.814414630387161160e+05 5.779983601858903421e+05 5.745526229208726436e+05 5.711042564958354924e+05 5.676532691371022956e+05 5.649281182529306971e+05
1.359679362504220080e+03 5.976083922002793988e+05 5.947875143118650885e+05 5.912726870976646896e+05 5.878446147511743475e+05 5.844139727098587900e+05 5.809807511220817687e+05 5.775449427996785380e+05 5.741065434400297236e+05 5.706655514293526066e+05 5.672219672048279317e+05 5.637757927634600783e+05 5.603270319862540346e+05 5.568756911546156043e+05 5.534217776854500407e+05 5.506943494519691449e+05
1.409679362504220080e+03 5.840232313677784987e+05 5.811995892701942939e+05 5.776810099327985663e+05 5.742495972909630509e+05 5.708156334115702193e+05 5.673791155758460518e+05 5.639400425448670285e+05 5.604984145517174620e+05 5.570542331511375960e+05 5.536075008954652585e+05 5.501582214042834239e+05 5.467064004960663151e+05 5.432520477234006394e+05 5.397951757792880526e+05 5.370654523570692400e+05
1.459679362504220080e+03 5.683495642110804329e+05 5.655242643968403572e+05 5.620037590248780325e+05 5.585703804104306037e+05 5.551344809345415561e+05 5.516960591651462018e+05 5.482551127222079085e+05 5.448116367075130111e+05 5.413656211500891950e+05 5.379170479254837846e+05 5.344658895360367605e+05 5.310121137083979556e+05 5.275556958132350119e+05 5.240966333881435567e+05 5.213651023534242995e+05
1.509679362504220080e+03 5.538017155270839576e+05 5.509743093080446124e+05 5.474511459360268200e+05 5.440152374284729594e+05 5.405768130659703165e+05 5.371358603355762316e+05 5.336923641641756985e+05 5.302463082846507896e+05 5.267976772746844217e+05 5.233464585893982439e+05 5.198926439550210489e+05 5.164362295342748985e+05 5.129772140062563121e+05 5.095155942842418444e+05 5.067820542052432429e+05
1.559679362504220080e+03 5.385164844450698001e+05 5.356910323403559159e+05 5.321723287854898954e+05 5.287387277245944133e+05 5.253026038550069788e+05 5.218639446998990024e+05 5.184227385832430446e+05 5.149789751678943285e+05 5.115326454673240660e+05 5.080837421983007225e+05 5.046322638729016762e+05 5.011782262852625572e+05 4.977216683195324149e+05 4.942625752439428470e+05 4.915308632188681513e+05
1.609679362504220080e+03 5.216403500916017219e+05 5.188094481745205703e+05 5.152820632129852311e+05 5.118418863412963692e+05 5.083991812212893274e+05 5.049539385369766969e+05 5.015061484762697946e+05 4.980557994581118692e+05 4.946028762360335095e+05 4.911473582661333494e+05 4.876892202576381969e+05 4.842284349442041712e+05 4.807649705084736343e+05 4.772987690674344776e+05 4.745614588259473094e+05
