TIME P_Ch0_mesh1 P_Ch0_mesh2 P_Ch0_mesh3 P_Ch0_mesh4 P_Ch0_mesh5 P_Ch0_mesh6 P_Ch0_mesh7 P_Ch0_mesh8 P_Ch0_mesh9 P_Ch0_mesh10 P_Ch0_mesh11 P_Ch0_mesh12 P_Ch0_mesh13 P_Ch0_mesh14 P_Ch0_mesh15 
0.000000000000000000e+00 1.594517866609182023e+07 1.594338732350764424e+07 1.612420265094235539e+07 1.612207197464756854e+07 1.611994131679932028e+07 1.611781067881467380e+07 1.611568006189271808e+07 1.611354946721146815e+07 1.611141889592744969e+07 1.610928834914603457e+07 1.610715782794462331e+07 1.610502733346711099e+07 1.610289686695855111e+07 1.610076642924921587e+07 1.609908520237527788e+07
5.000040000000043960e+01 7.727249063126340508e+06 7.725718654081586748e+06 7.727087029467085376e+06 7.725040636942924932e+06 7.723089222860109061e+06 7.721146891994928010e+06 7.719214172898716293e+06 7.717291581251899712e+06 7.715379624908165075e+06 7.713478804028577171e+06 7.711589611324910074e+06 7.709712532458894886e+06 7.707848046961778775e+06 7.705996628359840252e+06 7.704544781905380078e+06
1.000003999999985922e+02 7.297943202036541887e+06 7.296024082248256542e+06 7.293521366167467088e+06 7.291202909217409790e+06 7.288888980514288880e+06 7.286579086964202113e+06 7.284272696115182713e+06 7.281969252101584338e+06 7.279668154313985258e+06 7.277368894151030108e+06 7.275070561577498913e+06 7.272773897700779140e+06 7.270473541886646301e+06 7.268187967205480672e+06 7.266342348586444743e+06
1.502405034099261059e+02 6.378953467347930185e+06 6.377187305559638888e+06 6.375006038819832727e+06 6.372910185148260556e+06 6.370840940926671959e+06 6.368797425460033119e+06 6.366778617606367916e+06 6.364783472182447091e+06 6.362810904693037271e+06 6.360860014047973789e+06 6.358929122945107520e+06 6.357020297424758784e+06 6.355119194393514656e+06 6.353282834114593454e+06 6.351689105550297536e+06
2.004200391960640388e+02 4.488838033026656136e+06 4.487220467370578088e+06 4.485242414711777121e+06 4.483375246619159356e+06 4.481557103955714032e+06 4.479785665288197808e+06 4.478058301239385270e+06 4.476372422219211236e+06 4.474725086121012457e+06 4.473115382019253448e+06 4.471537165004837327e+06 4.470000417078123428e+06 4.468465965523000807e+06 4.467032400053134188e+06 4.465707338542667218e+06
2.553043625042201370e+02 1.372781429214342963e+06 1.372756998578305822e+06 1.372728973636625567e+06 1.372685906333770836e+06 1.372653440576673485e+06 1.372620874197179452e+06 1.372587818046456669e+06 1.372554530079789925e+06 1.372521090153759811e+06 1.372487520157394232e+06 1.372453892001890810e+06 1.372420282272817334e+06 1.372386795505125541e+06 1.372353596919449279e+06 1.372327800247415435e+06
3.053043625042201370e+02 1.008983445696404902e+06 1.006279442702345899e+06 1.002965932026286609e+06 9.996827920055344002e+05 9.963984211952192709e+05 9.931128589315509889e+05 9.898264250501700444e+05 9.865396355092455633e+05 9.832530605409437558e+05 9.799668247295642504e+05 9.766789064116559457e+05 9.746996584385070018e+05 9.743688284533029655e+05 9.743321050300800707e+05 9.743074206576873548e+05
3.553043625042201370e+02 9.523419395974188810e+05 9.496018466918360209e+05 9.461991122699248372e+05 9.428692928524941672e+05 9.395373733703562757e+05 9.362035629254763480e+05 9.328680528098576469e+05 9.295309621238587424e+05 9.261923137044138275e+05 9.228520701238065958e+05 9.195102237573147286e+05 9.161671021336138947e+05 9.128226999092338374e+05 9.100941252222353360e+05 9.086733770754453726e+05
4.053043625042201370e+02 9.533481548041860806e+05 9.505995584148871712e+05 9.471937173798040021e+05 9.438562968713598093e+05 9.405179601958759595e+05 9.371787009459170513e+05 9.338384360635543708e+05 9.304969427640455542e+05 9.271538027367506875e+05 9.238083724031951278e+05 9.204597869733519619e+05 9.171070831611931790e+05 9.137494353928115452e+05 9.103864227221179754e+05 9.077289084645170951e+05
4.553043625042201370e+02 1.074478963242437458e+06 1.071764863271011272e+06 1.068377005441022106e+06 1.065070549123476259e+06 1.061759789996635634e+06 1.058445210219685221e+06 1.055126830011921003e+06 1.051804487955384422e+06 1.048477997693591635e+06 1.045147230400442611e+06 1.041812142445523175e+06 1.038472807713112677e+06 1.035129457985779969e+06 1.031782384974346263e+06 1.029138405711229425e+06
5.053043625042201370e+02 1.090462881421959260e+06 1.087712368321107468e+06 1.084285844877710799e+06 1.080940919121660059e+06 1.077592095820938237e+06 1.074239293703547912e+06 1.070882435958463233e+06 1.067521468711180845e+06 1.064156383773199050e+06 1.060787251464675646e+06 1.057414241435695207e+06 1.054037662028323393e+06 1.050657989165683975e+06 1.047275820828070049e+06 1.044605426683987724e+06
5.553043625042200802e+02 1.087737349361830391e+06 1.084976976163720014e+06 1.081538781899358146e+06 1.078182328996513737e+06 1.074822422084483784e+06 1.071459216958296485e+06 1.068092909052644391e+06 1.064723721677738475e+06 1.061351890505452873e+06 1.057977646386496956e+06 1.054601188606892712e+06 1.051222677167316666e+06 1.047842246769331978e+06 1.044460020622310927e+06 1.041789760173609247e+06
6.053043625042200802e+02 1.081061543782340130e+06 1.078294354205282638e+06 1.074848512515879702e+06 1.071485570117388619e+06 1.068120234336487949e+06 1.064752631276095985e+06 1.061382868350547738e+06 1.058011032991553890e+06 1.054637194857434370e+06 1.051261410444808658e+06 1.047883720998012694e+06 1.044504157592485659e+06 1.041122753752947901e+06 1.037739552578357165e+06 1.035068482731536147e+06
6.553043625042200802e+02 1.071702478104574839e+06 1.068932195447235135e+06 1.065482904831533786e+06 1.062117090523938881e+06 1.058749260423342930e+06 1.055379455503165023e+06 1.052007709052233724e+06 1.048634048113597790e+06 1.045258495488774730e+06 1.041881072126717074e+06 1.038501794034141349e+06 1.035120673717383994e+06 1.031737726960553904e+06 1.028352975578368641e+06 1.025680661338921869e+06
7.053043625042200802e+02 1.061419160889568739e+06 1.058646808074230561e+06 1.055194996283526998e+06 1.051826946023714961e+06 1.048456994359074160e+06 1.045085157583165797e+06 1.041711448904775665e+06 1.038335878942699754e+06 1.034958456758738961e+06 1.031579191430461360e+06 1.028198089629867347e+06 1.024815156522895559e+06 1.021430400586862466e+06 1.018043835242153960e+06 1.015370081682064105e+06
7.584293625042200802e+02 1.045698813684375957e+06 1.042924422937450116e+06 1.039468673439500271e+06 1.036098265261118999e+06 1.032726009101064643e+06 1.029351912000682787e+06 1.025975979488506215e+06 1.022598215697229723e+06 1.019218623857646598e+06 1.015837207233638968e+06 1.012453966092143091e+06 1.009068896994027193e+06 1.005681995040826732e+06 1.002293252307760413e+06 9.996177388706208440e+05
