TIME P_Ch0_mesh1 P_Ch0_mesh2 P_Ch0_mesh3 P_Ch0_mesh4 P_Ch0_mesh5 P_Ch0_mesh6 P_Ch0_mesh7 P_Ch0_mesh8 P_Ch0_mesh9 P_Ch0_mesh10 P_Ch0_mesh11 P_Ch0_mesh12 P_Ch0_mesh13 P_Ch0_mesh14 P_Ch0_mesh15 
0.000000000000000000e+00 1.594517866609182023e+07 1.594338732350764424e+07 1.612420265094235539e+07 1.612207197464756854e+07 1.611994131679932028e+07 1.611781067881467380e+07 1.611568006189271808e+07 1.611354946721146815e+07 1.611141889592744969e+07 1.610928834914603457e+07 1.610715782794462331e+07 1.610502733346711099e+07 1.610289686695855111e+07 1.610076642924921587e+07 1.609908520237527788e+07
5.000040000000043960e+01 7.730189489170069806e+06 7.728686661361707374e+06 7.730052288317957893e+06 7.728023742800438777e+06 7.726091052471549250e+06 7.724165694288725033e+06 7.722248131892981939e+06 7.720339005191116594e+06 7.718438944582395256e+06 7.716548568148192950e+06 7.714668480174108408e+06 7.712799270677778870e+06 7.710941515124592930e+06 7.709095774996269494e+06 7.707647745353511535e+06
1.000003999999985922e+02 7.297537989703672938e+06 7.295623429127700627e+06 7.293163467701904476e+06 7.290847778547721915e+06 7.288536498363599181e+06 7.286229481073961593e+06 7.283926344953527674e+06 7.281626604050134309e+06 7.279329683851762675e+06 7.277035102689773776e+06 7.274741878879074007e+06 7.272450920301558450e+06 7.270156138625748456e+06 7.267878050653172657e+06 7.266037042970930226e+06
1.502405034099261059e+02 6.357194196160844527e+06 6.355432276919250377e+06 6.353259001798682846e+06 6.351172937152905390e+06 6.349113649768100120e+06 6.347080341807837598e+06 6.345072274234301411e+06 6.343088654431101866e+06 6.341128560814968310e+06 6.339191186973164789e+06 6.337274752784163691e+06 6.335381511734833010e+06 6.333496157171892002e+06 6.331677480148278177e+06 6.330096744094394147e+06
2.004200391960640388e+02 4.454580656680773944e+06 4.452964852030448616e+06 4.450984958281179890e+06 4.449111000450833701e+06 4.447280498304554261e+06 4.445491904902135953e+06 4.443743776677198708e+06 4.442034764885464683e+06 4.440363054811341688e+06 4.438728822913952172e+06 4.437126290430885740e+06 4.435566387682158500e+06 4.434009757494173013e+06 4.432560430054713041e+06 4.431224706231509335e+06
2.553043625042201370e+02 1.310428368032636121e+06 1.309657485173348337e+06 1.309151042699894169e+06 1.307980885284158401e+06 1.306783568047869951e+06 1.305573266624374082e+06 1.304343774460205343e+06 1.303061416684978409e+06 1.301685197398517048e+06 1.300203893072057050e+06 1.298717851429535542e+06 1.297275890986537794e+06 1.295354932116392534e+06 1.293360148526883684e+06 1.292630724905882031e+06
3.053043625042201370e+02 8.873102981320156250e+05 8.848178075662441552e+05 8.818251186907365918e+05 8.788899304675525054e+05 8.759883876242573606e+05 8.730983067799067358e+05 8.702208136539327679e+05 8.672185087298135040e+05 8.639929827646230115e+05 8.606911767905864399e+05 8.573867259380512405e+05 8.540789734924474033e+05 8.515480504490952007e+05 8.505458588196180062e+05 8.504896488085102756e+05
3.553043625042201370e+02 9.684028739194181981e+05 9.656621636919679586e+05 9.622800965583174257e+05 9.589514596483366331e+05 9.556215747238639742e+05 9.522905154550346779e+05 9.489583220297573134e+05 9.456249911479364382e+05 9.422904767580470070e+05 9.389547017616111552e+05 9.356174976154434262e+05 9.322783627878200496e+05 9.289365559019292705e+05 9.255912980547425104e+05 9.229484982932184357e+05
4.053043625042201370e+02 9.819621513785733841e+05 9.792086920651760884e+05 9.757797315256880829e+05 9.724359082420764025e+05 9.690905358800927643e+05 9.657432648543748073e+05 9.623936632783951936e+05 9.590412250654362142e+05 9.556854140358233126e+05 9.523257676940520760e+05 9.489619480658252724e+05 9.455935003753638593e+05 9.422200195475131040e+05 9.388414270212840056e+05 9.361717165653855773e+05
4.553043625042201370e+02 1.070569836250644643e+06 1.067819131142702885e+06 1.064387482684904709e+06 1.061040413145035272e+06 1.057689683936690679e+06 1.054335293733788189e+06 1.050977065415679943e+06 1.047614814629599219e+06 1.044248432537925546e+06 1.040877959614924039e+06 1.037503595178894582e+06 1.034125383840334136e+06 1.030743186966565205e+06 1.027356911054221797e+06 1.024681776394606452e+06
