TIME P_Ch0_mesh1 P_Ch0_mesh2 P_Ch0_mesh3 P_Ch0_mesh4 P_Ch0_mesh5 P_Ch0_mesh6 P_Ch0_mesh7 P_Ch0_mesh8 P_Ch0_mesh9 P_Ch0_mesh10 P_Ch0_mesh11 P_Ch0_mesh12 P_Ch0_mesh13 P_Ch0_mesh14 P_Ch0_mesh15 
0.000000000000000000e+00 1.594517866609182023e+07 1.594338732350764424e+07 1.612420265094235539e+07 1.612207197464756854e+07 1.611994131679932028e+07 1.611781067881467380e+07 1.611568006189271808e+07 1.611354946721146815e+07 1.611141889592744969e+07 1.610928834914603457e+07 1.610715782794462331e+07 1.610502733346711099e+07 1.610289686695855111e+07 1.610076642924921587e+07 1.609908520237527788e+07
5.000040000000043960e+01 7.696915960519403219e+06 7.695815459870627150e+06 7.696371471911699511e+06 7.694712953695712611e+06 7.693208169064938091e+06 7.691722484503136948e+06 7.690243565463955514e+06 7.688770051891303621e+06 7.687301867873575538e+06 7.685839097059695050e+06 7.684381851911714301e+06 7.682930259217118844e+06 7.681484460141150281e+06 7.680044612921669148e+06 7.678912455665973946e+06
1.000003999999985922e+02 7.144985635781268589e+06 7.143047291888429783e+06 7.140501864964937791e+06 7.138169479208881035e+06 7.135845964030497707e+06 7.133531037150884978e+06 7.131224500356369652e+06 7.128926235654749908e+06 7.126636158452644944e+06 7.124354352932029404e+06 7.122080485813706182e+06 7.119816092354948632e+06 7.117555345064084977e+06 7.115322935705778189e+06 7.113509532808930613e+06
1.502405034099261059e+02 5.574707440400627442e+06 5.573118506363104098e+06 5.571162201868726872e+06 5.569304280300329439e+06 5.567480404305156320e+06 5.565688558103078976e+06 5.563926991192274727e+06 5.562194201296324842e+06 5.560488653169346042e+06 5.558809623906930909e+06 5.557153914630820975e+06 5.555527633156867698e+06 5.553904740060253069e+06 5.552368852143648081e+06 5.550993841530369595e+06
2.004200391960640388e+02 2.408521330418546218e+06 2.407643603897551075e+06 2.406469554713950958e+06 2.405469537246441934e+06 2.404501863071791828e+06 2.403563091529557481e+06 2.402652372386245988e+06 2.401765154143490829e+06 2.400905352616732474e+06 2.400060416009579320e+06 2.399248394381534308e+06 2.398431536206899676e+06 2.397671814531334676e+06 2.396856465612620115e+06 2.396321871587931179e+06
2.553043625042201370e+02 8.868080075821382925e+05 8.840914351664076094e+05 8.807502135260938667e+05 8.774889889251212589e+05 8.742115958626967622e+05 8.709103800432555145e+05 8.676105569760919316e+05 8.643110953783297446e+05 8.610106154574705288e+05 8.577077030805504182e+05 8.552240962988019455e+05 8.542186162449198309e+05 8.541686669262633659e+05 8.541439389147809707e+05 8.541247629852280952e+05
3.053043625042201370e+02 8.023920175971095450e+05 7.997734736069447827e+05 7.965117851636743871e+05 7.932685641529038548e+05 7.900040232942254515e+05 7.867088104706327431e+05 7.833885038737250725e+05 7.800612737882619258e+05 7.767324742928041378e+05 7.734022072119698860e+05 7.700704320823565358e+05 7.667372825989268022e+05 7.634008796334334183e+05 7.612657790930496994e+05 7.607361298853039043e+05
3.553043625042201370e+02 8.356405557370370952e+05 8.328812690068181837e+05 8.294827680243628565e+05 8.261325656490346882e+05 8.227814601456760429e+05 8.194293429866691586e+05 8.160760869528201874e+05 8.127215779180928366e+05 8.093657403630590998e+05 8.060085066307241796e+05 8.026496889894406777e+05 7.992889639028086094e+05 7.959258584645726951e+05 7.925596755041318247e+05 7.899005854227971286e+05
4.053043625042201370e+02 9.591262684866391355e+05 9.563310821470215451e+05 9.528409682750507491e+05 9.494432148954974255e+05 9.460426826545979129e+05 9.426390222993439529e+05 9.392318748794978019e+05 9.358209192049189005e+05 9.324059314882140607e+05 9.289867595568186371e+05 9.255631202148100128e+05 9.221347355631865794e+05 9.187015970726985252e+05 9.152640853482251987e+05 9.125489630498311017e+05
4.553043625042201370e+02 9.806956923215891002e+05 9.779357421275512315e+05 9.744975488763843896e+05 9.711421156785449712e+05 9.677831074430748122e+05 9.644203457413722062e+05 9.610536945542600006e+05 9.576830782144849654e+05 9.543085099203876453e+05 9.509300824401606806e+05 9.475478960889411392e+05 9.441621554782220628e+05 9.407732548326898832e+05 9.373817147064589662e+05 9.347038276699235430e+05
5.053043625042201370e+02 9.706376131218257360e+05 9.678688438778279815e+05 9.644204419074102771e+05 9.610540388497629901e+05 9.576842713931743056e+05 9.543112745398664847e+05 9.509352269347277470e+05 9.475563402047116542e+05 9.441748489674986340e+05 9.407909795618632343e+05 9.374048885071628029e+05 9.340166889593489468e+05 9.306264916289260145e+05 9.272343984634020599e+05 9.245562844172418118e+05
5.553043625042200802e+02 9.631329672238767380e+05 9.603572704180965666e+05 9.569010302045660792e+05 9.535278467371589504e+05 9.501522860964633292e+05 9.467744587431276450e+05 9.433944611414707033e+05 9.400123758286441443e+05 9.366282770617648493e+05 9.332422273155978182e+05 9.298542549892545212e+05 9.264643785710621160e+05 9.230726339204935357e+05 9.196790676329912385e+05 9.169998098859973252e+05
6.053043625042200802e+02 9.554406211805464700e+05 9.526615477137815906e+05 9.492014377852542093e+05 9.458249918602997204e+05 9.424465405846280046e+05 9.390661222429684130e+05 9.356837705296139466e+05 9.322995159606413217e+05 9.289133892910520080e+05 9.255254183575292118e+05 9.221356123295110883e+05 9.187439754148497013e+05 9.153505236194635509e+05 9.119552799426560523e+05 9.092747003871632041e+05
6.553043625042200802e+02 9.473541357984641800e+05 9.445728934909495292e+05 9.411101151624600170e+05 9.377313164576865966e+05 9.343506385481728939e+05 9.309680998718854971e+05 9.275837173812943511e+05 9.241975069964232389e+05 9.208094855801125523e+05 9.174196686296836706e+05 9.140280590561205754e+05 9.106346561441110680e+05 9.072394669631271390e+05 9.038425026487078285e+05 9.011605670379557414e+05
7.084293625042200802e+02 9.375753273702326696e+05 9.347920910825374303e+05 9.313268080541309901e+05 9.279457370267948136e+05 9.245628561356051359e+05 9.211781739494475769e+05 9.177916982575592119e+05 9.144034361754201818e+05 9.110133954372132430e+05 9.076215827759271488e+05 9.042279957584132208e+05 9.008326292294596788e+05 8.974354838250987232e+05 8.940365631962589687e+05 8.913530779743945459e+05
7.596793625042200802e+02 9.235690130232167430e+05 9.207838727393555455e+05 9.173141043479113141e+05 9.139307860386380926e+05 9.105456907210577046e+05 9.071588209587903693e+05 9.037701790081296349e+05 9.003797667811185820e+05 8.969875871392572299e+05 8.935936428005389171e+05 8.901979279785056133e+05 8.868004329271200113e+05 8.834011508081577485e+05 8.800000722377069760e+05 8.773148517575395526e+05
8.096793625042200802e+02 8.904237901179875480e+05 8.876383447295711376e+05 8.841699447323642671e+05 8.807862934289985569e+05 8.774008724632591475e+05 8.740136736658291193e+05 8.706246845236773370e+05 8.672338871419251664e+05 8.638412590486470144e+05 8.604467738498399267e+05 8.570503990780438762e+05 8.536521040822068462e+05 8.502518671403166372e+05 8.468496703627507668e+05 8.441634563722573221e+05
8.596793625042200802e+02 8.453332939382471377e+05 8.425577432476615068e+05 8.390872240374718094e+05 8.357031260247626342e+05 8.323171936423176667e+05 8.289294040259247413e+05 8.255397334568480728e+05 8.221481572518575704e+05 8.187546496077384800e+05 8.153591775667617330e+05 8.119616787565990817e+05 8.085620285414565587e+05 8.051599651252970798e+05 8.017549462222863222e+05 7.990652431025727419e+05
9.096793625042200802e+02 8.069857767236402724e+05 8.042713294742029393e+05 8.008406188728405396e+05 7.974678295535912039e+05 7.940808055878063897e+05 7.906907226204778999e+05 7.872982815446793102e+05 7.839032553219326073e+05 7.805053675026334822e+05 7.771043162180073559e+05 7.736998192797282245e+05 7.702916854449255625e+05 7.668798818000082392e+05 7.634645533754350618e+05 7.607670906390637392e+05
