TIME P_Ch0_mesh1 P_Ch0_mesh2 P_Ch0_mesh3 P_Ch0_mesh4 P_Ch0_mesh5 P_Ch0_mesh6 P_Ch0_mesh7 P_Ch0_mesh8 P_Ch0_mesh9 P_Ch0_mesh10 P_Ch0_mesh11 P_Ch0_mesh12 P_Ch0_mesh13 P_Ch0_mesh14 P_Ch0_mesh15 
0.000000000000000000e+00 1.594517866609182023e+07 1.594338732350764424e+07 1.612420265094235539e+07 1.612207197464756854e+07 1.611994131679932028e+07 1.611781067881467380e+07 1.611568006189271808e+07 1.611354946721146815e+07 1.611141889592744969e+07 1.610928834914603457e+07 1.610715782794462331e+07 1.610502733346711099e+07 1.610289686695855111e+07 1.610076642924921587e+07 1.609908520237527788e+07
5.000040000000043960e+01 7.816939219877820462e+06 7.815299322466101497e+06 7.818379480544427410e+06 7.816258504485808313e+06 7.814210123912262730e+06 7.812166769023383968e+06 7.810126820368747227e+06 7.808090137815911323e+06 7.806056591749835759e+06 7.804026055005065165e+06 7.801998402598589659e+06 7.799973511432927102e+06 7.797951261681981385e+06 7.795931548142845742e+06 7.794339342132395133e+06
1.000003999999985922e+02 7.465251839308311231e+06 7.463230121290827170e+06 7.460660911226163618e+06 7.458215188482932746e+06 7.455770268644982018e+06 7.453325414010316133e+06 7.450880180874105543e+06 7.448434444064970128e+06 7.445987940044588409e+06 7.443540905998246744e+06 7.441091766168496571e+06 7.438642254512505606e+06 7.436184483696930110e+06 7.433738128411036916e+06 7.431761192041551694e+06
1.502405034099261059e+02 7.064018223009914160e+06 7.062085204063277692e+06 7.059690057701968588e+06 7.057375738914324902e+06 7.055074243311088532e+06 7.052783773728302680e+06 7.050502611022651196e+06 7.048229610588264652e+06 7.045962837707994506e+06 7.043702781965670176e+06 7.041445004028930329e+06 7.039197739205540158e+06 7.036939440492373891e+06 7.034727643985446543e+06 7.032907659017701633e+06
2.004200391960640388e+02 5.975585735610123724e+06 5.973826801557464525e+06 5.971663137233544141e+06 5.969603230720946565e+06 5.967581204152815975e+06 5.965595035126986913e+06 5.963642348658461124e+06 5.961720592366606928e+06 5.959827141034574248e+06 5.957959842836425640e+06 5.956115503840943798e+06 5.954296582547343336e+06 5.952484625377824530e+06 5.950745120915275067e+06 5.949207918521967717e+06
2.534293625042201370e+02 3.930210423831550870e+06 3.928863861220385879e+06 3.927233270931079052e+06 3.925672102529294789e+06 3.924138327402149793e+06 3.922627137946280651e+06 3.921135336723651737e+06 3.919661126860765740e+06 3.918203326998572331e+06 3.916762687638459262e+06 3.915334645137012936e+06 3.913929764996472746e+06 3.912517037494931836e+06 3.911178409071708564e+06 3.909997606517317239e+06
3.034293625042201370e+02 1.498570589395759627e+06 1.497179252833365696e+06 1.495485128462957218e+06 1.493764693427134305e+06 1.492022890514302067e+06 1.490250712244596332e+06 1.488444974983865162e+06 1.486601726404833375e+06 1.484712623255100101e+06 1.482767219103746116e+06 1.480752682737780502e+06 1.478650834446406225e+06 1.476433577664990211e+06 1.474125415608063340e+06 1.472691713368215598e+06
3.534293625042201370e+02 1.017479511022376595e+06 1.014815102710142848e+06 1.011536748445629491e+06 1.008347790161322104e+06 1.005191571355106891e+06 1.002061100914452691e+06 9.989494885971945478e+05 9.958496941773863509e+05 9.927569157645504456e+05 9.896612483736979775e+05 9.865672575550015317e+05 9.834353619889663532e+05 9.802025395532459952e+05 9.769172249484102940e+05 9.746277925840695389e+05
4.034293625042201370e+02 1.025635083865158260e+06 1.022897351167986169e+06 1.019526091397075681e+06 1.016197931433780584e+06 1.012866983255844796e+06 1.009533635210615932e+06 1.006198372122731293e+06 1.002861778502353467e+06 9.995245230630927254e+05 9.961873219036491355e+05 9.928508102038488723e+05 9.895152697150177555e+05 9.861802759994920343e+05 9.828444781581201823e+05 9.802102078946006950e+05
4.534293625042201370e+02 1.137641873088843422e+06 1.134895643114687409e+06 1.131476528132116655e+06 1.128140036519411486e+06 1.124800948066474637e+06 1.121458814215752995e+06 1.118113193907464622e+06 1.114763674765888136e+06 1.111409886778794229e+06 1.108051538810082478e+06 1.104688460253824946e+06 1.101320643351079896e+06 1.097948310412650928e+06 1.094571983876535436e+06 1.091905263328001834e+06
5.034293625042201370e+02 1.209201469581690850e+06 1.206461882587400498e+06 1.203048182036087383e+06 1.199716522563374601e+06 1.196381199426630279e+06 1.193042182156326948e+06 1.189699421050704084e+06 1.186352883568969322e+06 1.183002537521224236e+06 1.179648320555803599e+06 1.176290112602793612e+06 1.172927757745170034e+06 1.169561205178841949e+06 1.166190754425212508e+06 1.163528749091554899e+06
5.534293625042200802e+02 1.232906590634162072e+06 1.230159361825132975e+06 1.226737066379729193e+06 1.223396656603857176e+06 1.220052690133968601e+06 1.216705176660932368e+06 1.213354164156354032e+06 1.209999753315090900e+06 1.206642105662648333e+06 1.203281447223156923e+06 1.199918055148385232e+06 1.196552224279597402e+06 1.193184230641638162e+06 1.189814314979544608e+06 1.187153735258171102e+06
6.034293625042200802e+02 1.237977986880132230e+06 1.235223860330466880e+06 1.231793581772420555e+06 1.228445828376309481e+06 1.225095303329843329e+06 1.221742165217697388e+06 1.218386578256346518e+06 1.215028701367421774e+06 1.211668676835064543e+06 1.208306624007557519e+06 1.204942636236676015e+06 1.201576780226686737e+06 1.198209101206389721e+06 1.194839638254227582e+06 1.192179412842858350e+06
