TIME P_Ch0_mesh1 P_Ch0_mesh2 P_Ch0_mesh3 P_Ch0_mesh4 P_Ch0_mesh5 P_Ch0_mesh6 P_Ch0_mesh7 P_Ch0_mesh8 P_Ch0_mesh9 P_Ch0_mesh10 P_Ch0_mesh11 P_Ch0_mesh12 P_Ch0_mesh13 P_Ch0_mesh14 P_Ch0_mesh15 
0.000000000000000000e+00 1.594517866609182023e+07 1.594338732350764424e+07 1.612420265094235539e+07 1.612207197464756854e+07 1.611994131679932028e+07 1.611781067881467380e+07 1.611568006189271808e+07 1.611354946721146815e+07 1.611141889592744969e+07 1.610928834914603457e+07 1.610715782794462331e+07 1.610502733346711099e+07 1.610289686695855111e+07 1.610076642924921587e+07 1.609908520237527788e+07
5.000040000000043960e+01 7.477917737846938893e+06 7.476205363365837373e+06 7.474226194270027801e+06 7.472514713526122272e+06 7.470989470299368724e+06 7.469590639200041071e+06 7.468252530660293996e+06 7.466921424556160346e+06 7.465567241375295445e+06 7.464183865636742674e+06 7.462779193254384212e+06 7.461364509297403507e+06 7.459946518770650029e+06 7.458549924808292650e+06 7.457359541565805674e+06
1.000003999999985922e+02 5.870538889429341070e+06 5.869018600030466914e+06 5.867138420850851573e+06 5.865338537807331420e+06 5.863564332016909495e+06 5.861815424563786946e+06 5.860090870609973557e+06 5.858389540452184156e+06 5.856710119240858592e+06 5.855052103996904567e+06 5.853412471076588146e+06 5.851797282179174013e+06 5.850182040945762768e+06 5.848645353343411349e+06 5.847274278267076239e+06
1.502405034099261059e+02 1.336060214249551529e+06 1.335994656746399589e+06 1.335807973241144558e+06 1.334174649786907015e+06 1.332261982622481417e+06 1.331887572059869301e+06 1.331728345684867585e+06 1.331583427236835705e+06 1.331441478972246870e+06 1.331303540548822377e+06 1.331171538389047375e+06 1.331045151044747327e+06 1.330922910664995667e+06 1.330804479520756286e+06 1.330713739116878249e+06
2.004200391960640388e+02 7.104834012720433529e+05 7.087235992976337438e+05 7.066361101818507304e+05 7.046160241162457969e+05 7.026522677391759353e+05 7.007411856362454128e+05 6.988736838730442105e+05 6.970407045114119537e+05 6.952330895964013180e+05 6.934608891839843709e+05 6.916489974732695846e+05 6.901414624153088080e+05 6.896210137472412316e+05 6.895825221329121850e+05 6.895632334027283359e+05
2.553043625042201370e+02 7.209708281695726328e+05 7.182092999740467640e+05 7.147823316643298604e+05 7.114250743016402703e+05 7.080666543805638794e+05 7.047073821890623076e+05 7.013476759078052128e+05 6.979880106238954468e+05 6.946288826420215191e+05 6.912694092295560986e+05 6.881099013941474259e+05 6.863855474900406552e+05 6.862816988237182377e+05 6.862583943141641794e+05 6.862420466263286071e+05
3.053043625042201370e+02 7.100056109294092748e+05 7.072173940841254080e+05 7.037754286212299485e+05 7.003885945874248864e+05 6.970002446030415595e+05 6.936105066829217831e+05 6.902194809319344349e+05 6.868271981363247614e+05 6.834335895622804528e+05 6.800384814537778730e+05 6.766416211877943715e+05 6.732428359645718010e+05 6.698422487260097405e+05 6.675020253875572234e+05 6.668180818125458900e+05
3.553043625042201370e+02 7.237626324046103982e+05 7.210101010784279788e+05 7.176441461980022723e+05 7.143001089640157297e+05 7.109545994883986423e+05 7.076076690698774764e+05 7.042592915740909521e+05 7.009094155088313855e+05 6.975579896281657275e+05 6.942049714219708694e+05 6.908503265926784370e+05 6.874940962430050131e+05 6.841368474869135534e+05 6.807812550505277468e+05 6.781304403000366874e+05
4.053043625042201370e+02 7.813610498492886545e+05 7.782243285052926512e+05 7.739678069542947924e+05 7.701467315741080092e+05 7.663203895732889650e+05 7.624896971629098989e+05 7.586552206010839436e+05 7.548173614721037447e+05 7.509764334623640170e+05 7.471326807245012606e+05 7.432862466211686842e+05 7.394372618637711275e+05 7.355858817952373065e+05 7.317318011802446563e+05 7.286874523690643255e+05
4.553043625042201370e+02 7.388324006722455379e+05 7.361497747399394866e+05 7.328750222032410093e+05 7.296080480941873975e+05 7.263365521212246967e+05 7.230609407404833473e+05 7.197814022665254306e+05 7.164980118317378219e+05 7.132107783440877683e+05 7.099196777006241027e+05 7.066246872666548006e+05 7.033258178731948137e+05 7.000231224694839912e+05 6.967167031834676163e+05 6.941050962283650879e+05
