TIME P_Ch2_mesh1 P_Ch2_mesh2 P_Ch2_mesh3 P_Ch2_mesh4 P_Ch2_mesh5 P_Ch2_mesh6 P_Ch2_mesh7 P_Ch2_mesh8 P_Ch2_mesh9 P_Ch2_mesh10 P_Ch2_mesh11 P_Ch2_mesh12 P_Ch2_mesh13 P_Ch2_mesh14 P_Ch2_mesh15 
0.000000000000000000e+00 1.594255679526262358e+07 1.593437625844664499e+07 1.591668798961580172e+07 1.589745164463286474e+07 1.588957632519221678e+07 1.587061460808708332e+07 1.585153103422766738e+07 1.583184555731043406e+07 1.582393095674367622e+07 1.580450005736433901e+07 1.578493708401774243e+07 1.576474286853465810e+07 1.575676768026951700e+07 1.573633489892114885e+07 1.572391613201002777e+07
5.000040000000043960e+01 7.784832560111890547e+06 7.782935310564738698e+06 7.780342683232141659e+06 7.777768157263652422e+06 7.775542927138461731e+06 7.773060737466513179e+06 7.770611797507565469e+06 7.768174427499899641e+06 7.766113978200903162e+06 7.763739870554165915e+06 7.761389379789680243e+06 7.759040523043019697e+06 7.757108095549567603e+06 7.754746591392724775e+06 7.753069425093534403e+06
1.000003999999985922e+02 7.440104021812810563e+06 7.438039770851560868e+06 7.435987725353437476e+06 7.434532507008237764e+06 7.433210641962457448e+06 7.432011820919814520e+06 7.430913354751084000e+06 7.429882670081410557e+06 7.428848539299670607e+06 7.427846046461390331e+06 7.426904893214100972e+06 7.426006135337668471e+06 7.425145637057533488e+06 7.424075474572645500e+06 7.423219582658187486e+06
1.502405034099261059e+02 6.879080994041723199e+06 6.877151026743018068e+06 6.874776100251237862e+06 6.872813007646310143e+06 6.871132401225605980e+06 6.869673217140623368e+06 6.868374644255545922e+06 6.867213900010718964e+06 6.866131150601521134e+06 6.865104966421936639e+06 6.864158597175385803e+06 6.863266149682894349e+06 6.862507866151049733e+06 6.861537525310414843e+06 6.860786722974639386e+06
2.004200391960640388e+02 5.362107667370891199e+06 5.360400469892914407e+06 5.358239069094532169e+06 5.356409254677990451e+06 5.354789959285757504e+06 5.353324341088414192e+06 5.352002020842807367e+06 5.350797882996700704e+06 5.349708867836375721e+06 5.348615831573755480e+06 5.347783636615071446e+06 5.347520397525401786e+06 5.347416698741206899e+06 5.347309319760371931e+06 5.347227658569525927e+06
2.521052693923667221e+02 2.640930990337026771e+06 2.639654557100729551e+06 2.637920183702430222e+06 2.636537476551475469e+06 2.635317820509367157e+06 2.634277222595965490e+06 2.633242513133408036e+06 2.632524628174697980e+06 2.632410997064582072e+06 2.632342467551838141e+06 2.632273744310493581e+06 2.632203830453185830e+06 2.632147217192325741e+06 2.632078136080673430e+06 2.632032805507967714e+06
3.021052693923667221e+02 1.058949554076426895e+06 1.056363902560843853e+06 1.053062243266626261e+06 1.050052029970222153e+06 1.047660842072692816e+06 1.045760022424539900e+06 1.044210809599219356e+06 1.042874543524040491e+06 1.041787711412402219e+06 1.040822539275754127e+06 1.040275807901558117e+06 1.040163344490012038e+06 1.040093046580058872e+06 1.039967862787422724e+06 1.039900379193230532e+06
3.521052693923667221e+02 8.827612889255005866e+05 8.800233360339684878e+05 8.766029290750280488e+05 8.732803581415761728e+05 8.699971130280673970e+05 8.670187819122278597e+05 8.645774148550466634e+05 8.625560704815733479e+05 8.608278629678291036e+05 8.592849166343011893e+05 8.579219356759381481e+05 8.566630761975510977e+05 8.556202945527407574e+05 8.543941022790932329e+05 8.534751132626916515e+05
4.021052693923667221e+02 9.942220893303616904e+05 9.914396414324409561e+05 9.880233238259967184e+05 9.847089968566412572e+05 9.814457457362867426e+05 9.784135847361917840e+05 9.757782547685808968e+05 9.734774878132543527e+05 9.714297917934108991e+05 9.695311684747022809e+05 9.677732728614910739e+05 9.661156290449413937e+05 9.646220255392293911e+05 9.629683202786664478e+05 9.616980800256155198e+05
4.521052693923667221e+02 9.861525639112237841e+05 9.834108867648324231e+05 9.800095385808071587e+05 9.767164398099308601e+05 9.735657460484213661e+05 9.707593057441134006e+05 9.683349488353646593e+05 9.662045419602901675e+05 9.642966334914992331e+05 9.625451804582102923e+05 9.609544185125855729e+05 9.594721296213377500e+05 9.581803733472754247e+05 9.567711472697346471e+05 9.556541542337912833e+05
5.021052693923667221e+02 1.072586903874783544e+06 1.069859392119776690e+06 1.066469677838066360e+06 1.063195353295380948e+06 1.060147025111028459e+06 1.057516243333466351e+06 1.055253868842266733e+06 1.053270367420935538e+06 1.051495267522775335e+06 1.049864687954311958e+06 1.048390621784902178e+06 1.047010256915135426e+06 1.045824328197098919e+06 1.044510619028196670e+06 1.043460681840414880e+06
5.521052693923667221e+02 1.095960708872485673e+06 1.093237697784888558e+06 1.089853108907686546e+06 1.086582183785022469e+06 1.083529208716986934e+06 1.080887881838758942e+06 1.078618771493627690e+06 1.076631084569224855e+06 1.074852929761774139e+06 1.073220161353065399e+06 1.071743739184319042e+06 1.070361921485886909e+06 1.069172999582356540e+06 1.067857049294969765e+06 1.066805849774245406e+06
6.021052693923667221e+02 1.100513264083276503e+06 1.097793041642301250e+06 1.094411845201722579e+06 1.091143535201864317e+06 1.088097365649869200e+06 1.085463654206441715e+06 1.083196889784574741e+06 1.081208289148963522e+06 1.079426962937387172e+06 1.077789775019211462e+06 1.076307739712768700e+06 1.074920329331518151e+06 1.073724359419669025e+06 1.072401612880599452e+06 1.071344817790031899e+06
