TIME P_Ch2_mesh1 P_Ch2_mesh2 P_Ch2_mesh3 P_Ch2_mesh4 P_Ch2_mesh5 P_Ch2_mesh6 P_Ch2_mesh7 P_Ch2_mesh8 P_Ch2_mesh9 P_Ch2_mesh10 P_Ch2_mesh11 P_Ch2_mesh12 P_Ch2_mesh13 P_Ch2_mesh14 P_Ch2_mesh15 
0.000000000000000000e+00 1.594255679526262358e+07 1.593437625844664499e+07 1.591668798961580172e+07 1.589745164463286474e+07 1.588957632519221678e+07 1.587061460808708332e+07 1.585153103422766738e+07 1.583184555731043406e+07 1.582393095674367622e+07 1.580450005736433901e+07 1.578493708401774243e+07 1.576474286853465810e+07 1.575676768026951700e+07 1.573633489892114885e+07 1.572391613201002777e+07
5.000040000000043960e+01 7.735594227837089449e+06 7.733866790891388431e+06 7.731529455953894183e+06 7.729226703471855260e+06 7.727202471995783038e+06 7.724989076905980706e+06 7.722810789439818822e+06 7.720650316349354573e+06 7.718789529855209403e+06 7.716690384961900301e+06 7.714617036524871364e+06 7.712552099170188420e+06 7.710820338161854073e+06 7.708740239124478772e+06 7.707246782930864021e+06
1.000003999999985922e+02 7.266710632424887270e+06 7.264834534210387617e+06 7.262388029859342612e+06 7.260485200682843104e+06 7.259066889945263043e+06 7.258117280597615987e+06 7.257553569567050785e+06 7.257152201707353815e+06 7.256781853740555234e+06 7.256425672708003782e+06 7.256067668265579268e+06 7.255689216842683963e+06 7.255291816826310940e+06 7.254684913256948814e+06 7.254232192930752411e+06
1.502405034099261059e+02 6.110578416816543788e+06 6.108888083227190189e+06 6.106708611546380445e+06 6.104858347404356115e+06 6.103212410785935819e+06 6.101719264004600234e+06 6.100367657289003022e+06 6.099141712368609384e+06 6.098004300877142698e+06 6.096921332150840200e+06 6.095911148165672086e+06 6.094968515092523769e+06 6.094093287809060887e+06 6.093256489636855200e+06 6.092319473677961156e+06
2.004200391960640388e+02 3.899909772340042517e+06 3.898687197562649846e+06 3.896839401863931678e+06 3.895341966664575972e+06 3.894028430365308188e+06 3.892852663430130109e+06 3.891812108283303678e+06 3.890899169436115306e+06 3.890089670700581744e+06 3.889638700746267568e+06 3.889507674572127406e+06 3.889421000520659611e+06 3.889345985799696762e+06 3.889263041086335201e+06 3.889202461290032137e+06
2.553043625042201370e+02 1.040971526325976360e+06 1.038277019288128475e+06 1.034951909358188743e+06 1.031879609500449034e+06 1.029189011911060777e+06 1.026943240397274727e+06 1.025060687130431877e+06 1.023570223243802087e+06 1.022469573912802152e+06 1.021464873249389464e+06 1.020908272251089104e+06 1.020793338729055598e+06 1.020725986528561683e+06 1.020604722192525398e+06 1.020540195069304318e+06
3.053043625042201370e+02 8.795680814008496236e+05 8.768276911010479089e+05 8.734145350600995589e+05 8.700984616006334545e+05 8.669178073664236581e+05 8.641419889122629538e+05 8.618727238416336477e+05 8.599684743476945441e+05 8.583237198889935389e+05 8.568382287896819180e+05 8.555176534051606432e+05 8.542922167503610253e+05 8.532755115746252704e+05 8.520753686524111545e+05 8.511719066543055233e+05
3.553043625042201370e+02 9.017384968365692766e+05 8.990498236330912914e+05 8.956642500842926092e+05 8.923752890262797009e+05 8.891756649695341475e+05 8.862809297581961146e+05 8.838141150633777725e+05 8.816888770392794395e+05 8.798238166917248163e+05 8.781291682827246841e+05 8.766077862971615978e+05 8.752032463121622568e+05 8.740024646558194654e+05 8.726816981393285096e+05 8.716478436431838199e+05
4.053043625042201370e+02 9.884401153556350619e+05 9.857086470439302502e+05 9.823141268501594895e+05 9.790288555517659988e+05 9.759499793679738650e+05 9.732712654229336185e+05 9.709621046446092660e+05 9.689354656922757858e+05 9.671221378605503123e+05 9.654583097281689988e+05 9.639539109941667411e+05 9.625490395719789667e+05 9.613387939674289664e+05 9.600061242231627693e+05 9.589382994247335009e+05
4.553043625042201370e+02 1.043825003021945129e+06 1.041101739417902892e+06 1.037717422528843279e+06 1.034470073564568185e+06 1.031525594222102547e+06 1.029038472812442342e+06 1.026902921164192492e+06 1.025032281088745338e+06 1.023357846670331899e+06 1.021816615097912611e+06 1.020425437020362238e+06 1.019118795871863724e+06 1.018003840432486031e+06 1.016756562713989057e+06 1.015753990313742426e+06
5.053043625042201370e+02 1.040507197175361100e+06 1.037787276291047689e+06 1.034406247134782840e+06 1.031163976647619973e+06 1.028223500834388775e+06 1.025735075292935828e+06 1.023597234096104978e+06 1.021723644263323862e+06 1.020045756219375180e+06 1.018501249798187288e+06 1.017106311309539247e+06 1.015797080553687178e+06 1.014677554064136231e+06 1.013427490703001036e+06 1.012418965748979710e+06
5.553043625042200802e+02 1.034515657143291901e+06 1.031796597252608277e+06 1.028416703046973213e+06 1.025183307662841748e+06 1.022255379350392031e+06 1.019771198548281216e+06 1.017631807411898510e+06 1.015753383675366291e+06 1.014068623087235261e+06 1.012516288601548062e+06 1.011112591750807827e+06 1.009794741166614927e+06 1.008665624073086772e+06 1.007406202815654688e+06 1.006390159125240636e+06
6.053043625042200802e+02 1.027196469425109099e+06 1.024476774175961735e+06 1.021096210971358931e+06 1.017862888297510683e+06 1.014933105265144026e+06 1.012443215251254151e+06 1.010296191821598564e+06 1.008409190914220409e+06 1.006715333537591621e+06 1.005153948970824480e+06 1.003740987743998063e+06 1.002414318546191789e+06 1.001275965930839418e+06 1.000007487323129899e+06 9.989849346306144726e+05
6.581793625042200802e+02 1.017535178678674041e+06 1.014814191615144024e+06 1.011431943706171471e+06 1.008192217141532805e+06 1.005248782246887917e+06 1.002743358090432012e+06 1.000581448508323752e+06 9.986803263378526317e+05 9.969730517557640560e+05 9.953992123606801033e+05 9.939741946722378489e+05 9.926364566501014633e+05 9.914869746274169302e+05 9.902078326738225296e+05 9.891777795775632840e+05
7.081793625042200802e+02 1.007185489419072634e+06 1.004462831515878206e+06 1.001078575885790866e+06 9.978319369673405308e+05 9.948745975187831791e+05 9.923540988314350834e+05 9.901782329186358256e+05 9.882641718706261599e+05 9.865447797959488817e+05 9.849598203563379357e+05 9.835241066208501579e+05 9.821766094954529544e+05 9.810173093837628840e+05 9.797287682070932351e+05 9.786921251542499522e+05
7.581793625042200802e+02 9.964079704637419200e+05 9.936839018480932573e+05 9.902977413986671017e+05 9.870458653018056648e+05 9.840779077496513491e+05 9.815452149147309829e+05 9.793575287494948134e+05 9.774322174924630672e+05 9.757020933549308684e+05 9.741071528419679962e+05 9.726618152089990908e+05 9.713054114675985184e+05 9.701372613115286222e+05 9.688401574496257817e+05 9.677975610981101636e+05
8.081793625042200802e+02 9.744926547951257089e+05 9.717682636754004052e+05 9.683819700345834717e+05 9.651720374282569392e+05 9.622933407223368995e+05 9.598448110519269248e+05 9.577267885977353435e+05 9.558605877257724060e+05 9.541811834502924467e+05 9.526299155266354792e+05 9.512243413220848888e+05 9.499019097568956204e+05 9.487665392377000535e+05 9.474990444414289668e+05 9.464772107529030181e+05
8.581793625042200802e+02 9.331527859061488416e+05 9.304302200742637506e+05 9.270434305396288401e+05 9.238585839840618428e+05 9.210309467222737148e+05 9.186289761781701818e+05 9.165522587468257407e+05 9.147229566591705661e+05 9.130771964037016733e+05 9.115560915949286427e+05 9.101782521494722459e+05 9.088813534351864364e+05 9.077696544263274409e+05 9.065244155537006445e+05 9.055198192535039270e+05
9.081793625042200802e+02 8.831510323352521518e+05 8.804352252559997141e+05 8.770523330732629402e+05 8.739863612647352275e+05 8.713708555493266322e+05 8.691348465376585955e+05 8.671872670766822994e+05 8.654626209555552341e+05 8.639040663732661633e+05 8.624557475561302854e+05 8.611436881308497395e+05 8.599007086520454613e+05 8.588422988517000340e+05 8.576438931424396578e+05 8.566708420717569534e+05
9.581793625042200802e+02 8.413355597225436941e+05 8.386183902924426366e+05 8.352320588581581833e+05 8.321848238724176772e+05 8.296052339989127358e+05 8.273961085490022087e+05 8.254695103652992984e+05 8.237616626176518621e+05 8.222173381269412348e+05 8.207809229415998561e+05 8.194792693540710025e+05 8.182452397830857662e+05 8.171950059502132935e+05 8.160035109728113748e+05 8.150364484535271768e+05
1.008179362504220080e+03 8.055421589855034836e+05 8.028201123642751481e+05 7.994284618796948344e+05 7.963917435728299897e+05 7.938355997691226657e+05 7.916453333016618853e+05 7.897338456159885973e+05 7.880381638905077707e+05 7.865038547209814424e+05 7.850756846692829859e+05 7.837810104984795908e+05 7.825526596667646663e+05 7.815073699157298543e+05 7.803195484332360793e+05 7.793562454247942660e+05
1.058179362504220080e+03 7.686523913365144981e+05 7.659540338071740698e+05 7.625640393091023434e+05 7.594976450460172491e+05 7.568867355173832038e+05 7.546502198899915675e+05 7.527010220590473618e+05 7.509737827620711178e+05 7.494151025415149052e+05 7.479663135741670849e+05 7.466534967597090872e+05 7.454118278268533759e+05 7.443551909571895376e+05 7.431562662090500817e+05 7.421946959570079343e+05
1.108179362504220080e+03 7.323308101948486874e+05 7.295957733416639967e+05 7.261875583684744779e+05 7.230918107114902232e+05 7.204478645217295270e+05 7.181864458907282678e+05 7.162194496031610761e+05 7.144795634800248081e+05 7.129108510310016572e+05 7.114552843868618365e+05 7.101357595096293371e+05 7.088892077989525860e+05 7.078253567854820285e+05 7.066203664190367563e+05 7.056381642522717593e+05
1.158179362504220080e+03 6.857004221700946800e+05 6.829810569547046907e+05 6.796361803487347206e+05 6.767387949006546987e+05 6.743339931222419254e+05 6.722685599720957689e+05 6.704642559547781711e+05 6.688612068494152045e+05 6.674107044952831930e+05 6.660568188035478815e+05 6.648318284859858686e+05 6.636646554962897208e+05 6.626797347885956988e+05 6.615461227993326029e+05 6.606117768126586452e+05
1.208179362504220080e+03 6.435200194519851357e+05 6.407918112523081945e+05 6.374852740192408673e+05 6.346794015896022320e+05 6.323633109925090102e+05 6.303743654695729492e+05 6.286379697369899368e+05 6.270958454595515504e+05 6.257015329945932608e+05 6.243978465454424731e+05 6.232229187158802524e+05 6.220976970383627340e+05 6.211578455234469147e+05 6.200651580284092342e+05 6.191592466073498363e+05
1.258179362504220080e+03 6.100625358979506418e+05 6.073277175195475575e+05 6.039576807930943323e+05 6.010271349626068259e+05 5.985959195084089879e+05 5.965132335122323129e+05 5.946985941167019773e+05 5.930893302598883165e+05 5.916373069625282660e+05 5.902837597715711454e+05 5.890609728957654443e+05 5.878969228976441082e+05 5.869177193864654982e+05 5.857876282212639926e+05 5.848637459845676785e+05
