TIME P_Ch2_mesh1 P_Ch2_mesh2 P_Ch2_mesh3 P_Ch2_mesh4 P_Ch2_mesh5 P_Ch2_mesh6 P_Ch2_mesh7 P_Ch2_mesh8 P_Ch2_mesh9 P_Ch2_mesh10 P_Ch2_mesh11 P_Ch2_mesh12 P_Ch2_mesh13 P_Ch2_mesh14 P_Ch2_mesh15 
0.000000000000000000e+00 1.594255679526262358e+07 1.593437625844664499e+07 1.591668798961580172e+07 1.589745164463286474e+07 1.588957632519221678e+07 1.587061460808708332e+07 1.585153103422766738e+07 1.583184555731043406e+07 1.582393095674367622e+07 1.580450005736433901e+07 1.578493708401774243e+07 1.576474286853465810e+07 1.575676768026951700e+07 1.573633489892114885e+07 1.572391613201002777e+07
5.000040000000043960e+01 7.796084459477541968e+06 7.793795766745302826e+06 7.790583694297187962e+06 7.787343792327699251e+06 7.784545081852789037e+06 7.781416854111375287e+06 7.778333054277068935e+06 7.775262243581621908e+06 7.772682943953831680e+06 7.769702305805952288e+06 7.766753071244513616e+06 7.763803408325793222e+06 7.761395903378507122e+06 7.758461127551190555e+06 7.756381847008105367e+06
1.000003999999985922e+02 7.451864159196395427e+06 7.449722600147497840e+06 7.447092391591835767e+06 7.444742509127723053e+06 7.442618274770886637e+06 7.440658242683077231e+06 7.438842317347229458e+06 7.437147253237939440e+06 7.435554258792802691e+06 7.434031198191285133e+06 7.432592928866805509e+06 7.431223747780894861e+06 7.429962226660872810e+06 7.428624540382928215e+06 7.427543753060948104e+06
1.502405034099261059e+02 7.152247461460891180e+06 7.150183980022394098e+06 7.147849578751649708e+06 7.146030336317183450e+06 7.144464540053662844e+06 7.143057371715771034e+06 7.141791465259331279e+06 7.140630455457974225e+06 7.139526868415858597e+06 7.138499797357546166e+06 7.137580678257663734e+06 7.136772239871365950e+06 7.136058990641106851e+06 7.135199538345492445e+06 7.134562478089835495e+06
2.004200391960640388e+02 6.561292503491899930e+06 6.559518873326806352e+06 6.557109616230616346e+06 6.555072846120943315e+06 6.553285275412194431e+06 6.551673971171488054e+06 6.550216110778371803e+06 6.548888015981581062e+06 6.547645683730374090e+06 6.546462690089465119e+06 6.545359138399144635e+06 6.544325910637615249e+06 6.543361465235419571e+06 6.542394697901900858e+06 6.541419941645041108e+06
2.513043625042201370e+02 5.124450149023668841e+06 5.122641452357832342e+06 5.120363226513296366e+06 5.118419846321290359e+06 5.116696249015325680e+06 5.115134094793329947e+06 5.113715851847294718e+06 5.112425213613589294e+06 5.111223202559919097e+06 5.110088897770590149e+06 5.109016819312842563e+06 5.108058121703573503e+06 5.107088951987177134e+06 5.106420626750766300e+06 5.106305899130594917e+06
3.034293625042201370e+02 3.261030185655890964e+06 3.259468158002538141e+06 3.257511034893715288e+06 3.255876041239643469e+06 3.254433750600026455e+06 3.253134325096369255e+06 3.251946271329912357e+06 3.250902699618810788e+06 3.249892795896247961e+06 3.249016487728090025e+06 3.248704710156602319e+06 3.248624830833637156e+06 3.248555970039109234e+06 3.248477514483200386e+06 3.248423348867158405e+06
3.534293625042201370e+02 1.336058640290215844e+06 1.333984359363466501e+06 1.331589547625904204e+06 1.329677388286969624e+06 1.328086158413376892e+06 1.326687273444891907e+06 1.325458689001095947e+06 1.324366346562398365e+06 1.323398413323699962e+06 1.322470148709559813e+06 1.321636415744627826e+06 1.320836272628662176e+06 1.320215494603335625e+06 1.319347617900990881e+06 1.318697192160212668e+06
4.034293625042201370e+02 1.225136720658866921e+06 1.222383962058494566e+06 1.218955361794852186e+06 1.215630873815871542e+06 1.212338951828001766e+06 1.209066619407699909e+06 1.205844798390308395e+06 1.202916982379165012e+06 1.200464829915007576e+06 1.198364561796826543e+06 1.196534075457081432e+06 1.194892110010457225e+06 1.193467843217448564e+06 1.191960210919127101e+06 1.190787002844820265e+06
4.534293625042201370e+02 1.081332096481441753e+06 1.078608468564989045e+06 1.075217699092414230e+06 1.071929667410442606e+06 1.068665107014439302e+06 1.065575001551579684e+06 1.062861666455023224e+06 1.060516534699525218e+06 1.058450864308630815e+06 1.056585731076183263e+06 1.054910177357053617e+06 1.053366513028436108e+06 1.052027261414878303e+06 1.050585743932816666e+06 1.049439158480295213e+06
