TIME T_sat_Ch2_mesh1 T_sat_Ch2_mesh2 T_sat_Ch2_mesh3 T_sat_Ch2_mesh4 T_sat_Ch2_mesh5 T_sat_Ch2_mesh6 T_sat_Ch2_mesh7 T_sat_Ch2_mesh8 T_sat_Ch2_mesh9 T_sat_Ch2_mesh10 T_sat_Ch2_mesh11 T_sat_Ch2_mesh12 T_sat_Ch2_mesh13 T_sat_Ch2_mesh14 T_sat_Ch2_mesh15 
0.000000000000000000e+00 6.201579828352394088e+02 6.201161684746650735e+02 6.200256989691380340e+02 6.199272231053221276e+02 6.198868806535581371e+02 6.197896829437249835e+02 6.196917697030714862e+02 6.195906724934020531e+02 6.195499986267027452e+02 6.194500745368804928e+02 6.193493750455736517e+02 6.192453247865532830e+02 6.192042043552357882e+02 6.190987783798790360e+02 6.190346500734269739e+02
5.000040000000043960e+01 5.632404153512753737e+02 5.632246379870678084e+02 5.632039682088957306e+02 5.631873346962825053e+02 5.631731690608562531e+02 5.631605208884772082e+02 5.631491205316455080e+02 5.631387102846668995e+02 5.631289205139562455e+02 5.631194683660769442e+02 5.631105951576615780e+02 5.631020660763857677e+02 5.630943653450310649e+02 5.630853309728656768e+02 5.630780379038758383e+02
1.000003999999985922e+02 5.466982526861975202e+02 5.466798367556245921e+02 5.466561186647256818e+02 5.466363821172301414e+02 5.466190857986360925e+02 5.466027313597937791e+02 5.465877896477480817e+02 5.465743480635624110e+02 5.465620100629989793e+02 5.465497173046529724e+02 5.465386221340277189e+02 5.465290099607074126e+02 5.465203779033964793e+02 5.465126419788905423e+02 5.465097475634812554e+02
1.502405034099261059e+02 4.630709652196503612e+02 4.630678577192579155e+02 4.630664104869252924e+02 4.630651160195778857e+02 4.630638663527227550e+02 4.630626328749682443e+02 4.630614156395003533e+02 4.630602083288752624e+02 4.630590181888510415e+02 4.630578378755634503e+02 4.630566677038308399e+02 4.630555060075762412e+02 4.630543544310880861e+02 4.630531699464656299e+02 4.630518805696329423e+02
2.004200391960640388e+02 4.378471200103783758e+02 4.377403722019921588e+02 4.375932300266454149e+02 4.374750205777298788e+02 4.373777282574517358e+02 4.373026754715205016e+02 4.372403869341827658e+02 4.372048351060332152e+02 4.371981186974304592e+02 4.371925132159544205e+02 4.371858180049368912e+02 4.371781938814983164e+02 4.371734017676207031e+02 4.371649048494795124e+02 4.371607984551957884e+02
2.553043625042201370e+02 4.391022984839056562e+02 4.389565390134509357e+02 4.387678265858487521e+02 4.385993398455151464e+02 4.384531623398270881e+02 4.383238080977068876e+02 4.382105447966515044e+02 4.381162566265269334e+02 4.380346885618610600e+02 4.379557109958371939e+02 4.378853061486266824e+02 4.378237071769959812e+02 4.377704440750442814e+02 4.377332054591102519e+02 4.377268401355387937e+02
3.053043625042201370e+02 4.383969135458182791e+02 4.382423799605023760e+02 4.380470465953604275e+02 4.378599771778921195e+02 4.376892582796556326e+02 4.375426587351238368e+02 4.374172044370984622e+02 4.373084716249038024e+02 4.372126246133560699e+02 4.371257502684027259e+02 4.370494117144294819e+02 4.369783152306754346e+02 4.369206914316172856e+02 4.368543844842042745e+02 4.368026355876198750e+02
3.553043625042201370e+02 4.385631865550589055e+02 4.384060279372274636e+02 4.382097144892462666e+02 4.380185181537931953e+02 4.378392662924483716e+02 4.376850626760258933e+02 4.375546977271521314e+02 4.374420496411993327e+02 4.373425799675827079e+02 4.372519237729263182e+02 4.371706401015115375e+02 4.370948860693305278e+02 4.370306822264240623e+02 4.369587646626786182e+02 4.369013598753660403e+02
4.053043625042201370e+02 4.415925356188623141e+02 4.414624115604589747e+02 4.412843961828484680e+02 4.411134908249514979e+02 4.409545682278654795e+02 4.408157647715925691e+02 4.406947018355733690e+02 4.405798735053249970e+02 4.404791908175562298e+02 4.403954939092241716e+02 4.403264805875388106e+02 4.402673911436418166e+02 4.402190419261135048e+02 4.401686553480508906e+02 4.401444971116516740e+02
4.553043625042201370e+02 4.402422871780788114e+02 4.400930628211954740e+02 4.399039602140030638e+02 4.397195793708469296e+02 4.395463435744023286e+02 4.393962789256797237e+02 4.392699033212145991e+02 4.391614972749270578e+02 4.390669409411692641e+02 4.389813456240973437e+02 4.389061375377132208e+02 4.388358013041679442e+02 4.387785678809577803e+02 4.387136154831364365e+02 4.386607755987321298e+02
