TIME T_sat_Ch2_mesh1 T_sat_Ch2_mesh2 T_sat_Ch2_mesh3 T_sat_Ch2_mesh4 T_sat_Ch2_mesh5 T_sat_Ch2_mesh6 T_sat_Ch2_mesh7 T_sat_Ch2_mesh8 T_sat_Ch2_mesh9 T_sat_Ch2_mesh10 T_sat_Ch2_mesh11 T_sat_Ch2_mesh12 T_sat_Ch2_mesh13 T_sat_Ch2_mesh14 T_sat_Ch2_mesh15 
0.000000000000000000e+00 6.201579828352394088e+02 6.201161684746650735e+02 6.200256989691380340e+02 6.199272231053221276e+02 6.198868806535581371e+02 6.197896829437249835e+02 6.196917697030714862e+02 6.195906724934020531e+02 6.195499986267027452e+02 6.194500745368804928e+02 6.193493750455736517e+02 6.192453247865532830e+02 6.192042043552357882e+02 6.190987783798790360e+02 6.190346500734269739e+02
5.000040000000043960e+01 5.661543947987179308e+02 5.661378553788587169e+02 5.661153121360953264e+02 5.660929561409923281e+02 5.660735685704435127e+02 5.660520217823154780e+02 5.660307714684097391e+02 5.660096338193757219e+02 5.659916969433518261e+02 5.659711132032372234e+02 5.659507413571834604e+02 5.659303953573687522e+02 5.659135896106809014e+02 5.658931189129500581e+02 5.658785490385512276e+02
1.000003999999985922e+02 5.623297897539741825e+02 5.623139005965690558e+02 5.622987440259032610e+02 5.622899183920433188e+02 5.622826705456345735e+02 5.622771164400838870e+02 5.622724197753893804e+02 5.622680989635275637e+02 5.622637589676817242e+02 5.622598611556785499e+02 5.622559755291609918e+02 5.622519196658603278e+02 5.622474838290831940e+02 5.622419962540278675e+02 5.622381866802825243e+02
1.502405034099261059e+02 5.549170438667575809e+02 5.548987102616690663e+02 5.548752615678206439e+02 5.548552480816724710e+02 5.548375879742476400e+02 5.548216782264016729e+02 5.548073327828093397e+02 5.547942761849847102e+02 5.547821056599443637e+02 5.547706030578275431e+02 5.547596832130619759e+02 5.547493205790915454e+02 5.547395356128379262e+02 5.547292400491159015e+02 5.547182981099762173e+02
2.004200391960640388e+02 5.349606827748281148e+02 5.349389770097041037e+02 5.349115770200716042e+02 5.348884343445113245e+02 5.348679803247188147e+02 5.348494037858105230e+02 5.348326982753826542e+02 5.348172097325968934e+02 5.348036033737074604e+02 5.347890634880940297e+02 5.347796765209936893e+02 5.347784159448892751e+02 5.347772609745451291e+02 5.347760452212394284e+02 5.347751164101210861e+02
2.553043625042201370e+02 4.764424106299741766e+02 4.764060659332529895e+02 4.763556536393327292e+02 4.763150232188114614e+02 4.762819491662882569e+02 4.762497122188964909e+02 4.762308687126450764e+02 4.762293510386800790e+02 4.762281424498330580e+02 4.762266533367309194e+02 4.762251483156575773e+02 4.762235940444491007e+02 4.762224042639472827e+02 4.762208089522116552e+02 4.762198451572160138e+02
3.053043625042201370e+02 4.534267122342212133e+02 4.533061776773002975e+02 4.531576249056885217e+02 4.530135731609241247e+02 4.528799708587819737e+02 4.527701866625985758e+02 4.526823276995261267e+02 4.526085476872688105e+02 4.525444014319208463e+02 4.524863409725741121e+02 4.524345697871142988e+02 4.523861883245738227e+02 4.523464025843040304e+02 4.522981951484781575e+02 4.522609011934592900e+02
3.553043625042201370e+02 4.483627410446741237e+02 4.482345920450514996e+02 4.480736700539014237e+02 4.479167913606922866e+02 4.477606963399089182e+02 4.476125895178101928e+02 4.474818885941616031e+02 4.473683455556074477e+02 4.472683944999710093e+02 4.471785022611936711e+02 4.470982674196973790e+02 4.470246052952405762e+02 4.469615787535996674e+02 4.468935705477908868e+02 4.468390870726028083e+02
4.053043625042201370e+02 4.507279982315154712e+02 4.506049195788366433e+02 4.504510984233179443e+02 4.503016085294611344e+02 4.501581220414991549e+02 4.500300245003805344e+02 4.499193392644968412e+02 4.498221440033806857e+02 4.497351940140029001e+02 4.496553596807237909e+02 4.495827699947136011e+02 4.495151653489743921e+02 4.494561489607559679e+02 4.493915587796041109e+02 4.493404311484268874e+02
4.553043625042201370e+02 4.557284028431176353e+02 4.556175051488278882e+02 4.554777372918590004e+02 4.553423489442564573e+02 4.552146886655485218e+02 4.551027455642811219e+02 4.550062484524809179e+02 4.549217545094542174e+02 4.548463924058771113e+02 4.547774766009031850e+02 4.547156468884810465e+02 4.546578535910479673e+02 4.546088877200527349e+02 4.545544848521768131e+02 4.545105531838775050e+02
5.053043625042201370e+02 4.568726816558714745e+02 4.567624892078025596e+02 4.566252297784849929e+02 4.564922715592998088e+02 4.563688368570731768e+02 4.562627480734441860e+02 4.561714677965997566e+02 4.560913815881697246e+02 4.560196290566685775e+02 4.559536177186463988e+02 4.558938873965165612e+02 4.558378772704162998e+02 4.557897478962533455e+02 4.557362770138353767e+02 4.556934490518698908e+02
5.553043625042200802e+02 4.570627811215910015e+02 4.569530761768654088e+02 4.568164181390471299e+02 4.566840084357940555e+02 4.565611913122921806e+02 4.564556548202033355e+02 4.563647166086227003e+02 4.562848361660546743e+02 4.562131888590986932e+02 4.561472268395261835e+02 4.560874812620164107e+02 4.560314543191058760e+02 4.559832158305812868e+02 4.559296765266269631e+02 4.558867727699387160e+02
6.053043625042200802e+02 4.569843663346962899e+02 4.568745604416435526e+02 4.567377792348597723e+02 4.566052369803348370e+02 4.564824973710304334e+02 4.563771197757832851e+02 4.562861424917539352e+02 4.562060987376646040e+02 4.561342045301196890e+02 4.560679509775569613e+02 4.560078767979799750e+02 4.559515191364554880e+02 4.559029158843305254e+02 4.558490050174866610e+02 4.558058036586647859e+02
6.553043625042200802e+02 4.567775745622607246e+02 4.566673787784774277e+02 4.565301111083488763e+02 4.563970881601736664e+02 4.562739846075031664e+02 4.561682912353973052e+02 4.560769090590848123e+02 4.559964161768363056e+02 4.559240451439371782e+02 4.558573086777724370e+02 4.557967483477054316e+02 4.557399195948880788e+02 4.556908466452865696e+02 4.556364478722338163e+02 4.555928672645883353e+02
7.053043625042200802e+02 4.564648155203028637e+02 4.563539999244892442e+02 4.562159568887392993e+02 4.560821814807560486e+02 4.559583984127015697e+02 4.558520487896966529e+02 4.557599812963717341e+02 4.556788058785992916e+02 4.556057578638943824e+02 4.555383626704819449e+02 4.554771616880074134e+02 4.554197205964854334e+02 4.553700592966162048e+02 4.553150441982108987e+02 4.552709892567118004e+02
7.553043625042200802e+02 4.561069816601782918e+02 4.559954430968139150e+02 4.558564958268419787e+02 4.557219089941294214e+02 4.555974396927033467e+02 4.554904280008823889e+02 4.553976721356642088e+02 4.553158101245277294e+02 4.552420821652908103e+02 4.551740229904289663e+02 4.551121786851875299e+02 4.550541182136174143e+02 4.550038707474628836e+02 4.549482304927180394e+02 4.549036958135160944e+02
8.084293625042200802e+02 4.548156566551535320e+02 4.547015866711141143e+02 4.545594825168162743e+02 4.544241780729508946e+02 4.543020379520635288e+02 4.541975677583674269e+02 4.541067990030704777e+02 4.540265357409713260e+02 4.539540962619880133e+02 4.538870357830552393e+02 4.538260907737243883e+02 4.537686860014532613e+02 4.537191931335617028e+02 4.536639886452286419e+02 4.536196720483168292e+02
8.615543625042200802e+02 4.524887517715763465e+02 4.523699905632317382e+02 4.522227153703095155e+02 4.520860213307438471e+02 4.519648871529941516e+02 4.518593874947023323e+02 4.517623849607484772e+02 4.516751489505712698e+02 4.515960621900940168e+02 4.515246115206697368e+02 4.514624602554689545e+02 4.514030209411882879e+02 4.513521708959366947e+02 4.512932611974389374e+02 4.512479336907366019e+02
9.115543625042200802e+02 4.501336426187439770e+02 4.500098973810368648e+02 4.498553820794287503e+02 4.497151523212007191e+02 4.495951127209586957e+02 4.494918797794684906e+02 4.494015313972088279e+02 4.493212209225761171e+02 4.492483624089566092e+02 4.491805295979688708e+02 4.491188772136483749e+02 4.490603969134218119e+02 4.490103686789241237e+02 4.489536913872088917e+02 4.489068463810170897e+02
9.628043625042200802e+02 4.481830055664170231e+02 4.480545631193040208e+02 4.478941193589902241e+02 4.477488422892846529e+02 4.476247984609025252e+02 4.475180203952540978e+02 4.474245035043808798e+02 4.473413295641101968e+02 4.472658509802156459e+02 4.471955547680345262e+02 4.471316493609537588e+02 4.470710242707152702e+02 4.470191513859607539e+02 4.469603816808794363e+02 4.469119098000362555e+02
1.012804362504220080e+03 4.466320942373781122e+02 4.464995694196625777e+02 4.463341105705849259e+02 4.461844488722831557e+02 4.460567902768109434e+02 4.459468639470557036e+02 4.458505630214811504e+02 4.457648954668393344e+02 4.456871420122601535e+02 4.456147200781600191e+02 4.455488859467494080e+02 4.454864124764333155e+02 4.454329754313621379e+02 4.453724209822274247e+02 4.453225507295205716e+02
1.062804362504220080e+03 4.453023567395745772e+02 4.451660584577935538e+02 4.449960766919698472e+02 4.448421686335415188e+02 4.447107434391404013e+02 4.445976187776161623e+02 4.444985469396875715e+02 4.444104364358780117e+02 4.443304800470036184e+02 4.442560253030566173e+02 4.441883525940335744e+02 4.441241373540087238e+02 4.440692157286576958e+02 4.440069949908563558e+02 4.439558296636181467e+02
1.112804362504220080e+03 4.440735793435118808e+02 4.439338141660392125e+02 4.437595342165739680e+02 4.436014035914591318e+02 4.434660968850658946e+02 4.433497066646456233e+02 4.432478306579373566e+02 4.431572617100571847e+02 4.430751000479825166e+02 4.429986209799368453e+02 4.429291140411393712e+02 4.428631764475040882e+02 4.428067696007698828e+02 4.427429025932678996e+02 4.426904694332276335e+02
1.162804362504220080e+03 4.428479929410874547e+02 4.427047413878722182e+02 4.425261034822750048e+02 4.423642585987389566e+02 4.422260487458041780e+02 4.421072037624869608e+02 4.420031989376823276e+02 4.419107481114011762e+02 4.418268873125355753e+02 4.417488212861085231e+02 4.416778926520689197e+02 4.416105793303348150e+02 4.415530443788327375e+02 4.414878454197286146e+02 4.414343499440312257e+02
1.212804362504220080e+03 4.416110393830199428e+02 4.414641756163642867e+02 4.412810132184810072e+02 4.411153433115498501e+02 4.409741563309628987e+02 4.408527513502852457e+02 4.407465001448790076e+02 4.406520454347807458e+02 4.405663652575964306e+02 4.404865937351005982e+02 4.404141250160803907e+02 4.403453252180915456e+02 4.402865539762432832e+02 4.402199060600990492e+02 4.401652667378049841e+02
1.262804362504220080e+03 4.404398508095518991e+02 4.402894394113199041e+02 4.401018370989208961e+02 4.399322682152503035e+02 4.397878974928648290e+02 4.396637687482298134e+02 4.395551396952748746e+02 4.394585726211707879e+02 4.393709794610432482e+02 4.392894250745604836e+02 4.392153448762663288e+02 4.391449994445229095e+02 4.390849305843048569e+02 4.390167824583623428e+02 4.389609712743013006e+02
