TIME void_Ch0_mesh1 void_Ch0_mesh2 void_Ch0_mesh3 void_Ch0_mesh4 void_Ch0_mesh5 void_Ch0_mesh6 void_Ch0_mesh7 void_Ch0_mesh8 void_Ch0_mesh9 void_Ch0_mesh10 void_Ch0_mesh11 void_Ch0_mesh12 void_Ch0_mesh13 void_Ch0_mesh14 void_Ch0_mesh15 
0.000000000000000000e+00 1.020916740795525544e-05 1.020920578480369391e-05 1.020537457823803029e-05 1.020541958024639937e-05 1.020546458972207201e-05 1.020550960677702765e-05 1.020555463144115638e-05 1.020559966373876467e-05 1.020564470369390317e-05 1.020568975133061576e-05 1.020573480667082534e-05 1.020577986973558237e-05 1.020582494054832765e-05 1.020587001914309326e-05 1.020590563867361004e-05
5.000040000000043960e+01 1.304018919072092164e-01 1.145345928352628773e-01 1.031630995732879391e-01 1.167677149815651294e-01 1.183875911210479220e-01 1.198331952034846076e-01 1.212458874606085479e-01 1.226275257396524793e-01 1.239780352125565421e-01 1.252973072130032783e-01 1.265852141818966381e-01 1.278416102273773614e-01 1.290663400464763244e-01 1.302593473401601198e-01 1.314055915660372331e-01
1.000003999999985922e+02 1.209636760753177581e-01 1.229800136896530283e-01 1.517388190571299089e-01 1.656347091468424182e-01 1.065783747153897926e-01 8.336777564194540469e-02 8.275557297759895958e-02 8.470137160112278796e-02 8.694111688519468029e-02 8.944528377181881762e-02 9.173157293681202806e-02 9.075366468845369461e-02 6.502909874086956754e-02 1.607485416299826719e-01 6.997528086108214130e-04
1.502405034099261059e+02 8.965774815840128753e-02 9.274766363802428026e-02 9.607466359338444339e-02 9.879327253595586444e-02 1.013307548591216994e-01 1.037185015410833494e-01 1.059759462253998946e-01 1.081149132904963561e-01 1.101281813934652798e-01 1.120343426159822603e-01 1.137251104664699503e-01 1.153630659361361277e-01 1.168197441022676419e-01 1.159573282908908376e-01 1.351594917502166038e-01
2.004200391960640388e+02 1.387912998291036815e-01 1.453472074737461317e-01 1.501296062024884137e-01 1.547752176304797722e-01 1.592895086517371328e-01 1.638372235484134021e-01 1.683049718336658562e-01 1.729397443931626199e-01 1.768499161245715989e-01 1.817852956717845025e-01 1.828163035531837344e-01 1.925663832734031411e-01 1.771687032064653833e-01 2.319711145332673252e-01 4.763590801849929696e-02
2.534293625042201370e+02 2.475314888793008761e-01 2.601218705331069803e-01 2.694238594209653059e-01 2.793065510810034402e-01 2.884937525788027757e-01 2.971137055495931545e-01 3.053299187284354566e-01 3.132677090907713957e-01 3.209480048288592680e-01 3.286019064441611515e-01 3.353813774490258526e-01 3.454212822345866796e-01 3.405956770856878313e-01 3.957411601141603841e-01 1.260801259187574463e-01
3.065543625042201370e+02 2.591585009551238827e-01 2.963004517607066846e-01 3.145778473514111995e-01 3.316166268341436130e-01 3.469505979619971203e-01 3.564118443423128224e-01 3.645877008318274548e-01 3.729599910204097757e-01 3.807532856611506311e-01 3.878833396860593141e-01 3.940385278332247943e-01 3.998816144467264855e-01 4.036733516492077012e-01 4.037390208752071330e-01 5.443626527996456854e-01
3.565543625042201370e+02 4.802639875406659042e-01 4.973600191686528560e-01 5.012862260657321434e-01 5.083250809493994327e-01 5.138856497385081434e-01 5.180745667580038960e-01 5.214025345595161287e-01 5.230900275758975093e-01 5.225748522306105093e-01 5.205567729766213958e-01 5.171277863726162494e-01 5.120725985287025717e-01 5.070434369247491802e-01 4.983726128681978396e-01 4.965743770310818705e-01
4.065543625042201370e+02 8.660162722448257742e-05 8.827561304379627342e-05 9.301408237163803511e-05 9.883561471874422149e-05 1.057795060443841357e-04 1.132793760039787909e-04 1.201994647640543419e-04 1.247274179105972551e-04 1.243248845751354008e-04 1.159647290255847628e-04 9.727866249897111411e-05 6.927850708338179119e-05 3.912737592090811744e-05 1.770489995846862664e-05 1.000118330146193148e-05
4.565543625042201370e+02 3.584419621878477544e-05 3.149596438007770980e-05 2.592829067042663169e-05 2.147099264457477276e-05 1.791325023307497965e-05 1.525718021452364744e-05 1.340751586656798103e-05 1.220346121045831834e-05 1.146097949922450725e-05 1.101005391304209738e-05 1.071870538945436492e-05 1.050100591572494277e-05 1.031152176857449804e-05 1.013751927260552221e-05 1.000061367082001201e-05
5.065543625042201370e+02 9.002751996247064634e-05 1.073341420123878512e-05 1.046486885642794144e-05 1.028286229748849848e-05 1.014777685868718107e-05 1.005074095782586262e-05 9.994606105829974133e-06 9.986829247951454892e-06 9.986594433063684012e-06 9.986575864074305044e-06 9.986560741074254315e-06 9.986544353333924392e-06 9.986525406382057660e-06 9.986502145017811053e-06 9.986411008344988813e-06
5.565543625042200802e+02 8.736354114362872411e-05 5.651977420057633403e-05 2.989621143477628275e-05 1.752462473434210902e-05 1.247488873120233381e-05 1.066049201648520979e-05 1.009006649952826384e-05 9.990162925795871899e-06 9.990121256666988783e-06 9.990104798671218668e-06 9.990088138199230863e-06 9.990071217284976143e-06 9.990054419287946528e-06 9.990038704679260142e-06 9.989947666077645565e-06
6.065543625042200802e+02 1.458458042127370102e-05 1.281311418582525688e-05 1.081390507829312583e-05 1.016486309093757443e-05 9.997238283159065836e-06 9.993138505134276220e-06 9.993136770906487312e-06 9.993135465986729315e-06 9.993134028308731085e-06 9.993132690493792977e-06 9.993129885229110523e-06 9.993124558440358475e-06 9.993115748692512154e-06 9.993102609390376015e-06 9.993018654555963612e-06
