TIME void_Ch0_mesh1 void_Ch0_mesh2 void_Ch0_mesh3 void_Ch0_mesh4 void_Ch0_mesh5 void_Ch0_mesh6 void_Ch0_mesh7 void_Ch0_mesh8 void_Ch0_mesh9 void_Ch0_mesh10 void_Ch0_mesh11 void_Ch0_mesh12 void_Ch0_mesh13 void_Ch0_mesh14 void_Ch0_mesh15 
0.000000000000000000e+00 1.020916740795525544e-05 1.020920578480369391e-05 1.020537457823803029e-05 1.020541958024639937e-05 1.020546458972207201e-05 1.020550960677702765e-05 1.020555463144115638e-05 1.020559966373876467e-05 1.020564470369390317e-05 1.020568975133061576e-05 1.020573480667082534e-05 1.020577986973558237e-05 1.020582494054832765e-05 1.020587001914309326e-05 1.020590563867361004e-05
5.000040000000043960e+01 3.046485039993488408e-01 2.331754337775585051e-01 1.801802674904892099e-01 2.344475265971201483e-01 2.372707631569427322e-01 2.387334989415101916e-01 2.401290092138589627e-01 2.414711231117456502e-01 2.427607165023735469e-01 2.439985712322325084e-01 2.451855342657364434e-01 2.463225117543393627e-01 2.474105384090570514e-01 2.484510040509620432e-01 2.494384563051472159e-01
1.000003999999985922e+02 9.639940855270584530e-02 9.834469167425666236e-02 9.986732528342694148e-02 1.007546638562180907e-01 1.016704083087627969e-01 1.028051860549649144e-01 1.041320481544022875e-01 1.056296845881963542e-01 1.066736587912620049e-01 1.083929578451568870e-01 1.071370117961400470e-01 1.124274022627198832e-01 1.015059893387278006e-01 1.310011610935066517e-01 3.382966160108148712e-02
1.502405034099261059e+02 1.410596399740556006e-01 1.480912584211729055e-01 1.522144205135760875e-01 1.558932318684334017e-01 1.591562005518445122e-01 1.621244294561865473e-01 1.645988918228766529e-01 1.671262567760329054e-01 1.685170208601776132e-01 1.719304330954632143e-01 1.699728722792107904e-01 1.808989303019979955e-01 1.607270026676737296e-01 2.191299477897291903e-01 4.329339126380637309e-02
2.004200391960640388e+02 2.310308788697743587e-01 2.483011175511107838e-01 2.623496069034881861e-01 2.766166435911801558e-01 2.899992098225442350e-01 3.023153242023491893e-01 3.135250353927465095e-01 3.237111743825691335e-01 3.329395439274948632e-01 3.416319970401976436e-01 3.487240481686540439e-01 3.593940406788592168e-01 3.530980619585694091e-01 4.127264230983573312e-01 1.287673095313439098e-01
2.534293625042201370e+02 3.786320225180344057e-01 3.870566406682695582e-01 3.935838482902531688e-01 4.011592420562424266e-01 4.089151270761263723e-01 4.168747172325147909e-01 4.249891237903891117e-01 4.332901330099317438e-01 4.418417508377233127e-01 4.505373633013334267e-01 4.585540996366038180e-01 4.691284935126867617e-01 4.661999120799761309e-01 5.135893163955465024e-01 2.415055312213161831e-01
3.034293625042201370e+02 4.809796536817413370e-01 5.003939056034333310e-01 4.975403769367935380e-01 4.987323566535493136e-01 4.968108028876061510e-01 4.912438812433734259e-01 4.850633959536463924e-01 4.772939935461845140e-01 4.660920765499499963e-01 4.520122475877336732e-01 4.345047044530931935e-01 4.114697902784827943e-01 3.849782909185086588e-01 3.320692541339551607e-01 3.319408445672654695e-01
3.534293625042201370e+02 2.613757775156334167e-04 3.039093958432214217e-04 4.771668342966745567e-04 8.600134474545886474e-04 1.963845661530896122e-03 6.377742857223584264e-03 1.676413968681081390e-02 2.508611342636594965e-02 3.097683458067448589e-02 3.455054529373687011e-02 3.314454543085426641e-02 1.432572889784481003e-02 2.076105633647769202e-03 2.771647438203886371e-02 8.161635936571092209e-01
4.034293625042201370e+02 9.326182417879357229e-05 8.731153689543573460e-05 7.682849289431057521e-05 6.575046449834110254e-05 5.408436936659367960e-05 4.259420089276872795e-05 3.220299160537401224e-05 2.372500558575636918e-05 1.758737733679755299e-05 1.370746087971094071e-05 1.160031117155368394e-05 1.062741363761413056e-05 1.023599844589724007e-05 1.007913676605430365e-05 1.000074090721530908e-05
4.534293625042201370e+02 1.120955735206510008e-05 1.072801568577810190e-05 1.015734311185626003e-05 9.983682992099756706e-06 9.983470076095095203e-06 9.983446876385185898e-06 9.983424603456164074e-06 9.983402218462198132e-06 9.983381285172443812e-06 9.983361132209483138e-06 9.983341406746036389e-06 9.983321798772957660e-06 9.983295193864040118e-06 9.983253913152477567e-06 9.983171750544558111e-06
5.034293625042201370e+02 3.137653503978784391e-05 2.402883020681652950e-05 1.541974309499832127e-05 1.188312678129503285e-05 1.051203424163659896e-05 1.006630962018627550e-05 9.990834615170241778e-06 9.990773476968947296e-06 9.990767350175044079e-06 9.990760974140144369e-06 9.990754469361723755e-06 9.990748761138626335e-06 9.990738573555906841e-06 9.990715252037079468e-06 9.990607376597639529e-06
5.534293625042200802e+02 1.107337765983061755e-05 1.061819816376047512e-05 1.012584177882229983e-05 1.000478010134478650e-05 9.994872275059602451e-06 9.994870621894181190e-06 9.994870703210377507e-06 9.994867053378243867e-06 9.994863306159422077e-06 9.994857769976715623e-06 9.994849959044228743e-06 9.994840076294092917e-06 9.994823110789176129e-06 9.994792407234253409e-06 9.994686481723492958e-06
6.034293625042200802e+02 1.000864502528081381e-05 1.000186602684201016e-05 9.997430912159208837e-06 9.997419394506336002e-06 9.997414493574714546e-06 9.997407539118489446e-06 9.997398057953692428e-06 9.997384203064641072e-06 9.997370237883119640e-06 9.997355509223887387e-06 9.997340465577088330e-06 9.997325863024470241e-06 9.997306622506127246e-06 9.997275745068674447e-06 9.997167202838374582e-06
6.573043625042200802e+02 1.000866178524815626e-05 1.000856196722387756e-05 1.000844497312331460e-05 1.000829896984395941e-05 1.000815320339506710e-05 1.000800288685452774e-05 1.000784820091883473e-05 1.000768577937094209e-05 1.000750449551688767e-05 1.000726312866684613e-05 1.000688251457078051e-05 1.000621892315062125e-05 1.000504050549217929e-05 1.000305080723660082e-05 1.000001290088832386e-05
