TIME void_Ch0_mesh1 void_Ch0_mesh2 void_Ch0_mesh3 void_Ch0_mesh4 void_Ch0_mesh5 void_Ch0_mesh6 void_Ch0_mesh7 void_Ch0_mesh8 void_Ch0_mesh9 void_Ch0_mesh10 void_Ch0_mesh11 void_Ch0_mesh12 void_Ch0_mesh13 void_Ch0_mesh14 void_Ch0_mesh15 
0.000000000000000000e+00 1.020916740795525544e-05 1.020920578480369391e-05 1.020537457823803029e-05 1.020541958024639937e-05 1.020546458972207201e-05 1.020550960677702765e-05 1.020555463144115638e-05 1.020559966373876467e-05 1.020564470369390317e-05 1.020568975133061576e-05 1.020573480667082534e-05 1.020577986973558237e-05 1.020582494054832765e-05 1.020587001914309326e-05 1.020590563867361004e-05
5.000040000000043960e+01 6.245672546206557652e-01 4.962606271895997900e-01 3.565122297785032757e-01 4.662641704585821500e-01 4.797911804380279865e-01 4.834654696798654783e-01 4.858641786033355281e-01 4.881318405511881342e-01 4.904276617166483110e-01 4.927784825507350308e-01 4.951932876008783846e-01 4.976789473064324176e-01 5.002427313121365904e-01 5.028924315188908478e-01 5.055059921932698597e-01
1.000003999999985922e+02 1.466772124617193029e-01 1.508852044206938081e-01 1.565205452782507944e-01 1.607793290306659961e-01 1.648073340792017283e-01 1.686544085402638948e-01 1.723504407840033004e-01 1.759305453526565921e-01 1.793712610186891376e-01 1.828478665186618612e-01 1.857623682177524382e-01 1.905002865022416558e-01 1.877813064840442303e-01 2.152027037788454555e-01 9.514325981782517649e-02
1.502405034099261059e+02 3.191694998845108211e-01 3.377149135866127083e-01 3.505981033014043957e-01 3.640714833009878193e-01 3.769989453206817331e-01 3.893836089931361211e-01 4.011911849733679203e-01 4.124637136666998161e-01 4.229730607979323986e-01 4.335512641319962390e-01 4.412733202630511053e-01 4.565227265133563472e-01 4.438170922286627795e-01 5.224751458474244936e-01 2.045084882059550746e-01
2.004200391960640388e+02 6.885891330801297006e-01 7.125409211696058787e-01 7.168310539271784965e-01 7.261838346993110260e-01 7.352120535353194875e-01 7.426634069948420125e-01 7.517431642641961842e-01 7.564742363081203846e-01 7.678139545821999201e-01 7.656976681191384193e-01 7.865642875855046734e-01 7.653049203684521018e-01 8.168849817587015005e-01 7.407614894478521395e-01 9.675275027482294066e-01
2.553043625042201370e+02 4.995862046258084388e-02 6.066312107572650880e-02 6.648869110544214367e-02 6.953037647848214764e-02 7.319677250438889893e-02 6.718380082930418273e-02 7.017516582367402944e-02 4.379550833074022376e-02 3.096438275668141407e-02 1.069658614997584566e-03 2.368154261323100473e-01 8.974880187907792184e-01 9.884693875538357322e-01 9.901092461930504074e-01 9.901442515996438098e-01
3.053043625042201370e+02 3.743508219382524205e-02 9.398226823947737271e-03 6.538428973535912250e-03 4.925680040371149988e-03 3.428465132760488265e-03 1.944647097934097983e-03 7.994239900500154468e-04 2.383732545936641332e-04 7.063164667087962754e-05 3.122850043796554205e-05 1.388701891414506708e-05 9.984874080849945785e-06 3.521547761723401448e-01 9.275088904859764005e-01 9.894985474008337611e-01
3.553043625042201370e+02 8.382910275805679709e-05 8.220611621532232375e-05 8.141901625971122972e-05 8.227523335281055239e-05 8.583714586281792963e-05 9.376812839227211590e-05 1.083256017443723790e-04 1.322974326747035714e-04 1.688854090843550071e-04 2.224349432856732097e-04 3.032150892013362213e-04 4.480854363400040897e-04 8.241208984344671395e-04 2.470374379721682924e-03 5.020891000625363199e-02
4.053043625042201370e+02 1.475979010321041966e-04 1.113691715895990668e-04 9.249727641481049337e-05 8.188500416790973023e-05 7.496438706435774749e-05 6.923860736261217951e-05 6.335057640167882304e-05 5.665847713707853700e-05 4.905906693844861853e-05 4.087754634666621994e-05 3.272306380436383594e-05 2.527609107667191010e-05 1.907137111398440622e-05 1.442044937806293307e-05 1.003257588822326441e-05
4.553043625042201370e+02 5.791677578884366670e-05 5.454434546976765939e-05 4.881206322235080247e-05 4.328205489441718092e-05 3.758980702436653883e-05 3.187852065587930647e-05 2.641886664269227190e-05 2.151841492190284893e-05 1.743729132463394082e-05 1.432533222327476011e-05 1.219416864307398148e-05 1.092404878047238547e-05 1.029929989714065719e-05 1.006537854803154681e-05 1.000010817545756200e-05
