TIME void_Ch0_mesh1 void_Ch0_mesh2 void_Ch0_mesh3 void_Ch0_mesh4 void_Ch0_mesh5 void_Ch0_mesh6 void_Ch0_mesh7 void_Ch0_mesh8 void_Ch0_mesh9 void_Ch0_mesh10 void_Ch0_mesh11 void_Ch0_mesh12 void_Ch0_mesh13 void_Ch0_mesh14 void_Ch0_mesh15 
0.000000000000000000e+00 1.020916740795525544e-05 1.020920578480369391e-05 1.020537457823803029e-05 1.020541958024639937e-05 1.020546458972207201e-05 1.020550960677702765e-05 1.020555463144115638e-05 1.020559966373876467e-05 1.020564470369390317e-05 1.020568975133061576e-05 1.020573480667082534e-05 1.020577986973558237e-05 1.020582494054832765e-05 1.020587001914309326e-05 1.020590563867361004e-05
5.000040000000043960e+01 2.940586786953853782e-01 2.270124464457991542e-01 1.759400366028358309e-01 2.278279887552085436e-01 2.308613093646031955e-01 2.323947359179376060e-01 2.338503010851677999e-01 2.352523423792370616e-01 2.366017164641738002e-01 2.378988859414749857e-01 2.391443130158390218e-01 2.403384629440173115e-01 2.414818991409833360e-01 2.425755796905724737e-01 2.436114778967555516e-01
1.000003999999985922e+02 1.633717274984097245e-01 1.829322032798374187e-01 1.864046622288985378e-01 1.894029585093705559e-01 1.888883784372679120e-01 1.834751109384755163e-01 1.763185495575113892e-01 1.770931487194881693e-01 1.717370975703045866e-01 1.396947808150122428e-01 1.226135446035029886e-01 1.520046678279384778e-01 2.082965076170803231e-01 2.547884559296071938e-01 8.908568152002675766e-02
1.502405034099261059e+02 1.178687589596996710e-01 1.210802970160668873e-01 1.242703970108357953e-01 1.271141103465269762e-01 1.298661378912839559e-01 1.325399132716761630e-01 1.351191526700257495e-01 1.377414169725757198e-01 1.401583341744592481e-01 1.432101498990438482e-01 1.444187885990769749e-01 1.512609218574481607e-01 1.415036286508875585e-01 1.822472487488711601e-01 4.484938842557038147e-02
2.004200391960640388e+02 2.262468874955319287e-01 2.396080911840669792e-01 2.494909837504144801e-01 2.595053423103659829e-01 2.688424693389653286e-01 2.776558002734769715e-01 2.860829247428467448e-01 2.942575218021488137e-01 3.022425406905114853e-01 3.102138486947613738e-01 3.173950392007998111e-01 3.273194843127249509e-01 3.232745279414868111e-01 3.785462130976216533e-01 1.061512795663242803e-01
2.534293625042201370e+02 2.979024340327787179e-01 3.207761441161451899e-01 3.361266531819953607e-01 3.519930016123948846e-01 3.668422741283570154e-01 3.807935715449222713e-01 3.939361206154223805e-01 4.063739822922455835e-01 4.182553901580881028e-01 4.289698339042591346e-01 4.334834132782837135e-01 4.439113944578237936e-01 4.289564535191806027e-01 5.082133188195354645e-01 7.829375095011470442e-02
3.034293625042201370e+02 5.179114308155549073e-01 5.414078458501379032e-01 5.409676019562476013e-01 5.467777997448576288e-01 5.505944953040562417e-01 5.527084377415009131e-01 5.540960303156997613e-01 5.538648202799105746e-01 5.512048307344977749e-01 5.473666545051862897e-01 5.430128302491928904e-01 5.353051187303284886e-01 5.334387044894814967e-01 5.056823901408917799e-01 6.717199272039798830e-01
3.534293625042201370e+02 8.807298252303753165e-05 8.466495055826502264e-05 7.852775340081359385e-05 6.948888915628432248e-05 5.783615205035381394e-05 4.488818695906139270e-05 3.255670825921172767e-05 2.262178009658990740e-05 1.597634030747947277e-05 1.236648717362387708e-05 1.080612741104721889e-05 1.024299427291119357e-05 1.002035524687982444e-05 4.209833104026803330e-01 9.148926255781935080e-01
4.034293625042201370e+02 1.115444205229344961e-04 1.097134060913456072e-04 1.063557235960663872e-04 1.014911091396416409e-04 9.460643308962742894e-05 8.541325132851579620e-05 7.388200154501409808e-05 6.046420868683363112e-05 4.627209760638491585e-05 3.298623202445815793e-05 2.233156658889510134e-05 1.529909609549653718e-05 1.168265461803105931e-05 1.034493737056534333e-05 1.000293608880442043e-05
4.534293625042201370e+02 2.174925994633725680e-05 1.787235523601940723e-05 1.368991276637405222e-05 1.150474345924976581e-05 1.044128229213142650e-05 1.003535370424771423e-05 9.983178009753548184e-06 9.983150382531718353e-06 9.983128112645996122e-06 9.983106170790689493e-06 9.983084467385521812e-06 9.983062474665044749e-06 9.983037443825356049e-06 9.982989260776235785e-06 9.982908418735586705e-06
5.034293625042201370e+02 4.090552698875452340e-05 2.649041824936336116e-05 1.457863985309655254e-05 1.106171156399466658e-05 1.013159492298519727e-05 9.989263226956010113e-06 9.989228363743851290e-06 9.989217979538752028e-06 9.989209368831090201e-06 9.989200260210716066e-06 9.989190794193986920e-06 9.989180984923911835e-06 9.989170061761277355e-06 9.989141717607450763e-06 9.989045330066391603e-06
5.534293625042200802e+02 1.109853881894247970e-05 1.056459988622608267e-05 1.005790073318291072e-05 9.993868513471027148e-06 9.993833812081882013e-06 9.993832701015647948e-06 9.993830975602256683e-06 9.993826475856882604e-06 9.993823058979224648e-06 9.993818255672636249e-06 9.993811891827590970e-06 9.993803420936405140e-06 9.993791425214665735e-06 9.993760559700118158e-06 9.993667602686158232e-06
6.034293625042200802e+02 1.000087250866512081e-05 9.997195105305185233e-06 9.996638676637444214e-06 9.996634718820971520e-06 9.996631595270123548e-06 9.996626767229478523e-06 9.996619920319895099e-06 9.996609336580635280e-06 9.996598793325487970e-06 9.996586766123999473e-06 9.996573946933715195e-06 9.996560726583846444e-06 9.996546249684412232e-06 9.996516133721616905e-06 9.996425859473402915e-06
6.534293625042200802e+02 9.999310595111625096e-06 9.999229896991751853e-06 9.999239075170622388e-06 9.999215003390756010e-06 9.999192298369558493e-06 9.999168209632736256e-06 9.999143206967945138e-06 9.999115484693736457e-06 9.999091346661859961e-06 9.999068400900542819e-06 9.999047292635026876e-06 9.999027962106429585e-06 9.999007908767514971e-06 9.998962587117275335e-06 9.998817144571208764e-06
7.034293625042200802e+02 1.001848400291962629e-05 1.001838032247337544e-05 1.001820105522120793e-05 1.001800471232001137e-05 1.001779492965501202e-05 1.001755035541629217e-05 1.001723743497475498e-05 1.001680210960919996e-05 1.001616448560780770e-05 1.001520686516521893e-05 1.001378005672907368e-05 1.001170624390403582e-05 1.000879378057236609e-05 1.000487953579022044e-05 1.000001675123354928e-05
7.534293625042200802e+02 1.005965017611435126e-05 1.005917794387052149e-05 1.005808670746860028e-05 1.005671284504927159e-05 1.005491970994455216e-05 1.005261172690392866e-05 1.004969913955928659e-05 1.004610699521927090e-05 1.004178356044686220e-05 1.003670086322073280e-05 1.003085505912665312e-05 1.002425558859783007e-05 1.001691303508673843e-05 1.000883300326140894e-05 1.000003307074346101e-05
8.065543625042200802e+02 1.011230419285981775e-05 1.011005383239375111e-05 1.010549912411123052e-05 1.010048516303752840e-05 1.009477593180281056e-05 1.008836075375371372e-05 1.008123957820903961e-05 1.007342090195531625e-05 1.006491936432490439e-05 1.005575179934008171e-05 1.004593336299286442e-05 1.003546776673561514e-05 1.002433704853157546e-05 1.001251248748849866e-05 1.000004436528893635e-05
8.588043625042200802e+02 1.035428346422953265e-05 1.035035707674464506e-05 1.034248858778239996e-05 1.033434720002381899e-05 1.032550842235161515e-05 1.031592760188983633e-05 1.030548922463168216e-05 1.029392818084175082e-05 1.028068691683528213e-05 1.026468125317864754e-05 1.024394547857960547e-05 1.021506454632471576e-05 1.017214905730613376e-05 1.010524870004757137e-05 1.000041362530978682e-05
