TIME void_Ch0_mesh1 void_Ch0_mesh2 void_Ch0_mesh3 void_Ch0_mesh4 void_Ch0_mesh5 void_Ch0_mesh6 void_Ch0_mesh7 void_Ch0_mesh8 void_Ch0_mesh9 void_Ch0_mesh10 void_Ch0_mesh11 void_Ch0_mesh12 void_Ch0_mesh13 void_Ch0_mesh14 void_Ch0_mesh15 
0.000000000000000000e+00 1.020916740795525544e-05 1.020920578480369391e-05 1.020537457823803029e-05 1.020541958024639937e-05 1.020546458972207201e-05 1.020550960677702765e-05 1.020555463144115638e-05 1.020559966373876467e-05 1.020564470369390317e-05 1.020568975133061576e-05 1.020573480667082534e-05 1.020577986973558237e-05 1.020582494054832765e-05 1.020587001914309326e-05 1.020590563867361004e-05
5.000040000000043960e+01 7.159390599189443538e-01 6.699310055744983616e-01 4.850528616329578546e-01 5.363197568971034279e-01 5.613623374813304645e-01 5.747443497796641543e-01 5.827384444919361250e-01 5.883332252092851045e-01 5.929650774148694792e-01 5.973024217273877889e-01 6.016434350160975164e-01 6.061146938288642927e-01 6.107660715034847199e-01 6.156148514717871834e-01 6.197247905950916680e-01
1.000003999999985922e+02 2.125108941437347243e-01 2.221142956721884054e-01 2.307921811085021091e-01 2.386675665758033194e-01 2.464201063823463211e-01 2.540587060119018914e-01 2.613365933515414685e-01 2.683204779961431141e-01 2.750510808002218921e-01 2.815736776395008079e-01 2.878066226235383440e-01 2.944739162582408754e-01 2.969107606975969205e-01 3.253716639977954905e-01 1.323708771837663334e-01
1.502405034099261059e+02 4.303741700946994708e-01 4.284035105872502913e-01 4.506349056010563459e-01 4.595788065502013908e-01 4.682215826448912210e-01 4.768024946468325531e-01 4.854208650215563470e-01 4.941218638613063541e-01 5.028871274566575345e-01 5.117846376164015831e-01 5.204427775866351524e-01 5.305358790874736830e-01 5.341375365590183000e-01 5.679534171747544491e-01 3.905047922714350861e-01
2.004200391960640388e+02 4.202881366462775659e-01 4.549825722942924533e-01 4.679495000720198528e-01 4.791515741456273680e-01 4.905868085423988334e-01 4.994980737212805777e-01 5.033633650383380065e-01 4.999449521681419428e-01 5.122653369520764333e-01 4.263768291746911077e-01 8.650913475295223254e-01 9.893504885791067904e-01 9.904719908052849187e-01 9.904713896519112826e-01 9.904804716778706775e-01
2.553043625042201370e+02 6.773084155678946172e-02 6.430411166381687360e-02 5.768152131708837588e-02 4.903475851627517312e-02 3.846044849111324854e-02 2.607634280059868692e-02 1.708735820113441509e-02 1.027340751920859802e-02 5.657551572316877296e-03 1.002130763395662645e-05 6.494525570337825737e-01 9.714658553650683537e-01 9.904765590116131335e-01 9.904056136548705647e-01 9.905319439260943382e-01
3.053043625042201370e+02 4.924958006805339739e-02 1.347605035653864827e-03 2.368515551164854932e-04 1.824906176774806381e-04 1.709619442411961020e-04 1.733583062270292242e-04 1.859172052527499521e-04 2.024516722603050172e-04 2.092648050141503592e-04 1.853797860246423485e-04 1.118294838367550739e-04 1.227591705587976505e-05 5.451750885333861429e-01 9.595723000981932760e-01 9.903935823538816408e-01
3.553043625042201370e+02 1.202823406371901651e-04 9.847083743365021358e-05 9.787008367306970357e-05 9.635708165689843238e-05 9.415045325643818530e-05 9.260184518695821129e-05 9.466051693741239597e-05 1.052219202512188703e-04 1.308099033555028560e-04 1.787179196495175667e-04 2.584905682396874006e-04 3.977221126486952065e-04 7.293580339542640343e-04 2.120781570866422678e-03 6.073560666539520175e-02
4.053043625042201370e+02 1.892191774649191896e-04 1.572628974432524430e-04 1.324565733719675336e-04 1.156766674434246749e-04 1.062100146286824761e-04 1.030112909051371308e-04 1.052628922190343544e-04 1.125888415748723986e-04 1.252334984565986540e-04 1.435615334349449280e-04 1.666434880018626712e-04 1.923087726257919337e-04 2.188003903536495022e-04 2.307379462445803412e-04 1.057427138347713173e-05
4.553043625042201370e+02 1.147496154067970640e-04 1.105786140854476642e-04 1.106088792162002741e-04 1.141502260025651559e-04 1.207872190205597663e-04 1.311896110344369496e-04 1.477335833407892912e-04 1.754979887603253148e-04 2.234986432120876845e-04 3.084362450934617335e-04 4.796903161708239069e-04 1.000709182234406618e-03 3.399679535763006511e-03 1.139175786331284891e-02 1.285457049962806797e-01
