TIME T_sat_Ch3_mesh1 T_sat_Ch3_mesh2 T_sat_Ch3_mesh3 T_sat_Ch3_mesh4 T_sat_Ch3_mesh5 T_sat_Ch3_mesh6 T_sat_Ch3_mesh7 T_sat_Ch3_mesh8 T_sat_Ch3_mesh9 T_sat_Ch3_mesh10 T_sat_Ch3_mesh11 T_sat_Ch3_mesh12 T_sat_Ch3_mesh13 T_sat_Ch3_mesh14 T_sat_Ch3_mesh15 
0.000000000000000000e+00 6.201575877715479237e+02 6.201164193919523768e+02 6.200257037979458801e+02 6.199271288847896813e+02 6.198869555901968624e+02 6.197896825328310797e+02 6.196917671347175656e+02 6.195905794354758882e+02 6.195500678227381286e+02 6.194500739561992759e+02 6.193493719504023147e+02 6.192452310443904935e+02 6.192042622654191746e+02 6.190988009624288679e+02 6.190345500401864456e+02
5.000040000000043960e+01 5.645234462903542862e+02 5.645096224105893725e+02 5.644918042149753319e+02 5.644757824562207134e+02 5.644609599847966592e+02 5.644468256842052369e+02 5.644334260288030691e+02 5.644206490354147263e+02 5.644085669942851382e+02 5.643966667681596618e+02 5.643851745600361483e+02 5.643740295633857613e+02 5.643636942371645091e+02 5.643524308795030038e+02 5.643433866954078439e+02
1.000003999999985922e+02 5.532798216783882026e+02 5.532630703725272951e+02 5.532403873207083507e+02 5.532220385146431454e+02 5.532063542415330630e+02 5.531924821263461354e+02 5.531801658182465644e+02 5.531691653594841682e+02 5.531591276487102959e+02 5.531499829805943591e+02 5.531418122899071932e+02 5.531345560498336908e+02 5.531284013723600310e+02 5.531204056803783260e+02 5.531139816106746139e+02
1.502405034099261059e+02 5.143355885039330815e+02 5.143142790956655972e+02 5.142890948696566511e+02 5.142789509908171794e+02 5.142749545688493527e+02 5.142732468237114745e+02 5.142719013006001205e+02 5.142706598428808320e+02 5.142695192133975297e+02 5.142683293776199207e+02 5.142671393620123581e+02 5.142659416921500224e+02 5.142648278226175762e+02 5.142636313456005155e+02 5.142627442703799261e+02
2.004200391960640388e+02 4.477548712904554122e+02 4.476763725545067132e+02 4.475608473408577765e+02 4.474710980835214968e+02 4.474027408174574703e+02 4.473415191150991745e+02 4.473036752828330691e+02 4.472966237495073756e+02 4.472941090627354583e+02 4.472893760628671203e+02 4.472842098160598994e+02 4.472785428068952456e+02 4.472750257936162370e+02 4.472690274602728664e+02 4.472660563050653195e+02
2.553043625042201370e+02 4.438382870697282669e+02 4.437004147174716309e+02 4.435352502628521734e+02 4.433970506533325420e+02 4.432828485666580605e+02 4.431842764658903207e+02 4.430962034174280006e+02 4.430164755867451163e+02 4.429439575765589439e+02 4.428749752895060965e+02 4.428109425319216825e+02 4.427524688085820799e+02 4.427023750356362370e+02 4.426485126130626213e+02 4.426310569366751793e+02
3.053043625042201370e+02 4.416150337505628158e+02 4.414686393459912779e+02 4.412877242649166192e+02 4.411282165736195111e+02 4.409955924524194302e+02 4.408825803621074897e+02 4.407842563579143871e+02 4.406973155879568367e+02 4.406192296332444016e+02 4.405463780090919386e+02 4.404802509499053258e+02 4.404177423730160399e+02 4.403650270889017406e+02 4.403036677732680459e+02 4.402543443233869311e+02
3.553043625042201370e+02 4.413705113043950519e+02 4.412226922844037631e+02 4.410378322276894778e+02 4.408590176313592792e+02 4.406947741697903211e+02 4.405548849940651053e+02 4.404358119183032159e+02 4.403323790689546513e+02 4.402406697598282790e+02 4.401566525860089314e+02 4.400808790813155156e+02 4.400102099994662694e+02 4.399501411062150282e+02 4.398825240436224249e+02 4.398283503525685205e+02
4.053043625042201370e+02 4.465802606012724709e+02 4.464492335322922827e+02 4.462835031380237751e+02 4.461242921121286145e+02 4.459792226806603139e+02 4.458565557300682940e+02 4.457521506905512183e+02 4.456615553448177707e+02 4.455812331484515880e+02 4.455078412276875497e+02 4.454426633548264363e+02 4.453812025309665614e+02 4.453305802801521622e+02 4.452731578165034989e+02 4.452254788256817619e+02
4.553043625042201370e+02 4.465851171114566682e+02 4.464511109522764514e+02 4.462843191810339931e+02 4.461277887733721172e+02 4.459898439008485411e+02 4.458741679299223506e+02 4.457751962587607863e+02 4.456885459315546996e+02 4.456110034858774043e+02 4.455394927021316107e+02 4.454750280348810065e+02 4.454142515112374667e+02 4.453628816769983700e+02 4.453045996439810779e+02 4.452565391478033803e+02
