TIME T_liq_Ch0_mesh1 T_liq_Ch0_mesh2 T_liq_Ch0_mesh3 T_liq_Ch0_mesh4 T_liq_Ch0_mesh5 T_liq_Ch0_mesh6 T_liq_Ch0_mesh7 T_liq_Ch0_mesh8 T_liq_Ch0_mesh9 T_liq_Ch0_mesh10 T_liq_Ch0_mesh11 T_liq_Ch0_mesh12 T_liq_Ch0_mesh13 T_liq_Ch0_mesh14 T_liq_Ch0_mesh15 
0.000000000000000000e+00 5.633138618567938920e+02 5.633135643040105833e+02 5.633395402485977002e+02 5.633392475025744943e+02 5.633389545384151234e+02 5.633386612113804404e+02 5.633383674246804276e+02 5.633380730934350140e+02 5.633377781341517903e+02 5.633374824655181783e+02 5.633371860115869367e+02 5.633368886954215213e+02 5.633365904313077408e+02 5.633362911248646014e+02 5.633360550839380494e+02
5.000040000000043960e+01 5.645968055582793568e+02 5.645948653015065020e+02 5.646013281086192137e+02 5.645859824207299198e+02 5.645720752387920811e+02 5.645593808065804069e+02 5.645474501706755746e+02 5.645359683320327804e+02 5.645247316500425541e+02 5.645135575411852642e+02 5.645020383561460449e+02 5.644885620041682159e+02 5.644661366926113715e+02 5.644084952166257381e+02 5.642777031377132744e+02
1.000003999999985922e+02 5.538985655486910673e+02 5.537599513705364416e+02 5.536881585646530084e+02 5.536386487298667589e+02 5.535980074438668908e+02 5.535615604261604403e+02 5.535275670122091469e+02 5.534952925485598598e+02 5.534643741643208159e+02 5.534345693950344867e+02 5.534058805846738096e+02 5.533772992059691660e+02 5.533539406206459716e+02 5.533070218016699755e+02 5.534666890596225812e+02
1.502405034099261059e+02 5.167212279565819699e+02 5.165100196023624903e+02 5.163656681023720694e+02 5.162854813379324241e+02 5.162324968138696022e+02 5.161910962355999573e+02 5.161550586888236012e+02 5.161218693694422655e+02 5.160904673178004032e+02 5.160603757486840095e+02 5.160312880660248993e+02 5.160028027336585410e+02 5.159759886655174341e+02 5.159461144899015608e+02 5.159417302158163920e+02
2.004200391960640388e+02 4.486613002723517525e+02 4.485894256853922002e+02 4.485014392790253623e+02 4.483983114773324132e+02 4.481492711091064507e+02 4.477031558487763618e+02 4.472337345575624568e+02 4.467467662839546847e+02 4.462439796828609246e+02 4.457171178733220813e+02 4.451602990138561609e+02 4.444800658444915484e+02 4.436541338493839817e+02 4.427420207325226329e+02 4.417244397505469351e+02
2.553043625042201370e+02 4.373198554488586183e+02 4.369694622444486072e+02 4.363109893979988669e+02 4.357135604248826439e+02 4.351637350635499502e+02 4.346671246752198954e+02 4.342107507856135271e+02 4.337765384496854040e+02 4.333370309303944623e+02 4.329250539597566672e+02 4.326025544954537168e+02 4.314376898766632280e+02 4.304982332976078965e+02 4.294500558084427553e+02 4.283453790724938699e+02
3.053043625042201370e+02 4.291925396544265254e+02 4.288114645467150581e+02 4.282470349416217346e+02 4.277172462683936942e+02 4.271804999149661057e+02 4.266287917439007629e+02 4.260585096566983907e+02 4.254759846173538449e+02 4.249038890769655836e+02 4.243831240312181308e+02 4.239573409715341086e+02 4.237077657051562483e+02 4.235812815872365604e+02 4.218163697609326164e+02 4.205269706435148009e+02
3.553043625042201370e+02 4.232156895714807661e+02 4.229580743372899860e+02 4.224986644026278100e+02 4.220459685113552837e+02 4.215994215381588219e+02 4.211882410641429715e+02 4.208465419596025754e+02 4.206077763008154307e+02 4.204971429115086607e+02 4.205178518751974366e+02 4.206199244051384767e+02 4.206649708120150990e+02 4.203457559336637246e+02 4.191908753639960992e+02 4.169758825698330043e+02
4.053043625042201370e+02 4.305775621170117233e+02 4.298866869804097632e+02 4.285781216319323903e+02 4.272354931471303416e+02 4.258819300273702879e+02 4.245777549082569635e+02 4.233591665264175390e+02 4.222434469825057590e+02 4.212419519686021090e+02 4.203782358184774921e+02 4.197049260814368381e+02 4.193067283728386769e+02 4.191668728617266879e+02 4.181745920256981321e+02 4.147930523279317754e+02
4.553043625042201370e+02 4.235735887069490104e+02 4.228690348291937653e+02 4.216827516945587604e+02 4.205438951490100408e+02 4.193938329324133178e+02 4.182383667521932580e+02 4.170877502307789655e+02 4.159551528779987848e+02 4.148558143521478314e+02 4.138060577783061262e+02 4.128169189389651024e+02 4.119037237809577618e+02 4.110609550044737830e+02 4.102250933550015475e+02 4.093476375443368056e+02
5.053043625042201370e+02 4.198588134052029659e+02 4.192193515095880798e+02 4.181509103743379114e+02 4.171615229630215822e+02 4.161995061565469882e+02 4.152681496599700495e+02 4.143707617104646488e+02 4.135118388643638241e+02 4.126984234562951315e+02 4.119401545328509542e+02 4.112463607112710520e+02 4.106292576878500995e+02 4.100934931464720421e+02 4.096236830191553508e+02 4.092113839568785352e+02
5.553043625042200802e+02 4.173144606713529470e+02 4.168025153461102263e+02 4.159711366512750033e+02 4.152259911868263771e+02 4.145223558726407873e+02 4.138599743932525712e+02 4.132365873865999220e+02 4.126478031806868785e+02 4.120876000016223202e+02 4.115490213593753879e+02 4.110248922796096167e+02 4.105135745424282163e+02 4.100163607544253068e+02 4.095312198652057987e+02 4.090647360018888321e+02
6.053043625042200802e+02 4.160739457736190161e+02 4.156771182218569720e+02 4.150391716975381655e+02 4.144592166634754449e+02 4.138968287944276767e+02 4.133479373844259044e+02 4.128086865171560476e+02 4.122756486936797842e+02 4.117460854282800824e+02 4.112178594824958964e+02 4.106894004534287888e+02 4.101627990639663608e+02 4.096412887310131623e+02 4.091245579204801857e+02 4.086164564054156472e+02
6.553043625042200802e+02 4.153794623069152863e+02 4.150224876704237431e+02 4.144438811925955974e+02 4.139038517148046594e+02 4.133676487059897227e+02 4.128337135289903586e+02 4.123007551383295777e+02 4.117677151221172380e+02 4.112338382498750775e+02 4.106984891848996995e+02 4.101612128727715003e+02 4.096239662122232517e+02 4.090891993733439449e+02 4.085566621340120150e+02 4.080286493505741419e+02
7.065543625042200802e+02 4.147273073941494772e+02 4.143800038842470030e+02 4.138145891126031302e+02 4.132820923982498016e+02 4.127496195067857911e+02 4.122165475673967876e+02 4.116823219587401468e+02 4.111464448973642334e+02 4.106085585971538308e+02 4.100682824810401144e+02 4.095253349862159098e+02 4.089812394676059171e+02 4.084377445513906650e+02 4.078945034354225072e+02 4.073528473018117779e+02
7.596793625042200802e+02 4.141073001409074550e+02 4.137593828354931702e+02 4.131969265640224194e+02 4.126658179958764094e+02 4.121331634817822760e+02 4.115985689031874131e+02 4.110616533575399671e+02 4.105220416309639972e+02 4.099794448416658952e+02 4.094334528880253856e+02 4.088836006522676030e+02 4.083309307947843649e+02 4.077765194135606066e+02 4.072189055115828182e+02 4.066547214765682270e+02
8.096793625042200802e+02 4.136619894074120225e+02 4.133173740453725031e+02 4.127536079831315874e+02 4.122186224189035784e+02 4.116788121318221556e+02 4.111326015349338832e+02 4.105780471314263309e+02 4.100130213958966579e+02 4.094357214633796502e+02 4.088452080134985067e+02 4.082422522004488314e+02 4.076307011945199292e+02 4.070153834050488513e+02 4.063987169633642225e+02 4.057810680483829628e+02
8.596793625042200802e+02 4.127033066687512246e+02 4.123402880974048230e+02 4.117453767929113724e+02 4.111759635662995720e+02 4.105980210561688750e+02 4.100118211943830033e+02 4.094178229739748645e+02 4.088165408217408299e+02 4.082085034612885579e+02 4.075940492062442218e+02 4.069731784870882052e+02 4.063452419485645351e+02 4.057035623810896823e+02 4.050240377176390894e+02 4.042518402372901392e+02
9.096793625042200802e+02 4.121651563008801418e+02 4.116901221507779951e+02 4.109885950245100616e+02 4.103763047178517809e+02 4.097590529517401023e+02 4.091209132822432366e+02 4.084548173684059975e+02 4.077523250182543393e+02 4.070050686006026694e+02 4.062070836369146036e+02 4.053581466835218521e+02 4.044674639363283859e+02 4.035527530175327797e+02 4.026350453210665137e+02 4.017329135703390079e+02
9.596793625042200802e+02 4.111673600385675513e+02 4.106877161227794772e+02 4.099351801562749529e+02 4.092201544738626353e+02 4.084750927469195858e+02 4.077004918736406580e+02 4.068993944930981570e+02 4.060768811658279560e+02 4.052394280044317725e+02 4.043935916839130300e+02 4.035447749176354932e+02 4.026970164365366145e+02 4.018514124985672993e+02 4.010053870858558867e+02 4.001556734089929819e+02
1.009679362504220080e+03 4.099328405248890022e+02 4.094365146673758886e+02 4.086169900004310875e+02 4.078379098420564333e+02 4.070454843581185855e+02 4.062425301268293083e+02 4.054314966783231284e+02 4.046140757414491418e+02 4.037911365365971506e+02 4.029626434018957752e+02 4.021279715568271627e+02 4.012870161557160600e+02 4.004393166999115010e+02 3.995831731480120084e+02 3.987176004411055601e+02
1.059679362504220080e+03 4.087459079895513128e+02 4.082473646253704942e+02 4.074099172130390230e+02 4.066217077191809608e+02 4.058253180612624647e+02 4.050209191521329330e+02 4.042084125086250310e+02 4.033874456267676578e+02 4.025575847125501241e+02 4.017182876356922065e+02 4.008691181791869553e+02 4.000106555297727482e+02 3.991435055500010662e+02 3.982673875526696747e+02 3.973829251618089984e+02
1.109679362504220080e+03 4.076665553693035804e+02 4.071621716784622436e+02 4.063152039213181297e+02 4.055179204780221767e+02 4.047114463455343412e+02 4.038954506916360288e+02 4.030696490789902668e+02 4.022337376794874899e+02 4.013874244732060674e+02 4.005302379814328901e+02 3.996615760149670109e+02 3.987814716215521003e+02 3.978896657697113710e+02 3.969849609982241532e+02 3.960672845000058260e+02
1.159679362504220080e+03 4.065700035932260903e+02 4.060578276624752334e+02 4.051964547405918893e+02 4.043836098984647265e+02 4.035603493085436639e+02 4.027262398503667669e+02 4.018809245847443208e+02 4.010240967489709192e+02 4.001556260591545993e+02 3.992755341891227090e+02 3.983842225073130976e+02 3.974833159159101115e+02 3.965747648232087386e+02 3.956599546603561066e+02 3.947410199015960757e+02
1.209679362504220080e+03 4.053501040934590947e+02 4.048283411378375831e+02 4.039485419748414756e+02 4.031160599768278416e+02 4.022731320892182794e+02 4.014199507727456080e+02 4.005570298690788604e+02 3.996851801744976456e+02 3.988055847794908004e+02 3.979196971964752265e+02 3.970293531173041401e+02 3.961374593542498701e+02 3.952471776637631251e+02 3.943612608189870343e+02 3.934835114369619760e+02
1.259679362504220080e+03 4.041550794698043774e+02 4.036232411065140582e+02 4.027306104780880105e+02 4.018873647163945861e+02 4.010372239388248090e+02 4.001813709922489011e+02 3.993212677863419344e+02 3.984584675184787557e+02 3.975944102542517840e+02 3.967298605440307142e+02 3.958643549565745730e+02 3.949961670780202212e+02 3.941212146849643432e+02 3.932335388101939770e+02 3.923304889344034905e+02
1.309679362504220080e+03 4.030706665363689467e+02 4.025380803780582823e+02 4.016488195202553584e+02 4.008109614317578462e+02 3.999694629087363182e+02 3.991243665634147533e+02 3.982752606873042964e+02 3.974212582679461434e+02 3.965613161362034589e+02 3.956946270583190994e+02 3.948212918795642281e+02 3.939432688383767527e+02 3.930632673492777371e+02 3.921831933722060057e+02 3.913045142098908968e+02
