TIME T_liq_Ch0_mesh1 T_liq_Ch0_mesh2 T_liq_Ch0_mesh3 T_liq_Ch0_mesh4 T_liq_Ch0_mesh5 T_liq_Ch0_mesh6 T_liq_Ch0_mesh7 T_liq_Ch0_mesh8 T_liq_Ch0_mesh9 T_liq_Ch0_mesh10 T_liq_Ch0_mesh11 T_liq_Ch0_mesh12 T_liq_Ch0_mesh13 T_liq_Ch0_mesh14 T_liq_Ch0_mesh15 
0.000000000000000000e+00 5.633138618567938920e+02 5.633135643040105833e+02 5.633395402485977002e+02 5.633392475025744943e+02 5.633389545384151234e+02 5.633386612113804404e+02 5.633383674246804276e+02 5.633380730934350140e+02 5.633377781341517903e+02 5.633374824655181783e+02 5.633371860115869367e+02 5.633368886954215213e+02 5.633365904313077408e+02 5.633362911248646014e+02 5.633360550839380494e+02
5.000040000000043960e+01 5.621296569681196615e+02 5.620662968515712237e+02 5.619157951090182905e+02 5.617288065544887559e+02 5.615479694044041707e+02 5.613623116705011853e+02 5.611693015210528301e+02 5.609682442823391284e+02 5.607586101541610333e+02 5.605399562629365846e+02 5.603118354725639847e+02 5.600737736512957099e+02 5.598252610718872120e+02 5.595657460327166746e+02 5.592949524523920672e+02
1.000003999999985922e+02 5.570063950093651783e+02 5.569116065017695973e+02 5.568477143056542218e+02 5.567995251685175617e+02 5.567596690332620710e+02 5.567243733405399553e+02 5.566916954696516768e+02 5.566606229439576055e+02 5.566306297960015854e+02 5.566013899750672635e+02 5.565728824654155460e+02 5.565443380542723162e+02 5.565190072231280283e+02 5.564771106763655553e+02 5.565453203340994150e+02
1.502405034099261059e+02 5.331950750311460752e+02 5.331491800233505955e+02 5.331089028451649483e+02 5.330700664581759156e+02 5.330336970001208101e+02 5.329994161585040047e+02 5.329669943624733151e+02 5.329360294558611031e+02 5.329068443789145704e+02 5.328777574335049394e+02 5.328530550117665143e+02 5.328200233025827401e+02 5.328123499586254184e+02 5.326931443868471661e+02 5.316494116169890276e+02
2.004200391960640388e+02 4.448760263353526625e+02 4.452273256359766833e+02 4.459486973159637841e+02 4.470307193170097548e+02 4.486916870583497712e+02 4.503030377457385498e+02 4.495170144351229169e+02 4.481190942825298293e+02 4.469500159572991151e+02 4.463800288215687146e+02 4.462450293154582255e+02 4.462900499527366946e+02 4.463756121859702262e+02 4.464716502415657828e+02 4.465517125610592188e+02
2.553043625042201370e+02 4.446769287762451768e+02 4.443494548964965816e+02 4.437142171149750993e+02 4.430805813598691429e+02 4.424195025975408271e+02 4.417359176033011749e+02 4.410609088467235210e+02 4.404358236336672121e+02 4.399096725523534133e+02 4.395026318704701680e+02 4.391851956316053815e+02 4.379468625685976235e+02 4.369982316964859024e+02 4.359364547418425673e+02 4.348257654812233000e+02
3.053043625042201370e+02 4.359022242497613888e+02 4.354024337172202763e+02 4.346701207935382172e+02 4.340460535652887870e+02 4.334606295966895573e+02 4.329033190442241903e+02 4.323643033946153764e+02 4.318273609580382981e+02 4.312707294035226369e+02 4.306748821080988705e+02 4.300371698159148650e+02 4.294715980039326269e+02 4.290050319974018862e+02 4.273453887770723441e+02 4.261211308963836473e+02
3.553043625042201370e+02 4.286390623153476440e+02 4.283272253273628394e+02 4.277998832664276847e+02 4.272939839224884508e+02 4.267881378473257996e+02 4.262884335876769910e+02 4.258021359280051001e+02 4.253368855402159170e+02 4.248992263217280652e+02 4.244924913152561885e+02 4.241117749253922398e+02 4.237526006220323325e+02 4.233963223459341521e+02 4.229832110043801094e+02 4.224305740034014889e+02
4.053043625042201370e+02 4.342472739176763525e+02 4.313410162981957114e+02 4.292404406015909899e+02 4.276444093153165227e+02 4.264119253510071417e+02 4.253981513735444651e+02 4.244814851677600700e+02 4.235798628375496833e+02 4.226488412491268036e+02 4.216714168772745097e+02 4.206396828488959727e+02 4.195410450058426477e+02 4.183614757060956890e+02 4.169907534358121097e+02 4.155958970707010849e+02
4.553043625042201370e+02 4.271014687265575844e+02 4.264804801374643830e+02 4.254404142776966182e+02 4.244420925651567131e+02 4.233968350473041937e+02 4.222819456213343301e+02 4.210906154996188206e+02 4.198349445518701373e+02 4.185485953719019108e+02 4.172856238393913486e+02 4.161106433004455312e+02 4.150891838530635596e+02 4.142763097053457955e+02 4.136516778868267465e+02 4.131423571183943864e+02
5.053043625042201370e+02 4.233840612734815636e+02 4.227311654300305577e+02 4.216301790344416531e+02 4.206099517963594963e+02 4.196292988949430196e+02 4.187015862072342998e+02 4.178355358205300831e+02 4.170333540415077209e+02 4.162905111440437622e+02 4.155976225436562572e+02 4.149437520321034185e+02 4.143244654240541536e+02 4.137504076312843040e+02 4.132207350711105391e+02 4.127293444194035033e+02
5.553043625042200802e+02 4.207826524294582669e+02 4.202913653929041971e+02 4.194939507061956760e+02 4.187787456598740619e+02 4.180967189320227817e+02 4.174426658935408909e+02 4.168117595651632996e+02 4.161999320031818570e+02 4.156037407901443430e+02 4.150201684402194360e+02 4.144468065185467367e+02 4.138847138871587958e+02 4.133418795395119218e+02 4.128178899807660400e+02 4.123112392264999357e+02
6.053043625042200802e+02 4.195615090823041555e+02 4.191602058460347280e+02 4.185079521431056264e+02 4.179069895669159109e+02 4.173180532310438480e+02 4.167387696135515398e+02 4.161672302294256269e+02 4.156019508531080646e+02 4.150415700689942469e+02 4.144846325269422209e+02 4.139298855372511525e+02 4.133782130610716763e+02 4.128345606779905665e+02 4.122988043823737598e+02 4.117690199951511545e+02
