TIME T_sat_Ch1_mesh1 T_sat_Ch1_mesh2 T_sat_Ch1_mesh3 T_sat_Ch1_mesh4 T_sat_Ch1_mesh5 T_sat_Ch1_mesh6 T_sat_Ch1_mesh7 T_sat_Ch1_mesh8 T_sat_Ch1_mesh9 T_sat_Ch1_mesh10 T_sat_Ch1_mesh11 T_sat_Ch1_mesh12 T_sat_Ch1_mesh13 T_sat_Ch1_mesh14 T_sat_Ch1_mesh15 
0.000000000000000000e+00 6.201577508435348136e+02 6.201154560771565230e+02 6.200256869340228150e+02 6.199272356863775713e+02 6.198868697618241868e+02 6.197896829874275682e+02 6.196917704582767783e+02 6.195906865304851863e+02 6.195499869164539177e+02 6.194500745966395243e+02 6.193493758701907836e+02 6.192453401632849364e+02 6.192041922614075702e+02 6.190987716049615983e+02 6.190346507473204838e+02
5.000040000000043960e+01 5.662681511077179266e+02 5.662512120064720875e+02 5.662281004404936766e+02 5.662051066407643702e+02 5.661852424837710487e+02 5.661630592354769078e+02 5.661411661658690946e+02 5.661193671823806426e+02 5.661009527891975495e+02 5.660797080961062875e+02 5.660586687923764657e+02 5.660376349727951037e+02 5.660203459441729592e+02 5.659991910427629591e+02 5.659841758112800107e+02
1.000003999999985922e+02 5.626924800679089458e+02 5.626755460052049784e+02 5.626551583035459316e+02 5.626424881414901620e+02 5.626318555465768441e+02 5.626226317069711058e+02 5.626144355392281113e+02 5.626069458882757317e+02 5.625997178706041950e+02 5.625932777602997703e+02 5.625876186103390637e+02 5.625824544339108115e+02 5.625775376872157949e+02 5.625703180098300891e+02 5.625650906583965707e+02
1.502405034099261059e+02 5.568209675013097240e+02 5.568030576195142203e+02 5.567797615987626614e+02 5.567600299364419243e+02 5.567427209930845038e+02 5.567271578202607998e+02 5.567131437077482587e+02 5.567004939520923017e+02 5.566888244021446326e+02 5.566778006460975803e+02 5.566677207065579296e+02 5.566582912737089828e+02 5.566502340742430306e+02 5.566402459341753683e+02 5.566332610121140760e+02
2.004200391960640388e+02 5.399055240824206976e+02 5.398849045594715790e+02 5.398589179377511300e+02 5.398368441854283901e+02 5.398172397982915527e+02 5.397994650680301447e+02 5.397834269558608185e+02 5.397686662196019824e+02 5.397555027058756423e+02 5.397418973075255053e+02 5.397329881001027161e+02 5.397312807505562660e+02 5.397300676719670491e+02 5.397288097693960935e+02 5.397278750326829595e+02
2.553043625042201370e+02 4.924126776030166184e+02 4.923817235731806363e+02 4.923417813286307592e+02 4.923088452828488357e+02 4.922807237329351437e+02 4.922550811762350804e+02 4.922334794475729609e+02 4.922116530537743415e+02 4.921976828011666498e+02 4.921960304169963365e+02 4.921944589123930882e+02 4.921928514470149025e+02 4.921916063628432880e+02 4.921899888050716640e+02 4.921889704225930586e+02
3.053043625042201370e+02 4.548330626311495166e+02 4.547200392794051140e+02 4.545785572596279849e+02 4.544425018462619050e+02 4.543232286388764010e+02 4.542285015727691757e+02 4.541502008238206827e+02 4.540834037545758974e+02 4.540228306682316770e+02 4.539683697393110151e+02 4.539286352273476268e+02 4.538955698713577362e+02 4.538777865801715166e+02 4.538699434694811998e+02 4.538664297639419374e+02
3.553043625042201370e+02 4.461270688185992412e+02 4.459917184772710925e+02 4.458226559371534563e+02 4.456578257131444616e+02 4.454935785642694555e+02 4.453397810568297928e+02 4.452088480698264448e+02 4.450991916530348931e+02 4.450050230259364525e+02 4.449209855754129421e+02 4.448464690816707048e+02 4.447779783488684870e+02 4.447202006849207692e+02 4.446549707410993619e+02 4.446042735541461184e+02
4.053043625042201370e+02 4.498114870946649262e+02 4.496859799496874075e+02 4.495287956554093398e+02 4.493755290055705132e+02 4.492228674055053261e+02 4.490751482890974557e+02 4.489435509060041340e+02 4.488316023469424181e+02 4.487351299645904419e+02 4.486489270288420812e+02 4.485722554058509104e+02 4.485022286436857257e+02 4.484422390722587579e+02 4.483772874759112028e+02 4.483261953564315263e+02
4.553043625042201370e+02 4.530786075382060858e+02 4.529601512504290781e+02 4.528124558572951059e+02 4.526690955694569993e+02 4.525298417771596746e+02 4.524037211679432176e+02 4.522948877471494029e+02 4.521995895011956463e+02 4.521145095759928836e+02 4.520367892265495016e+02 4.519664700651562725e+02 4.519010669851242028e+02 4.518443906390751295e+02 4.517825165782944055e+02 4.517324213918200826e+02
5.053043625042201370e+02 4.561124357077352443e+02 4.560004540964060880e+02 4.558609957412266454e+02 4.557259548843360903e+02 4.555996748193599615e+02 4.554902810857852273e+02 4.553961685807319100e+02 4.553135229748785378e+02 4.552395041352516500e+02 4.551714834452093328e+02 4.551098974857521853e+02 4.550521992163235154e+02 4.550025749800842618e+02 4.549475164747399276e+02 4.549024101711275989e+02
5.553043625042200802e+02 4.569458308958263615e+02 4.568356835249484220e+02 4.566984750276554905e+02 4.565655557371355258e+02 4.564409489165884111e+02 4.563327084594949383e+02 4.562396398900814916e+02 4.561579706072806175e+02 4.560848395938695035e+02 4.560176601355859134e+02 4.559568232601407658e+02 4.558998540600340448e+02 4.558507947942423471e+02 4.557964062904043772e+02 4.557518617209814238e+02
6.053043625042200802e+02 4.571284285299733483e+02 4.570187476797017325e+02 4.568821204230270041e+02 4.567497425997560754e+02 4.566258719302864506e+02 4.565183852636329789e+02 4.564257740447000060e+02 4.563443737534682327e+02 4.562713780699373274e+02 4.562042534109851886e+02 4.561433959502505786e+02 4.560863872963187760e+02 4.560372030970501100e+02 4.559827072213715837e+02 4.559381011210966790e+02
6.565543625042200802e+02 4.570964632030862731e+02 4.569867789445331709e+02 4.568501469892520959e+02 4.567177493726105695e+02 4.565940114408501813e+02 4.564866899075096853e+02 4.563940475504923597e+02 4.563124988702510905e+02 4.562392772816062916e+02 4.561718854576879494e+02 4.561107247523441970e+02 4.560534129764388354e+02 4.560038883751229832e+02 4.559490508735141248e+02 4.559041985338639051e+02
7.065543625042200802e+02 4.569516862855352315e+02 4.568417424498981063e+02 4.567047854312910431e+02 4.565720594158811991e+02 4.564480519084304433e+02 4.563404588507486324e+02 4.562474456903496502e+02 4.561654751266725043e+02 4.560918024579050325e+02 4.560239525007726797e+02 4.559623264300272467e+02 4.559045663017824381e+02 4.558545852811574264e+02 4.557992832896428581e+02 4.557540874343291648e+02
7.565543625042200802e+02 4.567140969706103988e+02 4.566036933009980885e+02 4.564661600748305545e+02 4.563328623054800346e+02 4.562083275306545147e+02 4.561002199687269467e+02 4.560066403504204686e+02 4.559240847942654113e+02 4.558498222970586085e+02 4.557813920075314513e+02 4.557191947013596973e+02 4.556608882430499534e+02 4.556103722509415093e+02 4.555545170126067092e+02 4.555089078096407889e+02
8.065543625042200802e+02 4.564118557830051941e+02 4.563009481984908007e+02 4.561626991448761146e+02 4.560287013366532847e+02 4.559036526870525563e+02 4.557951820849609703e+02 4.557011797452110500e+02 4.556181619377353513e+02 4.555434022111915056e+02 4.554744512132505179e+02 4.554117142626911345e+02 4.553528760278044274e+02 4.553018164760996456e+02 4.552453813936737674e+02 4.551993304981592701e+02
