TIME T_sat_Ch0_mesh1 T_sat_Ch0_mesh2 T_sat_Ch0_mesh3 T_sat_Ch0_mesh4 T_sat_Ch0_mesh5 T_sat_Ch0_mesh6 T_sat_Ch0_mesh7 T_sat_Ch0_mesh8 T_sat_Ch0_mesh9 T_sat_Ch0_mesh10 T_sat_Ch0_mesh11 T_sat_Ch0_mesh12 T_sat_Ch0_mesh13 T_sat_Ch0_mesh14 T_sat_Ch0_mesh15 
0.000000000000000000e+00 6.201713808644612982e+02 6.201622271046205697e+02 6.210822003982642627e+02 6.210714063538197252e+02 6.210606112972823212e+02 6.210498152356034325e+02 6.210390181746327016e+02 6.210282201201152930e+02 6.210174210776899599e+02 6.210066210527384101e+02 6.209958200505026298e+02 6.209850180765640744e+02 6.209742151370194279e+02 6.209634112358642142e+02 6.209548845959586743e+02
5.000040000000043960e+01 5.652915114287429788e+02 5.652792168725795818e+02 5.652820928608106215e+02 5.652650636339311632e+02 5.652490616724362553e+02 5.652332177532052810e+02 5.652175002086835320e+02 5.652019094695092463e+02 5.651864477180479298e+02 5.651711173963451529e+02 5.651559211554139210e+02 5.651408618663904235e+02 5.651259426195149445e+02 5.651111667216390515e+02 5.650996052731109103e+02
1.000003999999985922e+02 5.612822980817097687e+02 5.612640645666590444e+02 5.612412011271146639e+02 5.612190643800947782e+02 5.611969352207939892e+02 5.611748177795359425e+02 5.611527124270430704e+02 5.611306170603015744e+02 5.611085276044029797e+02 5.610864421398470085e+02 5.610643492304213851e+02 5.610422720665125098e+02 5.610201169168672095e+02 5.609981625115256065e+02 5.609803687560754497e+02
1.502405034099261059e+02 5.516882978585506407e+02 5.516698470050218930e+02 5.516470996280961572e+02 5.516253084020703454e+02 5.516038201526839657e+02 5.515826168090959527e+02 5.515616803925028080e+02 5.515409938671853070e+02 5.515205415619864198e+02 5.515003120255239537e+02 5.514802869236231118e+02 5.514604902590053825e+02 5.514407691538604013e+02 5.514217343386426364e+02 5.514051647821618189e+02
2.004200391960640388e+02 5.282685336334054682e+02 5.282469040733975589e+02 5.282207762337694703e+02 5.281957538050235144e+02 5.281713435494280020e+02 5.281475079333338272e+02 5.281242123838503630e+02 5.281014255785804608e+02 5.280791173032589541e+02 5.280572779255272735e+02 5.280357883475323888e+02 5.280145961352283166e+02 5.279933713279256153e+02 5.279728859512803183e+02 5.279549080646745551e+02
2.553043625042201370e+02 4.592177220137268705e+02 4.591681642968641199e+02 4.591412982588338991e+02 4.590690102358897775e+02 4.589879907660147182e+02 4.588931626689999348e+02 4.587804380708182066e+02 4.586534985810510534e+02 4.585555927114960468e+02 4.584988700262859425e+02 4.584686529585075618e+02 4.584544285281663178e+02 4.584487446379996527e+02 4.584451749493361490e+02 4.584426379196764287e+02
3.053043625042201370e+02 4.509908555856127350e+02 4.508687335196844401e+02 4.507181632686721287e+02 4.505689151196546618e+02 4.504191860433631973e+02 4.502689812727348908e+02 4.501183178078092624e+02 4.499672268751030515e+02 4.498157729233731175e+02 4.496641033845626794e+02 4.495127420859978997e+02 4.494243129000742556e+02 4.494143279747941051e+02 4.494128800555952239e+02 4.494118791673549822e+02
3.553043625042201370e+02 4.516155571663815635e+02 4.514938293977891703e+02 4.513416477303309193e+02 4.511928853875112395e+02 4.510436094040488797e+02 4.508938230702648866e+02 4.507435337595380247e+02 4.505927515411644890e+02 4.504414874805158888e+02 4.502897489733617249e+02 4.501375355981918460e+02 4.499848469455329223e+02 4.498317195178528891e+02 4.496793551360173069e+02 4.495673016147164844e+02
4.053043625042201370e+02 4.497770007743931160e+02 4.496504550684749120e+02 4.494933502955632889e+02 4.493388272892959776e+02 4.491838070690603217e+02 4.490282867262538389e+02 4.488722615516626320e+02 4.487157231676503102e+02 4.485586570803924360e+02 4.484010396348251106e+02 4.482428364153356029e+02 4.480840054197425957e+02 4.479245048481234335e+02 4.477643039694724507e+02 4.476373844327958409e+02
4.553043625042201370e+02 4.549793160168221675e+02 4.548641939973193757e+02 4.547203040720966101e+02 4.545796381177590320e+02 4.544384940078748514e+02 4.542968593379912363e+02 4.541547170962742257e+02 4.540120503160420071e+02 4.538688441059058505e+02 4.537250862878069029e+02 4.535807671070289757e+02 4.534358803173095112e+02 4.532904221666419744e+02 4.531443850219986871e+02 4.530287226987491067e+02
5.053043625042201370e+02 4.558650980686554703e+02 4.557515516653357963e+02 4.556097826619399029e+02 4.554710628405129000e+02 4.553318431973006568e+02 4.551921137641129462e+02 4.550518663133327095e+02 4.549110951314256113e+02 4.547697980211181630e+02 4.546279773771270811e+02 4.544856408655596169e+02 4.543428021310623990e+02 4.541994800943499513e+02 4.540556959692573287e+02 4.539419157726047160e+02
5.553043625042200802e+02 4.557389090542582721e+02 4.556247349412674907e+02 4.554822006129936085e+02 4.553427147781123381e+02 4.552027431028587898e+02 4.550622892164030873e+02 4.549213584114799005e+02 4.547799570645622680e+02 4.546380919148193698e+02 4.544957692954308186e+02 4.543529942679392661e+02 4.542097704815959105e+02 4.540661005791711773e+02 4.539219866275795994e+02 4.538079474571621290e+02
6.053043625042200802e+02 4.554423677297847348e+02 4.553273275976327454e+02 4.551837449595687985e+02 4.550432689438748639e+02 4.549023440995910050e+02 4.547609725267049043e+02 4.546191555848436110e+02 4.544768938467262842e+02 4.543341871706016377e+02 4.541910348646079001e+02 4.540474356782689256e+02 4.539033880589220189e+02 4.537588905708555558e+02 4.536139420933898236e+02 4.534992379016250084e+02
6.553043625042200802e+02 4.550622326100364035e+02 4.549462946523994447e+02 4.548016036127249322e+02 4.546600585345560717e+02 4.545180720808922388e+02 4.543756430016188688e+02 4.542327697431338720e+02 4.540894505023267129e+02 4.539456832988074666e+02 4.538014660737483155e+02 4.536567965946150025e+02 4.535116725264552429e+02 4.533660916594308219e+02 4.532200519832001078e+02 4.531044805482895299e+02
7.053043625042200802e+02 4.546372891523022872e+02 4.545203877748523951e+02 4.543744937891439690e+02 4.542317754256192188e+02 4.540886124026248467e+02 4.539450025036674106e+02 4.538009433860931949e+02 4.536564325929026609e+02 4.535114675859969680e+02 4.533660458163718090e+02 4.532201646281617968e+02 4.530738212893776335e+02 4.529270131664619043e+02 4.527797377714368849e+02 4.526631848907354652e+02
7.584293625042200802e+02 4.541006771299193474e+02 4.539825660036011641e+02 4.538351361105051183e+02 4.536909359065040235e+02 4.535462835340106267e+02 4.534011763360027203e+02 4.532556115808887398e+02 4.531095864647797953e+02 4.529630981344122915e+02 4.528161437457455349e+02 4.526687203607843912e+02 4.525208249344088358e+02 4.523724544232036351e+02 4.522236057591167651e+02 4.521058031274610016e+02
8.096793625042200802e+02 4.526668040705617386e+02 4.525455950127520737e+02 4.523942864140247480e+02 4.522462806236925985e+02 4.520977983115511734e+02 4.519488362121310274e+02 4.517993908639245433e+02 4.516494585458578399e+02 4.514990352288684790e+02 4.513481165712250913e+02 4.511966977964119110e+02 4.510447737273964322e+02 4.508923390363027579e+02 4.507393885088015963e+02 4.506183216358036248e+02
8.596793625042200802e+02 4.505356193378367493e+02 4.504096315416527432e+02 4.502522358623797913e+02 4.500983502545779515e+02 4.499439450788938757e+02 4.497890155631969265e+02 4.496335566942603919e+02 4.494775632344695850e+02 4.493210297632616630e+02 4.491639507459599372e+02 4.490063203049571143e+02 4.488481316456995955e+02 4.486893750424384280e+02 4.485300313337986040e+02 4.484038473744638509e+02
9.096793625042200802e+02 4.483835974007311620e+02 4.482556177859444801e+02 4.480936458340906938e+02 4.479340031498925896e+02 4.477732386692732121e+02 4.476118909776422470e+02 4.474499524799116443e+02 4.472874097361235499e+02 4.471242452855169631e+02 4.469604374224404069e+02 4.467959613586816658e+02 4.466307927450862962e+02 4.464649133927207458e+02 4.462983169600934161e+02 4.461663490127518799e+02
9.596793625042200802e+02 4.465237892509266544e+02 4.463912014526883354e+02 4.462232637614802684e+02 4.460576652698318867e+02 4.458908725496733609e+02 4.457234026082508080e+02 4.455552429623613193e+02 4.453863825834972658e+02 4.452168138496750203e+02 4.450465328109177108e+02 4.448755384962776134e+02 4.447038315925381653e+02 4.445314129767320992e+02 4.443582824712461843e+02 4.442211551290241118e+02
1.009679362504220080e+03 4.450243386923916091e+02 4.448864983572896108e+02 4.447126744176867419e+02 4.445416483669777676e+02 4.443696165277294767e+02 4.441968664136228426e+02 4.440233940073458143e+02 4.438491958671583006e+02 4.436742688082188124e+02 4.434986095531216961e+02 4.433222144066264150e+02 4.431450791642226363e+02 4.429671992629603210e+02 4.427885699165155415e+02 4.426470745094029553e+02
1.059679362504220080e+03 4.437289535381578389e+02 4.435857931032549573e+02 4.434062465085123108e+02 4.432303095321545925e+02 4.430536269767243311e+02 4.428761999440700947e+02 4.426980235313544654e+02 4.425190926640193538e+02 4.423394020803373223e+02 4.421589463730131797e+02 4.419777199237531704e+02 4.417957168911817689e+02 4.416129312806807548e+02 4.414293569072846708e+02 4.412839303646946405e+02
1.109679362504220080e+03 4.425253663204813392e+02 4.423781463473586655e+02 4.421939547143951472e+02 4.420136355360003222e+02 4.418325455211836470e+02 4.416506788162755583e+02 4.414680292467634217e+02 4.412845904614166557e+02 4.411003559374944984e+02 4.409153190137830052e+02 4.407294728023940706e+02 4.405428101427036154e+02 4.403553236183199147e+02 4.401670054401516836e+02 4.400178039286967078e+02
1.159679362504220080e+03 4.413501882125337374e+02 4.411992832537672484e+02 4.410106333263685201e+02 4.408259494731249220e+02 4.406404590476294629e+02 4.404541549979628599e+02 4.402670300057104100e+02 4.400790765081601421e+02 4.398902866966485590e+02 4.397006525508678578e+02 4.395101657663325909e+02 4.393188177403105783e+02 4.391265996355638208e+02 4.389335023195699250e+02 4.387804951299050344e+02
1.209679362504220080e+03 4.401396098830580286e+02 4.399849520927431854e+02 4.397916045208337437e+02 4.396023044587234949e+02 4.394121559476212724e+02 4.392211507263572230e+02 4.390292802535379906e+02 4.388365357371542927e+02 4.386429081620916577e+02 4.384483883590219762e+02 4.382529669823805989e+02 4.380566345689667287e+02 4.378593817115427100e+02 4.376611991570844111e+02 4.375041436973729105e+02
1.259679362504220080e+03 4.389793474629227603e+02 4.388209825238759549e+02 4.386229775454828541e+02 4.384290961164292639e+02 4.382343218787316346e+02 4.380386456560798933e+02 4.378420581183960962e+02 4.376445498443407587e+02 4.374461113826665155e+02 4.372467333361036026e+02 4.370464063291436787e+02 4.368451210154573801e+02 4.366428681605412976e+02 4.364396386365759781e+02 4.362785671902065587e+02
