TIME T_sat_Ch0_mesh1 T_sat_Ch0_mesh2 T_sat_Ch0_mesh3 T_sat_Ch0_mesh4 T_sat_Ch0_mesh5 T_sat_Ch0_mesh6 T_sat_Ch0_mesh7 T_sat_Ch0_mesh8 T_sat_Ch0_mesh9 T_sat_Ch0_mesh10 T_sat_Ch0_mesh11 T_sat_Ch0_mesh12 T_sat_Ch0_mesh13 T_sat_Ch0_mesh14 T_sat_Ch0_mesh15 
0.000000000000000000e+00 6.201713808644612982e+02 6.201622271046205697e+02 6.210822003982642627e+02 6.210714063538197252e+02 6.210606112972823212e+02 6.210498152356034325e+02 6.210390181746327016e+02 6.210282201201152930e+02 6.210174210776899599e+02 6.210066210527384101e+02 6.209958200505026298e+02 6.209850180765640744e+02 6.209742151370194279e+02 6.209634112358642142e+02 6.209548845959586743e+02
5.000040000000043960e+01 5.659442987138336321e+02 5.659328129828148803e+02 5.659460274988354058e+02 5.659297707078108033e+02 5.659146029760665897e+02 5.658994933050207692e+02 5.658844089245960731e+02 5.658693479779740301e+02 5.658543099780778221e+02 5.658392945593966488e+02 5.658243014358575920e+02 5.658093304095382337e+02 5.657943813736510492e+02 5.657794543162046921e+02 5.657676894034573252e+02
1.000003999999985922e+02 5.623377721336775039e+02 5.623198103023576095e+02 5.622962813587298569e+02 5.622745894801327040e+02 5.622529379035825059e+02 5.622313230619478190e+02 5.622097418243718039e+02 5.621881915172280060e+02 5.621666695984083617e+02 5.621451750200296829e+02 5.621237028532798377e+02 5.621022656227012249e+02 5.620808100909424638e+02 5.620595420775547382e+02 5.620423323926972898e+02
1.502405034099261059e+02 5.531156558713707909e+02 5.530975017152201190e+02 5.530751123488495296e+02 5.530536579782747140e+02 5.530324809084694380e+02 5.530115597986837201e+02 5.529908795171368183e+02 5.529704286205761719e+02 5.529501970186465769e+02 5.529301766410462733e+02 5.529103524182155525e+02 5.528907426492773993e+02 5.528712133481610635e+02 5.528523128493018248e+02 5.528359180108432156e+02
2.004200391960640388e+02 5.298537357436429147e+02 5.298323636961927150e+02 5.298064706228428804e+02 5.297817538945685101e+02 5.297576540199785313e+02 5.297341443572106527e+02 5.297111967891949007e+02 5.296887809184586331e+02 5.296668650073925164e+02 5.296454262489944540e+02 5.296244110123082010e+02 5.296037842063808512e+02 5.295831073869255761e+02 5.295633341648003807e+02 5.295452908011108093e+02
2.553043625042201370e+02 4.620066978443625771e+02 4.619475832309600491e+02 4.619246156861207737e+02 4.617935942705464072e+02 4.616598907609673006e+02 4.615250884801617417e+02 4.613901076084908937e+02 4.612568159886646981e+02 4.611349310893953088e+02 4.610547928942817180e+02 4.610135274180716465e+02 4.609977109135470528e+02 4.609919268766871028e+02 4.609887260020162216e+02 4.609866656655220822e+02
3.053043625042201370e+02 4.514364046295542607e+02 4.513196945534576230e+02 4.511759758130068576e+02 4.510320364653223919e+02 4.508876338371687780e+02 4.507427210987681292e+02 4.505971161313119637e+02 4.504503571469620624e+02 4.503026057191129894e+02 4.501543698498261961e+02 4.500056182341859881e+02 4.499119512185174017e+02 4.498891708852938791e+02 4.498871404714535629e+02 4.498860636935536377e+02
3.553043625042201370e+02 4.534322535994988357e+02 4.533147615560786221e+02 4.531698896108576378e+02 4.530264026887750219e+02 4.528824552537817567e+02 4.527380531181016750e+02 4.525932022934789529e+02 4.524479069743785544e+02 4.523021684061944825e+02 4.521559847641764804e+02 4.520093540125762956e+02 4.518622792903101981e+02 4.517147748087503487e+02 4.515668428189423480e+02 4.514496437303922676e+02
4.053043625042201370e+02 4.511636233240091656e+02 4.510403881750549431e+02 4.508872346972316905e+02 4.507367793844481412e+02 4.505858493260533351e+02 4.504344381239729955e+02 4.502825366246568137e+02 4.501301311593344963e+02 4.499772020327665700e+02 4.498237224773738490e+02 4.496696596916483486e+02 4.495149793211683118e+02 4.493596531378848340e+02 4.492036674831944083e+02 4.490801130798552094e+02
4.553043625042201370e+02 4.558763239590443277e+02 4.557638464080642393e+02 4.556240942336824560e+02 4.554866572731373822e+02 4.553487653416087255e+02 4.552104042108510953e+02 4.550715571500583110e+02 4.549322075054061543e+02 4.547923393679453170e+02 4.546519372714055294e+02 4.545109860520722123e+02 4.543694726083549540e+02 4.542273897142937926e+02 4.540847389746003273e+02 4.539717757127471032e+02
