TIME T_sat_Ch0_mesh1 T_sat_Ch0_mesh2 T_sat_Ch0_mesh3 T_sat_Ch0_mesh4 T_sat_Ch0_mesh5 T_sat_Ch0_mesh6 T_sat_Ch0_mesh7 T_sat_Ch0_mesh8 T_sat_Ch0_mesh9 T_sat_Ch0_mesh10 T_sat_Ch0_mesh11 T_sat_Ch0_mesh12 T_sat_Ch0_mesh13 T_sat_Ch0_mesh14 T_sat_Ch0_mesh15 
0.000000000000000000e+00 6.201713808644612982e+02 6.201622271046205697e+02 6.210822003982642627e+02 6.210714063538197252e+02 6.210606112972823212e+02 6.210498152356034325e+02 6.210390181746327016e+02 6.210282201201152930e+02 6.210174210776899599e+02 6.210066210527384101e+02 6.209958200505026298e+02 6.209850180765640744e+02 6.209742151370194279e+02 6.209634112358642142e+02 6.209548845959586743e+02
5.000040000000043960e+01 5.641047680529627542e+02 5.640963856714823805e+02 5.640872793504000811e+02 5.640727607576498031e+02 5.640587545720802609e+02 5.640450872178106465e+02 5.640316495040733571e+02 5.640183970171426608e+02 5.640053190906290865e+02 5.639924200884543097e+02 5.639797108854156704e+02 5.639672051746106263e+02 5.639549169133224495e+02 5.639428558048487048e+02 5.639334760737672241e+02
1.000003999999985922e+02 5.546865936469966982e+02 5.546684160566517221e+02 5.546454563479127273e+02 5.546237652305724168e+02 5.546022526827912316e+02 5.545809147610605123e+02 5.545597489636825230e+02 5.545387510470633288e+02 5.545179137527823059e+02 5.544972305527569461e+02 5.544766947696177795e+02 5.544563069043718997e+02 5.544360222424394351e+02 5.544161066135383180e+02 5.543992543634996082e+02
1.502405034099261059e+02 5.262706628180847019e+02 5.262485697140664342e+02 5.262199956866326147e+02 5.261947140769896123e+02 5.261701817530801009e+02 5.261463609907449381e+02 5.261231984838982498e+02 5.261006383701023879e+02 5.260786189597474731e+02 5.260571063208062697e+02 5.260360058333847064e+02 5.260154242028311273e+02 5.259949178491611974e+02 5.259756606853504763e+02 5.259579714808057815e+02
2.004200391960640388e+02 4.518447222426250391e+02 4.517683038219838636e+02 4.516776806112183067e+02 4.515895396930483798e+02 4.515021058118285850e+02 4.514146669800215932e+02 4.513271591023474798e+02 4.512383619924211757e+02 4.511479103488359783e+02 4.510836346684201317e+02 4.510780948426495911e+02 4.510766853133404766e+02 4.510752883576165004e+02 4.510738933674649047e+02 4.510727945108489507e+02
2.553043625042201370e+02 4.468120547970253256e+02 4.466870992348905247e+02 4.465315082606716715e+02 4.463768147474947341e+02 4.462204054154514097e+02 4.460622222600323994e+02 4.459023006341607811e+02 4.457407787228585789e+02 4.455778000858830978e+02 4.454135310094625311e+02 4.452982334285702564e+02 4.452559280942086843e+02 4.452539104179859919e+02 4.452525965647303110e+02 4.452516061348894141e+02
3.053043625042201370e+02 4.436364351347807542e+02 4.434970638463984187e+02 4.433227048690906713e+02 4.431496262404792787e+02 4.429758608911433271e+02 4.428014127939673017e+02 4.426262808603648296e+02 4.424504607073416196e+02 4.422739443832057304e+02 4.420967215043871192e+02 4.419187816215383009e+02 4.417401258533261057e+02 4.416145154315044010e+02 4.415747469348333993e+02 4.415730742820378509e+02
3.553043625042201370e+02 4.432284806963081110e+02 4.430861430867716422e+02 4.429121192817948440e+02 4.427379876052926306e+02 4.425631681544981575e+02 4.423876570723517148e+02 4.422114524944464620e+02 4.420345556637705613e+02 4.418569714873589191e+02 4.416787069192716899e+02 4.414997692310116690e+02 4.413201722436178898e+02 4.411399725042656996e+02 4.409595985520713839e+02 4.408205028690983909e+02
4.053043625042201370e+02 4.486617415734365295e+02 4.485318204063120788e+02 4.483693220709344587e+02 4.482103132397385821e+02 4.480506999611649235e+02 4.478904940130569230e+02 4.477296880032924946e+02 4.475682676850489088e+02 4.474062172744098689e+02 4.472435212238646614e+02 4.470801634157602393e+02 4.469161280232928561e+02 4.467514019379993329e+02 4.465859626346019695e+02 4.464548726653771382e+02
4.553043625042201370e+02 4.484909718224062658e+02 4.483605439841350631e+02 4.481977000646430724e+02 4.480382568008059252e+02 4.478781890998934614e+02 4.477174811076093874e+02 4.475561169172000859e+02 4.473940826629255980e+02 4.472313690341016468e+02 4.470679738933620229e+02 4.469039038959085701e+02 4.467391747195043763e+02 4.465738087925316790e+02 4.464078279591674914e+02 4.462764204378428303e+02
5.053043625042201370e+02 4.483157434547754292e+02 4.481844891053403899e+02 4.480205858335417020e+02 4.478601042527777736e+02 4.476989955805277646e+02 4.475372615445767792e+02 4.473749054422333415e+02 4.472119313731760712e+02 4.470483433222854615e+02 4.468841443601626793e+02 4.467193361872213018e+02 4.465539197157399940e+02 4.463878964800388189e+02 4.462212686182199377e+02 4.460893495793989132e+02
5.553043625042200802e+02 4.479920369685895025e+02 4.478597461640415531e+02 4.476945444657418420e+02 4.475328567146442538e+02 4.473705738740894731e+02 4.472076958494671430e+02 4.470442219125135352e+02 4.468801507511226419e+02 4.467154805362239358e+02 4.465502089825124017e+02 4.463843333981756132e+02 4.462178511022179919e+02 4.460507601226295833e+02 4.458830589197957011e+02 4.457502863839104634e+02
6.053043625042200802e+02 4.474974073400405814e+02 4.473637194085721376e+02 4.471968023068392881e+02 4.470334276564255447e+02 4.468694600314637455e+02 4.467048967068569141e+02 4.465397346681821773e+02 4.463739706513626402e+02 4.462076011561262021e+02 4.460406224328532403e+02 4.458730304697313613e+02 4.457048212433792855e+02 4.455359911359194598e+02 4.453665367728934825e+02 4.452323699186390513e+02
6.584293625042200802e+02 4.467759650814522843e+02 4.466403641128406434e+02 4.464710545740286989e+02 4.463053367266575151e+02 4.461390134592573986e+02 4.459720807754898146e+02 4.458045344816866873e+02 4.456363702126169528e+02 4.454675834508065009e+02 4.452981695316250352e+02 4.451281236505997754e+02 4.449574410487807086e+02 4.447861172570011377e+02 4.446141479130698144e+02 4.444779807067747015e+02
7.096793625042200802e+02 4.459684998744786526e+02 4.458307358090779644e+02 4.456587125045263065e+02 4.454903345066861107e+02 4.453213320672540476e+02 4.451517004653688900e+02 4.449814348426605193e+02 4.448105302174039366e+02 4.446389814950253481e+02 4.444667834665730197e+02 4.442939308122372495e+02 4.441204182490953940e+02 4.439462407049517196e+02 4.437713931727536192e+02 4.436329370646661232e+02
7.596793625042200802e+02 4.447786609279217487e+02 4.446378195414593506e+02 4.444619227723367203e+02 4.442897530592778708e+02 4.441169289288995969e+02 4.439434450637584177e+02 4.437692960244211804e+02 4.435944762545312869e+02 4.434189800775000663e+02 4.432428016608764665e+02 4.430659349462008549e+02 4.428883736443232237e+02 4.427101109611294874e+02 4.425311381972039158e+02 4.423893933401621439e+02
8.096793625042200802e+02 4.430573582305253240e+02 4.429116287099645888e+02 4.427296114002850800e+02 4.425514025685500883e+02 4.423724878187618970e+02 4.421928600850834528e+02 4.420125118735329579e+02 4.418314353215695292e+02 4.416496223588793555e+02 4.414670649395330315e+02 4.412837552663824567e+02 4.410996859521712850e+02 4.409148498619030079e+02 4.407292394244270781e+02 4.405822142347154795e+02
8.596793625042200802e+02 4.409831357329545654e+02 4.408344640057417791e+02 4.406463710823678070e+02 4.404611038323022285e+02 4.402746853837286380e+02 4.400874816213333816e+02 4.398994839691006291e+02 4.397106833485975130e+02 4.395210697518948564e+02 4.393306314946289604e+02 4.391393541396946034e+02 4.389472194120986615e+02 4.387542047751804830e+02 4.385602850144198896e+02 4.384066025472700403e+02
9.096793625042200802e+02 4.395055865341212780e+02 4.393512539143649178e+02 4.391568692733519583e+02 4.389657206472900839e+02 4.387735803803801105e+02 4.385805801929673748e+02 4.383867053168685288e+02 4.381919406609253542e+02 4.379962716277419759e+02 4.377996850540613423e+02 4.376021700519300452e+02 4.374037185366207154e+02 4.372043250965402308e+02 4.370039860199335067e+02 4.368452210036348902e+02
9.596793625042200802e+02 4.383049732447913129e+02 4.381450379746213457e+02 4.379447267059369437e+02 4.377485149321557287e+02 4.375513914855984581e+02 4.373533470727851409e+02 4.371543722318541541e+02 4.369544584714689108e+02 4.367535980785402216e+02 4.365517837885807353e+02 4.363490084053776741e+02 4.361452645470114931e+02 4.359405444836716015e+02 4.357348399439425748e+02 4.355718096105783843e+02
1.009679362504220080e+03 4.373043696068352801e+02 4.371406981302060331e+02 4.369360597353272624e+02 4.367356259368165183e+02 4.365342454243717611e+02 4.363319096997194038e+02 4.361286102008267562e+02 4.359243381825576193e+02 4.357190845853200472e+02 4.355128399403121193e+02 4.353055943349839367e+02 4.350973375250552522e+02 4.348880590657052494e+02 4.346777482741670156e+02 4.345110478633021103e+02
1.059679362504220080e+03 4.363771350402920461e+02 4.362102275588994189e+02 4.360015297832176770e+02 4.357971096635652657e+02 4.355917075721130232e+02 4.353853136884415562e+02 4.351779179015588852e+02 4.349695098513235507e+02 4.347600789798091796e+02 4.345496145969125905e+02 4.343381059675160714e+02 4.341255424844856066e+02 4.339119137790615923e+02 4.336972095597821522e+02 4.335270118547580864e+02
1.109679362504220080e+03 4.354122419513158775e+02 4.352418974855345368e+02 4.350288817997730462e+02 4.348202119713204752e+02 4.346105180356390179e+02 4.343997894270676170e+02 4.341880154929065725e+02 4.339751855309416442e+02 4.337612888025403208e+02 4.335463145251196693e+02 4.333302518609891649e+02 4.331130899812583266e+02 4.328948181082035376e+02 4.326754254318972244e+02 4.325014955718182250e+02
1.159679362504220080e+03 4.343852308016689676e+02 4.342112019037147661e+02 4.339935237525029379e+02 4.337802952971098875e+02 4.335659971238717958e+02 4.333506181741825571e+02 4.331341471756070405e+02 4.329165725368291078e+02 4.326978821551138026e+02 4.324780631226352625e+02 4.322571013673692164e+02 4.320349814081717454e+02 4.318116863246606272e+02 4.315871980828591177e+02 4.314091917345003822e+02
1.209679362504220080e+03 4.333409873519611324e+02 4.331631150378695452e+02 4.329406035389482668e+02 4.327226162307107984e+02 4.325035077189696153e+02 4.322832646292850995e+02 4.320618728401900057e+02 4.318393174617359591e+02 4.316155828989036536e+02 4.313906530187134081e+02 4.311645114219135166e+02 4.309371418382968386e+02 4.307085284475858771e+02 4.304786559100953696e+02 4.302963561251586952e+02
1.259679362504220080e+03 4.323536755124689535e+02 4.321720502026422537e+02 4.319448137334884450e+02 4.317221678181239213e+02 4.314983433257310708e+02 4.312733249711859571e+02 4.310470971847506689e+02 4.308196442610590680e+02 4.305909504952418274e+02 4.303610002799872518e+02 4.301297781608935225e+02 4.298972689187679634e+02 4.296634575822114357e+02 4.294283292599856168e+02 4.292418410098739514e+02
