TIME T_sat_Ch0_mesh1 T_sat_Ch0_mesh2 T_sat_Ch0_mesh3 T_sat_Ch0_mesh4 T_sat_Ch0_mesh5 T_sat_Ch0_mesh6 T_sat_Ch0_mesh7 T_sat_Ch0_mesh8 T_sat_Ch0_mesh9 T_sat_Ch0_mesh10 T_sat_Ch0_mesh11 T_sat_Ch0_mesh12 T_sat_Ch0_mesh13 T_sat_Ch0_mesh14 T_sat_Ch0_mesh15 
0.000000000000000000e+00 6.201713808644612982e+02 6.201622271046205697e+02 6.210822003982642627e+02 6.210714063538197252e+02 6.210606112972823212e+02 6.210498152356034325e+02 6.210390181746327016e+02 6.210282201201152930e+02 6.210174210776899599e+02 6.210066210527384101e+02 6.209958200505026298e+02 6.209850180765640744e+02 6.209742151370194279e+02 6.209634112358642142e+02 6.209548845959586743e+02
5.000040000000043960e+01 5.666155748013676430e+02 5.666005807885223930e+02 5.666306843511709985e+02 5.666115036037335813e+02 5.665928804497459623e+02 5.665743064740948967e+02 5.665557628357870499e+02 5.665372479548566389e+02 5.665187606971310288e+02 5.665002999428534167e+02 5.664818645770378680e+02 5.664634534903686927e+02 5.664450655811373281e+02 5.664266997597906084e+02 5.664122205187725285e+02
1.000003999999985922e+02 5.636616061015162131e+02 5.636431710936310537e+02 5.636200992649637556e+02 5.635978226584094273e+02 5.635756078575893753e+02 5.635534544824492968e+02 5.635313521045942480e+02 5.635092826886738067e+02 5.634872235002241041e+02 5.634651738056627437e+02 5.634431172542841750e+02 5.634211575183378500e+02 5.633991629837046275e+02 5.633776761667479605e+02 5.633603546462875329e+02
1.502405034099261059e+02 5.602771024777539424e+02 5.602586161121928399e+02 5.602355836048577657e+02 5.602132193224430239e+02 5.601908905931489926e+02 5.601686003905634834e+02 5.601463517727593171e+02 5.601241488462962934e+02 5.601019911382303462e+02 5.600798890657956690e+02 5.600578200821996688e+02 5.600358520899851555e+02 5.600138068296572555e+02 5.599921834464020094e+02 5.599745139611417244e+02
2.004200391960640388e+02 5.508466362596041108e+02 5.508280325074156281e+02 5.508051025368345108e+02 5.507830545084877940e+02 5.507612960045782984e+02 5.507398058054473040e+02 5.507185619912656875e+02 5.506975476371704872e+02 5.506767496728152764e+02 5.506561596773804013e+02 5.506357617744147319e+02 5.506155834277885788e+02 5.505954701776654474e+02 5.505760460579855362e+02 5.505590444495348947e+02
2.534293625042201370e+02 5.289921129967051456e+02 5.289691734920349973e+02 5.289412582018949252e+02 5.289146585002049505e+02 5.288886581688885826e+02 5.288632173892526680e+02 5.288383006280613472e+02 5.288138766880904313e+02 5.287899183080635339e+02 5.287664057397626038e+02 5.287431886258995064e+02 5.287202133343823789e+02 5.286970284660179686e+02 5.286750183509925591e+02 5.286537612192403230e+02
3.034293625042201370e+02 4.834851620604885056e+02 4.834518380762451102e+02 4.834114947632846224e+02 4.833715854808023664e+02 4.833318462459855027e+02 4.832921132893189338e+02 4.832522779969929161e+02 4.832122351109194369e+02 4.831717828150082141e+02 4.831307367694532786e+02 4.830890028571861876e+02 4.830464230162786521e+02 4.830030453319051844e+02 4.829581671191153305e+02 4.829238582305108594e+02
3.534293625042201370e+02 4.556598639526899319e+02 4.555459262044411730e+02 4.554054432196452353e+02 4.552671749590110721e+02 4.551289264913838792e+02 4.549906743382076684e+02 4.548523855369550120e+02 4.547140174279412577e+02 4.545755174907851028e+02 4.544368238280819696e+02 4.542978668550407519e+02 4.541585521306495252e+02 4.540187477146984065e+02 4.539213760048102699e+02 4.538887191810376862e+02
4.034293625042201370e+02 4.545982506045486957e+02 4.544831645791660435e+02 4.543433392736343990e+02 4.542027013609018127e+02 4.540615205099095988e+02 4.539197869724160341e+02 4.537774961419257806e+02 4.536346474541061298e+02 4.534912441161179117e+02 4.533472950522561291e+02 4.532028200966773852e+02 4.530578568794892362e+02 4.529124647507653663e+02 4.527667181879785403e+02 4.526514918487093837e+02
4.534293625042201370e+02 4.560220774544648634e+02 4.559091475765742985e+02 4.557684121362526071e+02 4.556305755136188509e+02 4.554923069618703266e+02 4.553535886145580207e+02 4.552144022764170472e+02 4.550747302274397725e+02 4.549345557669605000e+02 4.547938641718716895e+02 4.546526447664637089e+02 4.545108932131808501e+02 4.543686130812602642e+02 4.542258165895501634e+02 4.541127781787200774e+02
