TIME P_Ch1_mesh1 P_Ch1_mesh2 P_Ch1_mesh3 P_Ch1_mesh4 P_Ch1_mesh5 P_Ch1_mesh6 P_Ch1_mesh7 P_Ch1_mesh8 P_Ch1_mesh9 P_Ch1_mesh10 P_Ch1_mesh11 P_Ch1_mesh12 P_Ch1_mesh13 P_Ch1_mesh14 P_Ch1_mesh15 
0.000000000000000000e+00 1.594251139956676215e+07 1.593423691360449605e+07 1.591668563756642491e+07 1.589745410107399896e+07 1.588957419940634258e+07 1.587061461660880782e+07 1.585153118135077134e+07 1.583184828927188925e+07 1.582392867852451466e+07 1.580450006897937320e+07 1.578493724413991533e+07 1.576474585139197297e+07 1.575676533516655304e+07 1.573633358652328886e+07 1.572391626247298717e+07
5.000040000000043960e+01 7.828527854243861511e+06 7.826241532813058235e+06 7.823043923811222427e+06 7.819834860762607306e+06 7.817128769960061647e+06 7.814051699652438983e+06 7.811020308371244930e+06 7.808002598677419126e+06 7.805518454989491031e+06 7.802594595149813220e+06 7.799702784421543591e+06 7.796811030081054196e+06 7.794495273624811321e+06 7.791615769540612586e+06 7.789595163645964116e+06
1.000003999999985922e+02 7.476023740064508282e+06 7.473882576509260572e+06 7.471233274630080909e+06 7.468826216498237103e+06 7.466628148936929181e+06 7.464576315584968776e+06 7.462659891592999920e+06 7.460857047055167146e+06 7.459160638696778566e+06 7.457525665231681429e+06 7.455971377866421826e+06 7.454486405957795680e+06 7.453106555220857263e+06 7.451658814929356799e+06 7.450497452041485347e+06
1.502405034099261059e+02 7.187336839801543392e+06 7.185294712915288284e+06 7.182780032668135129e+06 7.180792673756604083e+06 7.179095067496109754e+06 7.177546514371404424e+06 7.176160468406565487e+06 7.174917609499278478e+06 7.173784951877731830e+06 7.172776187079252675e+06 7.171929808241009712e+06 7.171220854417324066e+06 7.170636450881756842e+06 7.169822593619600870e+06 7.169220299466601573e+06
2.004200391960640388e+02 6.629545238179689273e+06 6.627696231193947606e+06 6.625268164222732186e+06 6.623198067740783095e+06 6.621354119765663520e+06 6.619672742450341582e+06 6.618134697233562358e+06 6.616722654102540575e+06 6.615405173878576607e+06 6.614160534230184741e+06 6.613004605308320373e+06 6.611929164350547828e+06 6.610925658719209954e+06 6.609930700333300978e+06 6.608878376724956557e+06
2.521052693923667221e+02 5.215626837741047144e+06 5.213815789576658048e+06 5.211557359791781753e+06 5.209624812923969701e+06 5.207903146465796046e+06 5.206339908956065774e+06 5.204918989541892894e+06 5.203620001629798673e+06 5.202419960091588087e+06 5.201263741224179976e+06 5.200223642902944237e+06 5.199175641932914965e+06 5.198359427329205908e+06 5.198107630100214854e+06 5.198028016182168387e+06
3.052302693923667221e+02 3.310454510595095810e+06 3.308945435281320475e+06 3.306970867014745250e+06 3.305322992436838802e+06 3.303864265668146778e+06 3.302550638280922547e+06 3.301350771432869136e+06 3.300280935483079404e+06 3.299268590020235162e+06 3.298340792476457078e+06 3.297942902759540360e+06 3.297864318132198881e+06 3.297795375146015547e+06 3.297718914571745321e+06 3.297665538200243842e+06
3.552302693923667221e+02 1.337208714391382178e+06 1.335059004537685774e+06 1.332533966490585357e+06 1.330513170802420005e+06 1.328838145959125599e+06 1.327372432989279507e+06 1.326085950222773943e+06 1.324943484278936405e+06 1.323928414250733098e+06 1.322960550877569476e+06 1.322086180460585048e+06 1.321249967168201925e+06 1.320596078718976583e+06 1.319694399654132081e+06 1.318943163115529111e+06
4.052302693923667221e+02 1.229702631289666053e+06 1.226936922366888961e+06 1.223498875593409175e+06 1.220161641527636210e+06 1.216857657397136558e+06 1.213571532792463200e+06 1.210310401981681585e+06 1.207249949301651912e+06 1.204630112996728159e+06 1.202408695697470568e+06 1.200498274223846383e+06 1.198807542951642536e+06 1.197362206065902486e+06 1.195858692006101832e+06 1.194677027107486734e+06
4.552302693923667221e+02 1.090930482301726704e+06 1.088206036115760682e+06 1.084813532886483474e+06 1.081524282661932753e+06 1.078259011613786919e+06 1.075151162842050660e+06 1.072405971226434922e+06 1.070036628182986286e+06 1.067951854154900881e+06 1.066072290007253643e+06 1.064384893182395492e+06 1.062831591213076608e+06 1.061483925836674403e+06 1.060034725710538216e+06 1.058869907137125032e+06
