TIME P_Ch1_mesh1 P_Ch1_mesh2 P_Ch1_mesh3 P_Ch1_mesh4 P_Ch1_mesh5 P_Ch1_mesh6 P_Ch1_mesh7 P_Ch1_mesh8 P_Ch1_mesh9 P_Ch1_mesh10 P_Ch1_mesh11 P_Ch1_mesh12 P_Ch1_mesh13 P_Ch1_mesh14 P_Ch1_mesh15 
0.000000000000000000e+00 1.594251139956676215e+07 1.593423691360449605e+07 1.591668563756642491e+07 1.589745410107399896e+07 1.588957419940634258e+07 1.587061461660880782e+07 1.585153118135077134e+07 1.583184828927188925e+07 1.582392867852451466e+07 1.580450006897937320e+07 1.578493724413991533e+07 1.576474585139197297e+07 1.575676533516655304e+07 1.573633358652328886e+07 1.572391626247298717e+07
5.000040000000043960e+01 7.583240736788851209e+06 7.581695747632736340e+06 7.579718881423657760e+06 7.577969661951350980e+06 7.576365299460898153e+06 7.574849703853732906e+06 7.573425704912745394e+06 7.572077368939979933e+06 7.570802954227861948e+06 7.569551634650865570e+06 7.568351609200502746e+06 7.567192214162372053e+06 7.566118787035598420e+06 7.564941846447744407e+06 7.563992170219356194e+06
1.000003999999985922e+02 6.303971435663271695e+06 6.302328966552988626e+06 6.300205575551821850e+06 6.298414808197667822e+06 6.296813349560477771e+06 6.295404960087586194e+06 6.294171577500383370e+06 6.293097031606744044e+06 6.292133714616861194e+06 6.291226242870857008e+06 6.290409712064674124e+06 6.289686592107502744e+06 6.289129630578255281e+06 6.288329872869774699e+06 6.287692164080008864e+06
1.502405034099261059e+02 2.785068794494615868e+06 2.785030535672426689e+06 2.784981539337643422e+06 2.784935241663724650e+06 2.784888314043723047e+06 2.784841848335265182e+06 2.784795259986517020e+06 2.784748888594844844e+06 2.784702370837100316e+06 2.784656247578134295e+06 2.784610308003190439e+06 2.784564772920804564e+06 2.784519640704235062e+06 2.784474685590354260e+06 2.784438049401805736e+06
2.004200391960640388e+02 8.402643695668923901e+05 8.383544339499096386e+05 8.359476462953231530e+05 8.340156003969955491e+05 8.324258944291324588e+05 8.311359336532999296e+05 8.300227030754716834e+05 8.294039368028733879e+05 8.293528367582024075e+05 8.292516815743948100e+05 8.291446842722648289e+05 8.290277042278185254e+05 8.289532697544213152e+05 8.288275882020002464e+05 8.287653468461668817e+05
2.553043625042201370e+02 7.827609679213918280e+05 7.800131355034891749e+05 7.768537159895783989e+05 7.743222738707299577e+05 7.722594644923277665e+05 7.704681552198625868e+05 7.689086815903246170e+05 7.675205887068522861e+05 7.662725046817108523e+05 7.650867903892389731e+05 7.640007867802084656e+05 7.629613658814819064e+05 7.621382274200866232e+05 7.612126532838334097e+05 7.603996447807931108e+05
3.053043625042201370e+02 7.550579437787104398e+05 7.523241455271849409e+05 7.489271395841042977e+05 7.458874952090227744e+05 7.433433072105154861e+05 7.411821082964199595e+05 7.393123971496600425e+05 7.376658149107736535e+05 7.361925027112551033e+05 7.348227931631631218e+05 7.335834999889547471e+05 7.324153563199376222e+05 7.314299054399178131e+05 7.302915836647400865e+05 7.293706971615700750e+05
3.553043625042201370e+02 7.571300500465052901e+05 7.544415171725117834e+05 7.510257983843386173e+05 7.477104007041206351e+05 7.446199943989659660e+05 7.419238791369785322e+05 7.396776756939586485e+05 7.378252836473376956e+05 7.362121849109146278e+05 7.347349104798219632e+05 7.334250024119159207e+05 7.322063189692319138e+05 7.312214095642585307e+05 7.300935464800784830e+05 7.291955460644181585e+05
4.053043625042201370e+02 8.028339478670019889e+05 7.999901456384814810e+05 7.965538954266514629e+05 7.934609773131981492e+05 7.908910495613268577e+05 7.887531231735928450e+05 7.869248049925640225e+05 7.853282077135106083e+05 7.839000220707589760e+05 7.825770245924645569e+05 7.813805288885162445e+05 7.802494634786708048e+05 7.792896865519654239e+05 7.781760769261033274e+05 7.772572055020275293e+05
4.553043625042201370e+02 8.360577433940499322e+05 8.333256707386949565e+05 8.299244121022182517e+05 8.268010871124408441e+05 8.241043288213396445e+05 8.218195160746598849e+05 8.198414401737889275e+05 8.181004621959425276e+05 8.165354301988729276e+05 8.150869130170143908e+05 8.137763544159535086e+05 8.125413613684265874e+05 8.114917228460611077e+05 8.103013864879779285e+05 8.093258077024276135e+05
5.053043625042201370e+02 8.424328238604167709e+05 8.396928091424456798e+05 8.362864033097818028e+05 8.330856006696132245e+05 8.302682410058199894e+05 8.279097939690558705e+05 8.258912702996296575e+05 8.241284792353896191e+05 8.225540909233149141e+05 8.211047183468280127e+05 8.198012512713096803e+05 8.185740708559387131e+05 8.175381690306192031e+05 8.163639742752733873e+05 8.153951385893772822e+05
5.553043625042200802e+02 8.377271298098319676e+05 8.349905248803262366e+05 8.315845115259041777e+05 8.283799413280979497e+05 8.255516743883398594e+05 8.231802950301726814e+05 8.211486799203834962e+05 8.193731885269851191e+05 8.177867680176799186e+05 8.163263115535250399e+05 8.150124973334713141e+05 8.137758501853962662e+05 8.127310053638591198e+05 8.115485281158037251e+05 8.105743787408114877e+05
6.053043625042200802e+02 8.277136829460648587e+05 8.249711377671774244e+05 8.215617188605518313e+05 8.183531670396625996e+05 8.155215736087705009e+05 8.131479513842281885e+05 8.111147547916705953e+05 8.093376852794734295e+05 8.077493017025807640e+05 8.062867513236301020e+05 8.049702619279947830e+05 8.037308844783052336e+05 8.026823978717394639e+05 8.014961159135585185e+05 8.005195416681177448e+05
6.553043625042200802e+02 8.144787489386205561e+05 8.117348374749971554e+05 8.083235825530529255e+05 8.051147690279852832e+05 8.022830819903536467e+05 7.999071128458605381e+05 7.978703862632346572e+05 7.960892036034880439e+05 7.944963383736608084e+05 7.930293054112991085e+05 7.917081810125287157e+05 7.904643308046248276e+05 7.894111228006470483e+05 7.882201789282993414e+05 7.872410463722053682e+05
7.065543625042200802e+02 7.994915820280384505e+05 7.967461660121479072e+05 7.933329416859947378e+05 7.901264095044641290e+05 7.872997187467056792e+05 7.849257855628002435e+05 7.828890975152035244e+05 7.811068409791977610e+05 7.795121272336946568e+05 7.780428881280657370e+05 7.767192407242608024e+05 7.754727136054468574e+05 7.744165827566331718e+05 7.732225924486865988e+05 7.722420971416212851e+05
7.596793625042200802e+02 7.804767999125815695e+05 7.777323844206363428e+05 7.743190013513194863e+05 7.711620000185900135e+05 7.684265942314026179e+05 7.661267026241557905e+05 7.641474837428738829e+05 7.624117780446270481e+05 7.608552647935651476e+05 7.594177379984301515e+05 7.581219504684782587e+05 7.568985470945605775e+05 7.558636729341809405e+05 7.546885048712970456e+05 7.537212447826750576e+05
8.096793625042200802e+02 7.486162840081918985e+05 7.458675835814930033e+05 7.424507366273817606e+05 7.392996979577337625e+05 7.365802261597714387e+05 7.342941350485782605e+05 7.323285058356733061e+05 7.306057805840251967e+05 7.290620690439619357e+05 7.276363729139664210e+05 7.263521769181956770e+05 7.251391726500495570e+05 7.241150352952481480e+05 7.229495232332355808e+05 7.219907285457581747e+05
8.596793625042200802e+02 7.171647822234210325e+05 7.144151407691453351e+05 7.109950953038807493e+05 7.078564095058637904e+05 7.051640754744877340e+05 7.029022946225696942e+05 7.009584959285870427e+05 6.992549466080581769e+05 6.977288522077222588e+05 6.963186740141120972e+05 6.950481544767771848e+05 6.938480701844395371e+05 6.928351167313918704e+05 6.916793006944695953e+05 6.907316176969645312e+05
9.096793625042200802e+02 6.911210429343621945e+05 6.883704924725958845e+05 6.849490007036201423e+05 6.818590074066987727e+05 6.792505438737637596e+05 6.770473497924880357e+05 6.751447011015120661e+05 6.734718707179600606e+05 6.719691392863434739e+05 6.705772506302609108e+05 6.693234730073387036e+05 6.681349995941714151e+05 6.671351291926951380e+05 6.659905198694233550e+05 6.650485443037181394e+05
