TIME q_liq_Ch0_mesh1 q_liq_Ch0_mesh2 q_liq_Ch0_mesh3 q_liq_Ch0_mesh4 q_liq_Ch0_mesh5 q_liq_Ch0_mesh6 q_liq_Ch0_mesh7 q_liq_Ch0_mesh8 q_liq_Ch0_mesh9 q_liq_Ch0_mesh10 q_liq_Ch0_mesh11 q_liq_Ch0_mesh12 q_liq_Ch0_mesh13 q_liq_Ch0_mesh14 q_liq_Ch0_mesh15 
0.000000000000000000e+00 -1.937168700749996424e+04 -1.937168700745173192e+04 -1.937168700736622122e+04 -1.937168700728469412e+04 -1.937168700720304332e+04 -1.937168700712117061e+04 -1.937168700703951254e+04 -1.937168700695765074e+04 -1.937168700687565070e+04 -1.937168700679364702e+04 -1.937168700671171609e+04 -1.937168700662943229e+04 -1.937168700654745044e+04 -1.937168700646495563e+04 -1.937168700638284281e+04
5.000040000000043960e+01 -2.040473039261193207e+03 -2.034981646041276008e+03 -2.028785274560156722e+03 -2.023724290361231851e+03 -2.018567750744974774e+03 -2.012942849773434091e+03 -2.007152201042074466e+03 -2.001212524281565265e+03 -1.995121311426652028e+03 -1.988874456798543406e+03 -1.982467150491690063e+03 -1.975893475882979374e+03 -1.969146206711094464e+03 -1.962216378942054689e+03 -1.955092884785381784e+03
1.000003999999985922e+02 3.391600255601638310e+02 3.386004651316401350e+02 3.373341399015921525e+02 3.362394118032316896e+02 3.352247650951612172e+02 3.343105554018648604e+02 3.334443608008210731e+02 3.325401044083232591e+02 3.315271184512905052e+02 3.304377489303695938e+02 3.293587199541688051e+02 3.285799602335397935e+02 3.281673618627842757e+02 3.286165690187113455e+02 3.300767290740354269e+02
1.502405034099261059e+02 1.221556586412698238e+02 1.222559858602151479e+02 1.226382765580386689e+02 1.231447834285036294e+02 1.237398583459615509e+02 1.244346124811327599e+02 1.252337480819709725e+02 1.261282243585617948e+02 1.270951841478387081e+02 1.281062159372708891e+02 1.291273546736550486e+02 1.301552799006786643e+02 1.311236772188028965e+02 1.321974098667134001e+02 1.329802847604530598e+02
2.004200391960640388e+02 3.684444473343618398e+01 1.549530424204783401e+02 1.355665878826440860e+02 9.541559773315701420e+01 1.046278591385389092e+02 1.486084716358029993e+02 2.027440510405791372e+02 2.510318518044535381e+02 2.861383205862225623e+02 3.063728611648641049e+02 3.129888936719051458e+02 3.089559196089810484e+02 2.987200711991421258e+02 2.811550408405972803e+02 2.761822097638196851e+02
2.553043625042201370e+02 -3.379514783032186642e+02 -3.410308668396448297e+02 -3.402761854101332801e+02 -3.425224736542514279e+02 -3.458810085877358347e+02 -3.479895199254470981e+02 -3.465374332733128995e+02 -3.443494135956023001e+02 -3.736148342708524410e+02 -3.800839063797266135e+02 -3.800423492298687620e+02 -3.795553159295023988e+02 -3.790849122682133725e+02 -3.786108545795549389e+02 -3.781273133996049296e+02
3.053043625042201370e+02 -3.693953216775514079e+02 -3.684998628185705343e+02 -3.686429818155080511e+02 -3.687722461485082590e+02 -3.689102923205738307e+02 -3.690571124606900639e+02 -3.692069302126203070e+02 -3.693602626832402507e+02 -3.695483900676100575e+02 -3.698751638892732103e+02 -3.702436642463334238e+02 -3.705654536356324229e+02 -3.753741841039893643e+02 -3.754438086131697219e+02 -3.747996258897595112e+02
3.553043625042201370e+02 -4.310391601346223638e+02 -4.311424175723001326e+02 -4.313194910139877152e+02 -4.314794479399726015e+02 -4.316299454328743082e+02 -4.317685945890614221e+02 -4.318919136053148691e+02 -4.319961763436844535e+02 -4.320793205392768073e+02 -4.321417125553899723e+02 -4.321858905467920522e+02 -4.322207369589952464e+02 -4.322629417686340503e+02 -4.323480198360961708e+02 -3.829642955573229983e+02
4.053043625042201370e+02 -1.384344135080904152e+02 -1.384352119978161397e+02 -1.384388839673794394e+02 -1.384504556327029832e+02 -1.384720885914766484e+02 -1.385073201662712563e+02 -1.385593699804389871e+02 -1.386299018676368178e+02 -1.387187923855849760e+02 -1.388233330719308753e+02 -1.389380301105623516e+02 -1.390581968302136602e+02 -1.391801087934084933e+02 -1.393047842598575130e+02 -1.394343295844881823e+02
4.553043625042201370e+02 -3.152361865192962682e+02 -3.154506810181965761e+02 -3.157955831617614990e+02 -3.162430592977022457e+02 -3.167344781186970977e+02 -3.172198304727432969e+02 -3.176700773299442631e+02 -3.180746187407625598e+02 -3.184350352631060446e+02 -3.187588875162444424e+02 -3.190536193781948668e+02 -3.193230524194170243e+02 -3.195687242380275848e+02 -3.198180544587335703e+02 -3.201684636091131892e+02
5.053043625042201370e+02 -1.063341525764154483e+02 -1.063945200459413485e+02 -1.064990164805498125e+02 -1.065915129639243872e+02 -1.066771725581097598e+02 -1.067550591661190396e+02 -1.068244850984418974e+02 -1.068855142650477887e+02 -1.069394008484115943e+02 -1.069881060704200877e+02 -1.070327654098927184e+02 -1.070736519325771354e+02 -1.071089755921072566e+02 -1.071356880466970551e+02 -1.071507451931562542e+02
