TIME q_liq_Ch0_mesh1 q_liq_Ch0_mesh2 q_liq_Ch0_mesh3 q_liq_Ch0_mesh4 q_liq_Ch0_mesh5 q_liq_Ch0_mesh6 q_liq_Ch0_mesh7 q_liq_Ch0_mesh8 q_liq_Ch0_mesh9 q_liq_Ch0_mesh10 q_liq_Ch0_mesh11 q_liq_Ch0_mesh12 q_liq_Ch0_mesh13 q_liq_Ch0_mesh14 q_liq_Ch0_mesh15 
0.000000000000000000e+00 -1.937168700749996424e+04 -1.937168700745173192e+04 -1.937168700736622122e+04 -1.937168700728469412e+04 -1.937168700720304332e+04 -1.937168700712117061e+04 -1.937168700703951254e+04 -1.937168700695765074e+04 -1.937168700687565070e+04 -1.937168700679364702e+04 -1.937168700671171609e+04 -1.937168700662943229e+04 -1.937168700654745044e+04 -1.937168700646495563e+04 -1.937168700638284281e+04
5.000040000000043960e+01 -3.224066740897110321e+03 -3.222017624106304083e+03 -3.219270480080382640e+03 -3.217066707172985389e+03 -3.214263382587168053e+03 -3.211255038225397129e+03 -3.208073711171743980e+03 -3.204710830498151608e+03 -3.201152875385681909e+03 -3.197383400549021189e+03 -3.193411812445074702e+03 -3.189259979986489270e+03 -3.184922014995914651e+03 -3.180390631109582955e+03 -3.175660496198507644e+03
1.000003999999985922e+02 3.897345090193542205e+02 3.877653394826141948e+02 3.810127728880383984e+02 3.728552624814129786e+02 3.639306925079976622e+02 3.550143922599320945e+02 3.466019152832622012e+02 3.381461103841367049e+02 3.290896493541670793e+02 3.203978306363635511e+02 3.178349245103148633e+02 3.320635302598108183e+02 3.529644959890611062e+02 3.673247237786784467e+02 3.754100354189220070e+02
1.502405034099261059e+02 4.813935853770684048e+01 4.889396253574948759e+01 5.079003876104994220e+01 5.301791071021731483e+01 5.561436353740005245e+01 5.844680649392609695e+01 6.141300956026223190e+01 6.441546585869451746e+01 6.745049831215392544e+01 7.038200555467706465e+01 7.341921082815832733e+01 7.607283768134486479e+01 7.926062839904977864e+01 8.131030113939240778e+01 8.511313888755769597e+01
2.004200391960640388e+02 -3.147755742806419832e+01 -3.516344190519734525e+01 -3.887778089441838603e+01 -3.772396468812372206e+01 -3.451506000629639459e+01 -3.095894627451221837e+01 -2.772392403927803528e+01 -2.489538710866994720e+01 -2.233151497273335906e+01 -1.985452929360484475e+01 -1.730144391803333548e+01 -1.467180733669620629e+01 -1.153336220383324040e+01 -8.775254101873624535e+00 -1.781087626408417002e+00
2.534293625042201370e+02 -1.060865103912475575e+02 -1.062311478471242765e+02 -1.067224287993578002e+02 -1.072883147925623319e+02 -1.077267840932582033e+02 -1.079845749815874569e+02 -1.080658139696910212e+02 -1.080070014329182158e+02 -1.078296004207812331e+02 -1.075658851117059669e+02 -1.069572938726493021e+02 -1.061990996471343749e+02 -1.054095069339783919e+02 -1.045005031065458354e+02 -1.023122302403488817e+02
3.034293625042201370e+02 -2.817100814940490636e+02 -2.905482022663547355e+02 -3.122923669098698838e+02 -3.310904230857277071e+02 -3.497844661392870194e+02 -3.674142726848085658e+02 -3.836452171744104476e+02 -3.984405619823757547e+02 -4.124860357822237802e+02 -4.267779033925883141e+02 -4.425451882951762741e+02 -4.612268825976050266e+02 -4.844570149684229818e+02 -5.148958082673284480e+02 -5.572482477957094034e+02
3.534293625042201370e+02 -3.173705845280931044e+02 -3.168705873476589545e+02 -3.159952734822435332e+02 -3.151855247543215341e+02 -3.144152721261375518e+02 -3.137062569684810001e+02 -3.130801692581889029e+02 -3.125564885663387713e+02 -3.121505270020537068e+02 -3.118624297142928299e+02 -3.116735514656377859e+02 -3.115256721867545480e+02 -3.113169581625160163e+02 -3.110116602024458530e+02 -3.239264177408981027e+02
4.034293625042201370e+02 -3.696613122547422563e+02 -3.699089354496379656e+02 -3.703590547301556057e+02 -3.707964052250294458e+02 -3.712277285746502571e+02 -3.716383751221199532e+02 -3.720127686410939418e+02 -3.723341571568287236e+02 -3.725840491009467996e+02 -3.727420458042959694e+02 -3.727872680793338986e+02 -3.727060884287323006e+02 -3.725127094883133054e+02 -3.722780575190399759e+02 -3.721151928518498835e+02
4.534293625042201370e+02 -1.398327059685715312e+02 -1.398309952911173468e+02 -1.398321447873450722e+02 -1.398441242005863785e+02 -1.398687346286758384e+02 -1.399073642443618724e+02 -1.399593935543956604e+02 -1.400222054896541408e+02 -1.400916875827208230e+02 -1.401626471242777825e+02 -1.402296531234198937e+02 -1.402875691274522012e+02 -1.403322482988619129e+02 -1.403624735015683029e+02 -1.403838360533496257e+02
5.034293625042201370e+02 -7.203573644365063444e+01 -7.207147348371528039e+01 -7.211204213794550810e+01 -7.213289696580095267e+01 -7.214459893154311487e+01 -7.215126916747108510e+01 -7.215442289070615800e+01 -7.215459221242328169e+01 -7.215266750000979812e+01 -7.215065910883775757e+01 -7.215214273419650226e+01 -7.216097014820613254e+01 -7.217772440301718007e+01 -7.219541020211165971e+01 -7.219975281683153412e+01
5.534293625042200802e+02 -8.492847201757967923e+01 -8.493798849563310682e+01 -8.495680564670260537e+01 -8.497335220435934389e+01 -8.498968923158477651e+01 -8.500615119008858755e+01 -8.502257317227355315e+01 -8.503816084226951943e+01 -8.505149688706697475e+01 -8.506068423185311644e+01 -8.506401334167219375e+01 -8.506062002639473008e+01 -8.505096625992175063e+01 -8.503699511116515453e+01 -8.502224357075446903e+01
6.034293625042200802e+02 -8.816685991730315664e+01 -8.817529078382635532e+01 -8.819151130489527191e+01 -8.820419720186558266e+01 -8.821424561076267423e+01 -8.822116128593683015e+01 -8.822468679626491905e+01 -8.822487961906283260e+01 -8.822213569252090792e+01 -8.821706847678616725e+01 -8.821042574345645448e+01 -8.820291715200643523e+01 -8.819510579608179057e+01 -8.818752159794819079e+01 -8.818114903079948874e+01
