TIME q_liq_Ch0_mesh1 q_liq_Ch0_mesh2 q_liq_Ch0_mesh3 q_liq_Ch0_mesh4 q_liq_Ch0_mesh5 q_liq_Ch0_mesh6 q_liq_Ch0_mesh7 q_liq_Ch0_mesh8 q_liq_Ch0_mesh9 q_liq_Ch0_mesh10 q_liq_Ch0_mesh11 q_liq_Ch0_mesh12 q_liq_Ch0_mesh13 q_liq_Ch0_mesh14 q_liq_Ch0_mesh15 
0.000000000000000000e+00 -1.937168700749996424e+04 -1.937168700745173192e+04 -1.937168700736622122e+04 -1.937168700728469412e+04 -1.937168700720304332e+04 -1.937168700712117061e+04 -1.937168700703951254e+04 -1.937168700695765074e+04 -1.937168700687565070e+04 -1.937168700679364702e+04 -1.937168700671171609e+04 -1.937168700662943229e+04 -1.937168700654745044e+04 -1.937168700646495563e+04 -1.937168700638284281e+04
5.000040000000043960e+01 -1.106130790612999408e+04 -1.106128422911123562e+04 -1.106114505865833780e+04 -1.106090176070267808e+04 -1.106061654569056009e+04 -1.106031322423249185e+04 -1.105999023891648176e+04 -1.105964590397500615e+04 -1.105927835986325590e+04 -1.105888557274835330e+04 -1.105846533333551815e+04 -1.105801525360985579e+04 -1.105753276547294809e+04 -1.105701515019244653e+04 -1.105645962242322275e+04
1.000003999999985922e+02 -2.548216249967617387e+03 -2.548246353441692918e+03 -2.548302375690966073e+03 -2.548328021922341577e+03 -2.548330421425877830e+03 -2.548302979066751959e+03 -2.548240818575504363e+03 -2.548138203897512994e+03 -2.547988276992240117e+03 -2.547782983740295549e+03 -2.547512689762049831e+03 -2.547165999995266702e+03 -2.546729413014850707e+03 -2.546186896947133391e+03 -2.545519391770892980e+03
1.502405034099261059e+02 -8.576757779080937780e+02 -8.577776004412191924e+02 -8.580084770750195275e+02 -8.582301817334091538e+02 -8.584558435733672468e+02 -8.586810715845914501e+02 -8.589019833525692320e+02 -8.591133456055264332e+02 -8.593079400429538737e+02 -8.594756954800360518e+02 -8.596025270419788740e+02 -8.596685815062713800e+02 -8.596454733118561080e+02 -8.594915707634877435e+02 -8.591429226319439749e+02
2.004200391960640388e+02 -1.367323861904378646e+02 -1.361158825623314215e+02 -1.361929623285395223e+02 -1.362960280406545621e+02 -1.364202293888604345e+02 -1.365672552331714655e+02 -1.367431781324775670e+02 -1.369579072507206945e+02 -1.372266228991622938e+02 -1.375706210269733276e+02 -1.380121262027060993e+02 -1.385493751736515833e+02 -1.390925655768377851e+02 -1.393793588687517797e+02 -1.390567399187207513e+02
2.553043625042201370e+02 2.038474504741463704e+02 2.039473491764476876e+02 2.040955021830910709e+02 2.042155396564043599e+02 2.043284469302913919e+02 2.044515218268987269e+02 2.046008755657741744e+02 2.047872825435503898e+02 2.050141135391775151e+02 2.052777347974101758e+02 2.055696841095714262e+02 2.058795503022546427e+02 2.061976227883598654e+02 2.065166498897054339e+02 2.068366367084314845e+02
3.053043625042201370e+02 3.228105747826182323e+02 3.129901387271272029e+02 3.161963191485564266e+02 3.199514128246390214e+02 3.214994427279091269e+02 3.219370586392144560e+02 3.220995302918363450e+02 3.223171845225117522e+02 3.226696110329648945e+02 3.231501641079345859e+02 3.237450220390126674e+02 3.244901087996519209e+02 3.255878155818004416e+02 3.276925128861597045e+02 3.322119817651828839e+02
3.565543625042201370e+02 1.135830866701672619e+02 1.139852508797620487e+02 1.163509748751476423e+02 1.189001392336728031e+02 1.211660854235347955e+02 1.229418724898815896e+02 1.242541041677004472e+02 1.252028765649668287e+02 1.259485743224017682e+02 1.265052967221302964e+02 1.271860499317775606e+02 1.275719216637210707e+02 1.287201547152771468e+02 1.288644458190969999e+02 1.308938401698571852e+02
4.065543625042201370e+02 -4.950949597075665309e+01 -5.052743228602844283e+01 -5.152467578575299001e+01 -5.186752594808034900e+01 -5.178037206499030987e+01 -5.138307260174129709e+01 -5.074297126509468114e+01 -4.981084589706227206e+01 -4.862036322978187286e+01 -4.727135564324130002e+01 -4.598899285505603274e+01 -4.406112829975868550e+01 -4.240380376625786596e+01 -3.893883402167033836e+01 -3.597187388151995435e+01
4.565543625042201370e+02 -3.354831102530715725e+01 -3.419361853372088689e+01 -3.541268591060377702e+01 -3.656150258486460558e+01 -3.760619659824505590e+01 -3.851556570781158939e+01 -3.930559898303329192e+01 -3.990737798025556771e+01 -4.031147390856916246e+01 -4.067529199580230426e+01 -4.095701173518673954e+01 -4.116549030163759681e+01 -4.120120174835529525e+01 -4.113957680574266362e+01 -4.167674779905857463e+01
