TIME q_liq_Ch0_mesh1 q_liq_Ch0_mesh2 q_liq_Ch0_mesh3 q_liq_Ch0_mesh4 q_liq_Ch0_mesh5 q_liq_Ch0_mesh6 q_liq_Ch0_mesh7 q_liq_Ch0_mesh8 q_liq_Ch0_mesh9 q_liq_Ch0_mesh10 q_liq_Ch0_mesh11 q_liq_Ch0_mesh12 q_liq_Ch0_mesh13 q_liq_Ch0_mesh14 q_liq_Ch0_mesh15 
0.000000000000000000e+00 -1.937168700749996424e+04 -1.937168700745173192e+04 -1.937168700736622122e+04 -1.937168700728469412e+04 -1.937168700720304332e+04 -1.937168700712117061e+04 -1.937168700703951254e+04 -1.937168700695765074e+04 -1.937168700687565070e+04 -1.937168700679364702e+04 -1.937168700671171609e+04 -1.937168700662943229e+04 -1.937168700654745044e+04 -1.937168700646495563e+04 -1.937168700638284281e+04
5.000040000000043960e+01 -1.691851730494176991e+03 -1.686018991634880194e+03 -1.678267478156029711e+03 -1.671533560723858955e+03 -1.666071844198139615e+03 -1.659988495133949300e+03 -1.653695082210986584e+03 -1.647255662772850201e+03 -1.640677325442084339e+03 -1.633961958633441100e+03 -1.627111614754067432e+03 -1.620127496633977444e+03 -1.613008046840452153e+03 -1.605746570465873901e+03 -1.598329235799755452e+03
1.000003999999985922e+02 4.699083730852349277e+02 4.678844259350569246e+02 4.646208552677078956e+02 4.625130621614372899e+02 4.608200226588343753e+02 4.593804793860324480e+02 4.581517383891899158e+02 4.571320242530422320e+02 4.562917171462694910e+02 4.555735556607810395e+02 4.548649183275101109e+02 4.541561949226650654e+02 4.532126004480214760e+02 4.526114455204632350e+02 4.510089917494904626e+02
1.502405034099261059e+02 1.422960852748943807e+02 1.426619075275548312e+02 1.433961971237381761e+02 1.440029077762392262e+02 1.445252405760147383e+02 1.449755323393421236e+02 1.453806104171233642e+02 1.457735647812477566e+02 1.461881275629239383e+02 1.466539751413462795e+02 1.471965494012673616e+02 1.478201526692126038e+02 1.485828961084451691e+02 1.492727407452098589e+02 1.506119024396866735e+02
2.004200391960640388e+02 1.928691188769896598e+02 1.957376001181216054e+02 2.050323004158515232e+02 2.133669602719738236e+02 2.225170614895586141e+02 2.319794156075318767e+02 2.412688548391394363e+02 2.500764398673167932e+02 2.583091116031652064e+02 2.659223855448815357e+02 2.728572190133100435e+02 2.796989209392081648e+02 2.851861017352231897e+02 2.933878409701945884e+02 2.932399250777202155e+02
2.553043625042201370e+02 -2.824074676791245224e+02 -2.817325011657838445e+02 -2.808909571142116874e+02 -2.801333913349431555e+02 -2.794452702121861876e+02 -2.788841931197956114e+02 -2.788592538484393799e+02 -2.785210035049425983e+02 -2.783056730514632591e+02 -2.782209682856926065e+02 -3.568011946520772995e+02 -3.704381693281282537e+02 -3.702410615389529767e+02 -3.697993881484709391e+02 -3.693306681155984279e+02
3.053043625042201370e+02 -3.427931920799073282e+02 -3.429437494629106595e+02 -3.450179353869168608e+02 -3.479949482993409902e+02 -3.521236577376755008e+02 -3.567227706017499713e+02 -3.608205406936046415e+02 -3.627112372571405672e+02 -3.636330657864396585e+02 -3.639515033780037356e+02 -3.640909434652498362e+02 -3.640656907059751575e+02 -3.629666728780861149e+02 -3.743007078936103085e+02 -3.797843465546798711e+02
3.553043625042201370e+02 -2.905191184317645252e+02 -2.905274089325441764e+02 -2.905393035417901046e+02 -2.905417716952727574e+02 -2.905391840563565893e+02 -2.905372177860097054e+02 -2.905447708703620719e+02 -2.905735883896752512e+02 -2.906369362426600560e+02 -2.907467596939139298e+02 -2.908983977403201493e+02 -2.910948656229469407e+02 -2.913151555875325585e+02 -2.915011045510356098e+02 -2.914725180043088244e+02
4.053043625042201370e+02 -6.928868481201035934e+01 -6.943369862220907862e+01 -6.944941808850209952e+01 -6.945410310737041470e+01 -6.946198136351104324e+01 -6.947523086889168553e+01 -6.949378744469683511e+01 -6.951701807036533864e+01 -6.954482979225595329e+01 -6.957614930963623578e+01 -6.960334607459336098e+01 -6.963113173204962436e+01 -6.966080373398176562e+01 -6.969332286637015272e+01 -6.971530631609070383e+01
4.553043625042201370e+02 -8.089452141747291591e+01 -8.092044857997939289e+01 -8.096211440854750663e+01 -8.099868949574536714e+01 -8.103477764108137649e+01 -8.107099107922834946e+01 -8.110702156217877246e+01 -8.114256316503110611e+01 -8.117850310840023553e+01 -8.121638034719367738e+01 -8.125402953440554654e+01 -8.128984522894072029e+01 -8.131813790691811050e+01 -8.133243852454131684e+01 -8.133014693088816216e+01
