TIME q_liq_Ch1_mesh1 q_liq_Ch1_mesh2 q_liq_Ch1_mesh3 q_liq_Ch1_mesh4 q_liq_Ch1_mesh5 q_liq_Ch1_mesh6 q_liq_Ch1_mesh7 q_liq_Ch1_mesh8 q_liq_Ch1_mesh9 q_liq_Ch1_mesh10 q_liq_Ch1_mesh11 q_liq_Ch1_mesh12 q_liq_Ch1_mesh13 q_liq_Ch1_mesh14 q_liq_Ch1_mesh15 
0.000000000000000000e+00 2.364158400880672161e+03 2.364158400886034087e+03 2.398336312431128135e+03 2.411054246862438049e+03 2.398098593016696213e+03 2.410050902249492538e+03 2.409720250522476817e+03 2.407218048270053259e+03 2.393790002230632581e+03 2.405903413596198789e+03 2.405477603839361109e+03 2.402873706546513404e+03 2.389109066575174893e+03 2.401093100582284933e+03 2.410004355028662758e+03
5.000040000000043960e+01 3.174306586998573039e+02 3.176163899802203332e+02 3.228984425626997563e+02 3.251021503821053216e+02 3.262885258079494406e+02 3.250560143643020865e+02 3.248249015498853396e+02 3.249647818261693146e+02 3.267737571070006766e+02 3.246416002711688407e+02 3.240949341151424505e+02 3.242649457921707494e+02 3.263730742056965823e+02 3.235013191338187539e+02 3.229719603003431985e+02
1.000003999999985922e+02 -5.970926658784319585e+01 -5.908195925626935008e+01 -6.880847194160689639e+01 -6.263386394940635427e+01 -5.172070744471628245e+01 -4.092636389515844542e+01 -2.743132666432331845e+01 -1.476264900677011482e+01 -1.770565483778791860e+00 4.108359308481078997e+00 1.108697069935784540e+01 1.601023312999673820e+01 1.647973410643755798e+01 8.796693872905541056e+00 -5.611381794400948309e+00
1.502405034099261059e+02 4.100570312773247572e+00 3.334392181196426552e+00 5.297640378449568033e+00 6.486548979759366951e+00 -4.305691317306650667e+00 -1.731757875335796726e+01 -3.459171979713115519e+01 -5.367144967120532328e+01 -7.266892836195636107e+01 -8.545801867961137077e+01 -1.036653564138156014e+02 -1.198192526913192921e+02 -1.386606033954468273e+02 -1.187856058856867634e+02 -7.815941007499704085e+01
2.004200391960640388e+02 1.307942411263542937e+01 1.313517294807961378e+01 1.665636193595881664e+01 1.506767745513180223e+01 6.070157318066184082e+00 9.043010606137066532e+00 6.039495122339519462e+00 4.783994859837319424e+00 3.371677701223928292e+00 2.471641327872524663e+00 -2.181315483844351881e-05 1.698153463418370453e-04 6.302358602596746249e-04 1.105671985528112371e-03 -6.341424244761488527e-02
2.553043625042201370e+02 1.593153189629109079e+01 1.491537821631690264e+01 2.630832717735119175e+01 1.409525861211641029e+01 6.640403092618286429e+00 9.114586359610875377e+00 -5.936415230850432267e-02 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
3.053043625042201370e+02 5.033934349469940628e+01 5.033982939079429997e+01 5.283949084006320618e+01 5.955952383173837461e+01 6.879274675210972134e+01 4.082396755095329866e+01 4.235216406577742276e+01 4.851265889023301270e+01 5.352043233056903659e+01 4.992946387613211101e+01 5.155515977032236918e+01 5.497377138542586295e+01 5.468734373473496646e+01 4.831907259449708647e+01 4.318631026168398535e+01
3.553043625042201370e+02 5.100160568474596801e+01 5.100472476088567930e+01 5.219044394260963315e+01 5.405269289948833489e+01 5.519898461425747627e+01 5.676200186988333485e+01 5.673757100080695182e+01 5.336725010962843641e+01 4.459338360988276406e+01 3.611965033263911806e+01 2.866207840985875066e+01 2.200454774742948771e+01 1.509024452966117913e+01 1.190034512334812433e+01 4.680991425136320494e+00
4.053043625042201370e+02 2.244866242312862781e+01 2.244960533961459959e+01 2.341047557987720751e+01 2.469772395650252861e+01 2.572900282327490729e+01 3.400969452155792538e+01 4.383061270246110297e+01 4.601515208343736418e+01 4.534617606633064923e+01 4.498738401586351898e+01 4.332276638473840791e+01 4.179577048403879758e+01 3.973827458649428479e+01 3.787258814754452629e+01 3.600148238917117283e+01
4.553043625042201370e+02 1.983210792316044646e+01 1.983337502652122808e+01 2.016686549931849015e+01 2.075287949208437865e+01 2.488311994355197498e+01 3.456232418062570844e+01 3.586056913454404338e+01 2.894787556862941713e+01 2.272605206064744010e+01 1.722244715720934849e+01 1.002008479456172729e+01 4.378165591150124492e+00 -1.195720142378205786e+00 -5.971627898379242794e+00 -4.902333477740649315e+00
5.053043625042201370e+02 2.532940137044264972e+01 2.533113743288746988e+01 2.595333046354419437e+01 2.698714022417409453e+01 2.755556539596335952e+01 3.088488966737239849e+01 3.151185358841237161e+01 2.454378493419724450e+01 1.952056323424422146e+01 1.545930892307905502e+01 9.389959159743867190e+00 5.032968519358038684e+00 8.817406460702889026e-01 -3.158160799901337690e+00 -5.268323470562463751e-02
5.553043625042200802e+02 2.617813242818784758e+01 2.617903196270707511e+01 2.677770919084810686e+01 2.781049956280323343e+01 2.838952699769363264e+01 3.175277090051646667e+01 3.181112386879176412e+01 2.494255165282086395e+01 1.990564407786697387e+01 1.583751584589716899e+01 9.786788039367001701e+00 5.420668365316470449e+00 1.310336745407044923e+00 -2.820568977971064761e+00 8.501251620146357268e-01
6.053043625042200802e+02 2.632722166788932228e+01 2.632751073469436420e+01 2.691912141638959355e+01 2.799048135488071765e+01 2.848926088971914083e+01 3.206827564582689405e+01 3.165681843586230926e+01 2.481791151528889827e+01 1.982634733088666934e+01 1.576269034400313096e+01 9.740687450949982562e+00 5.389773049898484381e+00 1.314590391829962845e+00 -2.822018922583281686e+00 1.064300621217244780e+00
6.553043625042200802e+02 2.637315682663835759e+01 2.637319856932048978e+01 2.693909101685133578e+01 2.798029158778122749e+01 2.853799006878359279e+01 3.232370073728138493e+01 3.152375482164780607e+01 2.469668221175656697e+01 1.973375957502222988e+01 1.566359619142630599e+01 9.659865317192670275e+00 5.317134044224766320e+00 1.255910259137931639e+00 -2.871150886823896187e+00 1.081937767877061640e+00
7.053043625042200802e+02 2.631821266013090010e+01 2.631807368056465890e+01 2.684642800010568564e+01 2.767198856330577073e+01 2.905122075536153403e+01 3.299602471103293055e+01 3.131054368146226352e+01 2.460020527976905669e+01 1.962829183343768236e+01 1.557111368182808242e+01 9.586141693902943572e+00 5.260471346247345359e+00 1.210893032998330510e+00 -2.896608659938581187e+00 1.084571319910401677e+00
7.553043625042200802e+02 2.608776086785994153e+01 2.608757191874293113e+01 2.660640414118772767e+01 2.733782633704127818e+01 2.927863551472708536e+01 3.315678703374302216e+01 3.100262864409479491e+01 2.434971276647855731e+01 1.939963392670955145e+01 1.537595960493473335e+01 9.419168395056038534e+00 5.127628078634708153e+00 1.094865250294059011e+00 -2.971038539884601093e+00 9.945690651521339465e-01
8.084293625042200802e+02 2.477003296584323166e+01 2.477048767580583899e+01 2.528561696289690985e+01 2.606423371489393404e+01 2.832689370947669616e+01 3.289979375844195886e+01 2.818449007232113246e+01 2.235626343404044292e+01 1.792504862100473773e+01 1.419328028374114581e+01 8.730326101117119819e+00 4.750369629043981412e+00 1.115800921509764398e+00 -2.656243182936070202e+00 9.911012321261618574e-01
