TIME T_liq_Ch2_mesh1 T_liq_Ch2_mesh2 T_liq_Ch2_mesh3 T_liq_Ch2_mesh4 T_liq_Ch2_mesh5 T_liq_Ch2_mesh6 T_liq_Ch2_mesh7 T_liq_Ch2_mesh8 T_liq_Ch2_mesh9 T_liq_Ch2_mesh10 T_liq_Ch2_mesh11 T_liq_Ch2_mesh12 T_liq_Ch2_mesh13 T_liq_Ch2_mesh14 T_liq_Ch2_mesh15 
0.000000000000000000e+00 5.633130971486292538e+02 5.633119182316188471e+02 5.655153442035178841e+02 5.695578052082852309e+02 5.735080778572950067e+02 5.772105155461604227e+02 5.807099917086209189e+02 5.840769375034496989e+02 5.873844770140968876e+02 5.905327079087290940e+02 5.936075557268080729e+02 5.967037618846469513e+02 5.998809022801405035e+02 6.016245992938282825e+02 6.016182959754569310e+02
5.000040000000043960e+01 5.647872879410931546e+02 5.647676965715427286e+02 5.647626274279695053e+02 5.647572768322909269e+02 5.647381736375236869e+02 5.647121583959221880e+02 5.646865320989888914e+02 5.646628862870635430e+02 5.646449892370884527e+02 5.646255388504941948e+02 5.646076653657847828e+02 5.645915418509043775e+02 5.645782609825034797e+02 5.645574137356603615e+02 5.645292326604222808e+02
1.000003999999985922e+02 5.549996798318087485e+02 5.553617920338580234e+02 5.550822558838575560e+02 5.549726184478680580e+02 5.549109207201033769e+02 5.548649415006942718e+02 5.548276269464117831e+02 5.548021199009247084e+02 5.547872588183737435e+02 5.547727301326485758e+02 5.547570354211463837e+02 5.547451868145640219e+02 5.547331496752203748e+02 5.547470731866802680e+02 5.546827351325301834e+02
1.502405034099261059e+02 5.245584338479529833e+02 5.251723659422799528e+02 5.247469421492453421e+02 5.245668944260620492e+02 5.244701699870872744e+02 5.244112625293250858e+02 5.243650471221111502e+02 5.243373137172494580e+02 5.243320753054032366e+02 5.243095552909433081e+02 5.242671362850321657e+02 5.242407305189739191e+02 5.242027397656167977e+02 5.241866373597182474e+02 5.240477492227099674e+02
2.004200391960640388e+02 4.509976366384360631e+02 4.508673298011284487e+02 4.507510586222200004e+02 4.506668040370412314e+02 4.505862675434869402e+02 4.505371427547627832e+02 4.505463436089609672e+02 4.504094077332212009e+02 4.504064052095799298e+02 4.504019624658955649e+02 4.503973302867087796e+02 4.503923502885882044e+02 4.503892179507521405e+02 4.503840286228835907e+02 4.503814457897729540e+02
2.553043625042201370e+02 4.448421473375836968e+02 4.449003325007102490e+02 4.450729760082542157e+02 4.450596919774274056e+02 4.449448777968337936e+02 4.448351150583401932e+02 4.447874018925564883e+02 4.447426981403778541e+02 4.447009721563184144e+02 4.446463992689241991e+02 4.446232636486832916e+02 4.446052201828821921e+02 4.446317349875910168e+02 4.445882049428680602e+02 4.442465913825254233e+02
3.053043625042201370e+02 4.396134473313779267e+02 4.401379636075930080e+02 4.419536819859719117e+02 4.423300989357049957e+02 4.423050905986955286e+02 4.422096199980119877e+02 4.421146981115246604e+02 4.420293664608716426e+02 4.419531199756052047e+02 4.418813352166312143e+02 4.418159421496646928e+02 4.417548289483401618e+02 4.417029760055730776e+02 4.416309121090786789e+02 4.415380065889640946e+02
3.553043625042201370e+02 4.336722014302163188e+02 4.342095216311416834e+02 4.372090914262008141e+02 4.408037976654185286e+02 4.415356687672291969e+02 4.415744190132725180e+02 4.414906523801587355e+02 4.413950594593090386e+02 4.413078671660469467e+02 4.412274086645398938e+02 4.411549247508967824e+02 4.410876271219534033e+02 4.410318801554581114e+02 4.409527570484743251e+02 4.408842823643226438e+02
4.053043625042201370e+02 4.333115239985464768e+02 4.351988624221792747e+02 4.401399591279997594e+02 4.450044968656879405e+02 4.465087738519241611e+02 4.466652836959428896e+02 4.466181535591485385e+02 4.465395640411329055e+02 4.464666917458561670e+02 4.463972667984871805e+02 4.463435127966114351e+02 4.462812769226582645e+02 4.462447612294194528e+02 4.460657280355710554e+02 4.451205336067924350e+02
4.553043625042201370e+02 4.360707184165879085e+02 4.386157989583766152e+02 4.423446190888246861e+02 4.448046494561564828e+02 4.454480166287616498e+02 4.454889296049099130e+02 4.454251446414585303e+02 4.453496764221155217e+02 4.452964003488449976e+02 4.452503936992913509e+02 4.452141323555371173e+02 4.451799598703810830e+02 4.451575878255243310e+02 4.450528615671583452e+02 4.448628134546589195e+02
